Date,Station_Name,Dataset_Type,Passenger_Arrival_Scaled,pm25_filled_scaled,temperature_max_scaled,day_sin,Passenger_Arrival_Lag7_scaled,Passenger_Departure_Lag7_scaled,Passenger_Arrival_Roll_Mean_7_scaled,Passenger_Arrival_Roll_Std_7_scaled,Passenger_Departure_Roll_Mean_7_scaled,Passenger_Departure_Roll_Std_7_scaled,holiday_category_Weekday
2022-01-30,Ratchaprarop,Train,-2.377799158374778,-0.06663723564991181,0.9261195350460184,-0.7818314824680299,-2.3773851798233485,-2.279449526901517,-2.069179721497275,-1.3153999852971086,-2.093337051289515,-2.0157619989994617,0.0
2022-01-31,Ratchaprarop,Train,-1.8908340930068859,-0.13603369886785724,-0.01133523744515551,0.0,-1.7315005980838436,-1.8351081568654466,-2.0601879627431865,-1.491604687473983,-2.1024686951824743,-1.864207621128269,1.0
2022-02-01,Ratchaprarop,Train,-1.8499341400101075,-0.34422308852169353,-0.10508071469427423,0.7818314824680298,-1.7982294145208684,-1.752571464721342,-2.076998642153004,-1.5732147155873757,-2.086214369053007,-1.832149804936856,1.0
2022-02-02,Ratchaprarop,Train,-1.746406133987012,-0.6912054046114207,-0.19882619194339296,0.9749279121818236,-1.8888798821334305,-1.6971701234191345,-2.077194115169397,-1.5741339056809307,-2.089136495098754,-1.8396084980241911,1.0
2022-02-03,Ratchaprarop,Train,-1.7272342810197723,-0.20543016208580267,-0.01133523744515551,0.43388373911755823,-1.8032655516104552,-1.7457876270108674,-2.047482216677627,-1.4490383981692854,-2.0787264210607805,-1.7804822553655064,1.0
2022-02-04,Ratchaprarop,Train,-1.6952811927410392,-0.06663723564991181,-0.3394444078170677,-0.433883739117558,-1.6295188220197112,-1.5614933692096473,-2.0281303880546977,-1.3472355676352588,-2.0575410072291147,-1.6844184395781432,1.0
2022-02-05,Ratchaprarop,Train,-2.2653242876336375,0.48853447009365164,0.03553750117940052,-0.9749279121818236,-2.0248555835522737,-2.017141135429842,-2.030867010284203,-1.372267653108741,-2.049505160603311,-1.61608288911831,0.0
2022-02-06,Ratchaprarop,Train,-2.3854678995616743,1.1131026390551604,-0.24569893056794898,-0.7818314824680299,-2.3194696032931006,-2.335981507822137,-2.0594060706776136,-1.0943999744929191,-2.064298423709905,-1.5018608840426766,0.0
2022-02-07,Ratchaprarop,Train,-1.5201782689735819,2.292842513760233,0.6448831032986656,0.0,-1.8397775455099594,-1.7344812308267437,-2.0605789087759727,-1.0751981148917253,-2.063750525076327,-1.5103280212550727,1.0
2022-02-08,Ratchaprarop,Train,-1.7847498399214918,2.2234460505422873,1.3948469212916053,0.7818314824680298,-1.7994884487932652,-1.7706616986159402,-2.0038917340219378,-0.6793064463881203,-2.0177270398558127,-1.245808453554662,1.0
2022-02-09,Ratchaprarop,Train,-1.8230935458559716,0.2803450804398153,1.160483228168812,0.9749279121818236,-1.6975066727291328,-1.6327236651696282,-1.9939226101858831,-0.6596620432012792,-1.9826615273068497,-1.1555952206780356,1.0
2022-02-10,Ratchaprarop,Train,-1.792418581108388,-0.10133546725888452,0.8323740577968997,0.43388373911755823,-1.6786211586431823,-1.61463343127503,-2.0056509911694764,-0.6952715295561029,-1.9844878560854413,-1.1606575596495738,1.0
2022-02-11,Ratchaprarop,Train,-1.607090669091736,-0.3789213201306662,0.45739214880043144,-0.433883739117558,-1.647145301833265,-1.511745225999502,-2.015620115005531,-0.7371785629851026,-1.9868620834976107,-1.1683910406936115,1.0
2022-02-12,Ratchaprarop,Train,-2.1694650227974384,0.0027592275680336244,-0.8081717940626547,-0.9749279121818236,-2.208674587322191,-2.108722944521246,-2.0021324768743987,-0.6351272158464372,-1.9994637520698946,-1.2360826747369185,0.0
2022-02-13,Ratchaprarop,Train,-2.243596187604099,0.5232327017026244,0.45739214880043144,-0.7818314824680299,-2.3270238089274806,-2.3325895889668997,-1.9874720006449067,-0.7961363969326926,-1.9941673986119783,-1.2844768907176578,0.0
2022-02-14,Ratchaprarop,Train,-1.650546869150813,-0.3095248569127208,0.36364667155131275,0.0,-1.4746576065149175,-1.4495600469868204,-1.9657744958252585,-1.1443559716721199,-1.982113628673272,-1.4714395226541201,1.0
2022-02-15,Ratchaprarop,Train,-1.7016718103967858,0.10685392239495177,-1.3706446575573588,0.7818314824680298,-1.7352777009010336,-1.5535788918807605,-1.9857127434973678,-1.3582858457165299,-2.003664308260656,-1.6255461990586537,1.0
2022-02-16,Ratchaprarop,Train,-2.3011117465058186,1.3559902603179694,-1.7456265665538286,0.9749279121818236,-1.7730487290729344,-1.644030061353752,-1.9730069974318079,-1.2972535486721513,-2.010786990497164,-1.6680805716254783,0.0
2022-02-17,Ratchaprarop,Train,-1.7668561104854013,1.3559902603179694,-0.9956627485608888,0.43388373911755823,-1.7428319065354139,-1.629331746314391,-2.0461139055628745,-0.8363685884963222,-2.1015555307931786,-1.3523605978185669,1.0
2022-02-18,Ratchaprarop,Train,-1.6863343280229939,-0.6218089413934752,-0.3394444078170677,-0.433883739117558,-1.5602719370378928,-1.589759359669957,-2.0422044452350097,-0.8177836582422963,-2.107034517128954,-1.3840352960833995,1.0
2022-02-19,Ratchaprarop,Train,-2.2755492758828324,-1.142282415528066,-0.43318988506618644,-0.9749279121818236,-2.114247016892439,-2.0759343955872867,-2.05432377225139,-0.9327619814140529,-2.1105045418082784,-1.4092394323732433,0.0
2022-02-20,Ratchaprarop,Train,-2.283218017069728,-1.385170036790875,-0.10508071469427423,-0.7818314824680299,-2.1872710046914476,-2.257967374151682,-2.070548032612028,-0.7774540401484573,-2.1258457035484497,-1.2970980101339016,0.0
2022-02-21,Ratchaprarop,Train,-1.7412936398624148,-0.7259036362203933,0.6448831032986656,0.0,-1.6030791022993804,-1.5829755219594828,-2.0766076961202176,-0.7156209496597195,-2.1316899556399433,-1.2329494848556775,1.0
2022-02-22,Ratchaprarop,Train,-1.7349030222066681,-0.17073193047682994,-0.19882619194339296,0.7818314824680298,-1.6534404731952483,-1.597673836998844,-2.0904862802841366,-0.8352988305300078,-2.1415521310443397,-1.3044158580420826,1.0
2022-02-23,Ratchaprarop,Train,-1.6697187221180527,0.8702150177923514,-0.10508071469427423,0.9749279121818236,-2.243927546949299,-2.2059579517047117,-2.0955685787103606,-0.8780843883737054,-2.140091068021466,-1.292745141370888,1.0
2022-02-24,Ratchaprarop,Train,-1.7911404575772385,0.8008185545744061,-0.3394444078170677,0.43388373911755823,-1.71765122108748,-1.6632509348667628,-1.999004908612107,-1.0850988189227926,-2.0520620208933393,-1.5192578286647718,1.0
2022-02-25,Ratchaprarop,Train,-1.6697187221180527,1.3212920287089969,-0.2925716691925084,-0.433883739117558,-1.638332061926488,-1.6112415124197927,-2.002718895923578,-1.0991366170266565,-2.056627842839819,-1.5370017384028873,1.0
2022-02-26,Ratchaprarop,Train,-2.255099299384443,1.4600849551448876,0.5042648874249874,-0.9749279121818236,-2.218746861501365,-2.1709081235339274,-2.000177746710466,-1.0800316057365453,-2.0622894620534535,-1.5683459615331776,0.0
2022-02-27,Ratchaprarop,Train,-2.3407335759714476,0.6273273965295425,0.6448831032986656,-0.7818314824680299,-2.2263010671357453,-2.2941478419408785,-1.9970501784481747,-1.1247579334403126,-2.051514122259762,-1.6788588521126702,0.0
2022-02-28,Ratchaprarop,Train,-1.8371529046986141,2.4316354401961235,1.3948469212916053,0.0,-1.692470535639546,-1.644030061353752,-2.0058464641858698,-0.987143812945782,-2.05863680449627,-1.5657864741738496,1.0
2022-03-01,Ratchaprarop,Train,-1.7936967046395371,0.9396114810102969,1.676083353038955,0.7818314824680298,-1.6861753642775625,-1.5886287200515448,-2.0205069404153617,-1.041585781970167,-2.059367336007707,-1.5694555312053433,1.0
2022-03-02,Ratchaprarop,Train,-1.809034187013329,0.10685392239495177,0.9261195350460184,0.9749279121818236,-1.621964616385331,-1.660989655629938,-2.02949869916945,-1.0874337467023365,-2.0683163470228068,-1.6243999596146423,1.0
2022-03-03,Ratchaprarop,Train,-1.8435435223543608,-0.3789213201306662,1.207355966793368,0.43388373911755823,-1.741572872263017,-1.6915169253270725,-2.050805257956312,-1.2317964515702815,-2.0834748758851194,-1.6808715541366088,1.0
2022-03-04,Ratchaprarop,Train,-1.7911404575772385,0.03745745917700634,2.097938000659986,-0.433883739117558,-1.621964616385331,-1.6462913405905768,-2.058819651628434,-1.2678870373821185,-2.098268138991713,-1.7294969831730858,1.0
2022-03-05,Ratchaprarop,Train,-2.2410399405418007,0.21094861722186992,1.676083353038955,-0.9749279121818236,-2.198602313143018,-2.104200386047596,-2.0773895881857904,-1.43085415560096,-2.109043478785405,-1.7903391337446777,0.0
2022-03-06,Ratchaprarop,Train,-2.4148647407781088,-0.06663723564991181,0.9261195350460184,-0.7818314824680299,-2.2829576093935966,-2.3382427870589617,-2.075239385005465,-1.4581243110477982,-2.127124133693464,-1.6169698910157067,0.0
2022-03-07,Ratchaprarop,Train,-1.8371529046986141,-0.3095248569127208,1.160483228168812,0.0,-1.786898106069298,-1.6485526198274016,-2.0865768199562718,-1.2610572643750062,-2.121827780235548,-1.6928577213628355,1.0
2022-03-08,Ratchaprarop,Train,-1.8985028341937817,0.31504331204878805,0.8323740577968997,0.7818314824680298,-1.7440909408078105,-1.644030061353752,-2.0865768199562718,-1.2610572643750062,-2.143013194067213,-1.805617033053503,1.0
2022-03-09,Ratchaprarop,Train,-1.9419590342528588,2.3275407453692054,1.53546513716528,0.9749279121818236,-1.7591993520765707,-1.7548327439581666,-2.1026056073005166,-1.3402167667211973,-2.1629201777538642,-1.9359066093863264,1.0
2022-03-10,Ratchaprarop,Train,-1.860159128259302,0.4538362384846789,0.6917558419232249,0.43388373911755823,-1.7931932774312815,-1.7830987344184765,-2.122934801005412,-1.4339337733526392,-2.167851265456062,-1.959864770348664,1.0
2022-03-11,Ratchaprarop,Train,-1.8857215988822884,0.21094861722186992,1.207355966793368,-0.433883739117558,-1.741572872263017,-1.712999078076908,-2.125475950218524,-1.4496710400318764,-2.1680338983339213,-1.9606825317352707,1.0
2022-03-12,Ratchaprarop,Train,-2.2333711993549046,0.4538362384846789,2.0041925234108673,-0.9749279121818236,-2.184752936146654,-2.2161337082704233,-2.1399409534316227,-1.5553908598261437,-2.1683991640896396,-1.9632437104297054,0.0
2022-03-13,Ratchaprarop,Train,-2.518392746801204,0.4538362384846789,2.2385562165336608,-0.7818314824680299,-2.3559815971926046,-2.3054542381250025,-2.138768115333263,-1.5674021082933134,-2.1671207339446252,-1.977447010632979,0.0
2022-03-14,Ratchaprarop,Train,-1.9445152813151574,-0.03193900404093909,0.9729922736705744,0.0,-1.786898106069298,-1.7797068155632394,-2.1546014296611147,-1.2667287599978958,-2.1930546026006295,-1.5735044390414539,1.0
2022-03-15,Ratchaprarop,Train,-1.918952810692171,-0.7259036362203933,1.3948469212916053,0.7818314824680298,-1.8473317511443395,-1.7672697797607029,-2.1710211630381453,-1.360880102167976,-2.218623205500915,-1.6383982613172943,1.0
2022-03-16,Ratchaprarop,Train,-1.8473778929478089,-1.0381877207011478,1.160483228168812,0.9749279121818236,-1.8901389164058273,-1.7853600136553014,-2.174148731300437,-1.3781186745110021,-2.219353737012352,-1.6425972617579738,1.0
2022-03-17,Ratchaprarop,Train,-1.7949748281706865,-0.8993947942652569,1.3948469212916053,0.43388373911755823,-1.8095607229724386,-1.7842293740368889,-2.1596837280873387,-1.2943677279914607,-2.232503304218213,-1.6980323165103381,1.0
2022-03-18,Ratchaprarop,Train,-1.8460997694166594,-0.2748266253037481,1.3011014440424866,-0.433883739117558,-1.8347414084203726,-1.7152603573137328,-2.1497146042512836,-1.2167114109037866,-2.216431610966605,-1.5854398536851884,1.0
2022-03-19,Ratchaprarop,Train,-2.2052524816696195,0.1762503856128972,1.8635743075371922,-0.9749279121818236,-2.177198730512274,-2.2082192309415367,-2.143654940743094,-1.181298424930664,-2.221362698668803,-1.619282572230269,0.0
2022-03-20,Ratchaprarop,Train,-2.419977234902706,-0.13603369886785724,0.8323740577968997,-0.7818314824680299,-2.457963373256737,-2.466005063939562,-2.139354534382443,-1.2154945462983848,-2.211683156142266,-1.6890767124881674,0.0
2022-03-21,Ratchaprarop,Train,-1.8780528576953925,-0.8299983310473115,0.45739214880043144,0.0,-1.8926569849506205,-1.9379963621409744,-2.1243031121201645,-1.5043537091129613,-2.192324071089193,-2.000732135478883,1.0
2022-03-22,Ratchaprarop,Train,-1.8141466811379263,-0.8299983310473115,0.5980103646741062,0.7818314824680298,-1.8674762995026868,-1.7717923382343526,-2.1141385152677166,-1.4685397653408723,-2.1682165312117805,-1.9525213672545547,1.0
2022-03-23,Ratchaprarop,Train,-1.809034187013329,-0.20543016208580267,0.8323740577968997,0.9749279121818236,-1.7969703802484718,-1.8667660661809937,-2.0981097279234726,-1.3913462405412178,-2.164563873654597,-1.9334375494970224,1.0
2022-03-24,Ratchaprarop,Train,-1.8192591752625236,-0.34422308852169353,0.9261195350460184,0.43388373911755823,-1.745349975080207,-1.6847330876165982,-2.0922455374316753,-1.3569582221709895,-2.155980128395215,-1.9150146263010759,1.0
2022-03-25,Ratchaprarop,Train,-1.6658843515246047,-0.4830160149575844,0.9261195350460184,-0.433883739117558,-1.795711345976075,-1.7457876270108674,-2.095959524743147,-1.3817801058123114,-2.171686555891105,-2.0120615701697457,1.0
2022-03-26,Ratchaprarop,Train,-2.1413463051121533,-0.7259036362203933,1.347974182667046,-0.9749279121818236,-2.1494999765195466,-2.14829533116568,-2.068397829431702,-1.1614312067685406,-2.1444742570900863,-1.7850911394249536,0.0
2022-03-27,Ratchaprarop,Train,-2.361183552469837,-0.8646965626562843,1.7698288302880736,-0.7818314824680299,-2.3610177342821914,-2.3461572643878488,-2.0586241786120407,-1.2495061832046597,-2.1413694981664806,-1.8115736838313325,0.0
2022-03-28,Ratchaprarop,Train,-1.682499957429546,-0.3095248569127208,1.207355966793368,0.0,-1.8271872027859923,-1.7887519325105385,-2.0496324198579523,-1.417900238015382,-2.1278546652049006,-2.015946482991736,1.0
2022-03-29,Ratchaprarop,Train,-1.7860279634526413,-0.5524124781755299,0.5980103646741062,0.7818314824680298,-1.7642354891661576,-1.7491795458661046,-2.019725048349789,-1.2558383461586438,-2.1055734541060804,-1.901273083570553,1.0
2022-03-30,Ratchaprarop,Train,-1.7860279634526413,-0.3789213201306662,1.207355966793368,0.9749279121818236,-1.7591993520765707,-1.8136260041156111,-2.0154246419891377,-1.2394528059355707,-2.0882233307094578,-1.8120568094992682,1.0
2022-03-31,Ratchaprarop,Train,-1.6403218809016182,0.14155215400392449,1.3948469212916053,0.43388373911755823,-1.7692716262557444,-1.781968094800064,-2.01190612769406,-1.2262793442106306,-2.0778132566714844,-1.7942598521382809,1.0
2022-04-01,Ratchaprarop,Train,-1.6032562984982879,0.0027592275680336244,1.7698288302880736,-0.433883739117558,-1.618187513568141,-1.5773223238674208,-1.9845399053990083,-1.0721868681899596,-2.0352597961302945,-1.578200825049707,1.0
2022-04-02,Ratchaprarop,Train,-2.041652669682506,-1.246377110354984,-1.5581356120555945,-0.9749279121818236,-2.086548262899712,-2.129074457652669,-1.9749617275957403,-0.9937305492143552,-2.028685012527364,-1.532283560407213,0.0
2022-04-03,Ratchaprarop,Train,-2.2525430523221446,-1.0381877207011478,-2.495590384546768,-0.7818314824680299,-2.3031021577519435,-2.2624899326253316,-1.9597148323170688,-1.1278843042604636,-2.0091432945964316,-1.7109810691225134,0.0
2022-04-04,Ratchaprarop,Train,-1.635209386777021,0.0027592275680336244,0.12928297842851924,0.0,-1.6345549591092978,-1.6508138990642265,-1.9430996259236444,-1.4406261616508385,-2.011152256252882,-1.6786100931454186,1.0
2022-04-05,Ratchaprarop,Train,-1.6083687926228851,0.557930933311597,1.0667377509196931,0.7818314824680298,-1.7365367351734302,-1.6417687821169273,-1.935867124317095,-1.390116927448711,-1.9981853219248802,-1.616406983859807,1.0
2022-04-06,Ratchaprarop,Train,-2.119618205082615,1.2171973338820785,1.9104470461617484,0.9749279121818236,-1.7365367351734302,-1.7491795458661046,-1.9086963750384367,-1.2676126201845908,-1.9846704889633004,-1.5536190361970683,0.0
2022-04-07,Ratchaprarop,Train,-1.6620499809311569,1.182499102273106,1.7698288302880736,0.43388373911755823,-1.593006828120207,-1.5185290637099764,-1.9597148323170688,-1.0112376016348628,-2.0431130098782395,-1.2858179116064055,1.0
2022-04-08,Ratchaprarop,Train,-1.5150657748489844,2.5357301350230417,1.6292106144143987,-0.433883739117558,-1.5564948342207028,-1.5366192976045747,-1.9630378735957534,-1.034319064549689,-2.046400401679705,-1.3102151782301787,1.0
