Date,Station_Name,Dataset_Type,Passenger_Departure_Scaled,temperature_max_scaled,day_sin,Passenger_Arrival_Lag7_scaled,Passenger_Departure_Lag7_scaled,Passenger_Arrival_Roll_Mean_7_scaled,Passenger_Arrival_Roll_Std_7_scaled,Passenger_Departure_Roll_Mean_7_scaled,Passenger_Departure_Roll_Std_7_scaled,holiday_category_Weekday
2023-11-24,Huamak,Train,1.2035753606944306,-0.470431791738616,-0.433883739117558,1.1510483693872338,1.1933516277908685,0.8376611657675774,0.6077976041354726,0.8942100876649197,0.8380963783755356,1.0
2023-11-25,Huamak,Train,-0.2944804086169451,-0.8090288676472553,-0.9749279121818236,-0.29139534402174755,-0.32889667043277987,0.8606507537875482,0.68161953636897,0.8988529093708066,0.8513650026292071,0.0
2023-11-26,Huamak,Train,-0.591543392415038,-0.5671738134267984,-0.7818314824680299,-0.8319856868861443,-0.7991793392529692,0.8800442051340038,0.5873031711452875,0.9096861600178767,0.7943499744339456,0.0
2023-11-27,Huamak,Train,1.4027349683423618,-0.4220607808945239,0.0,0.8849918435866622,1.1433215566397845,0.9189595412795414,0.2740268733606688,0.954308835302237,0.4471581181328746,1.0
2023-11-28,Huamak,Train,1.1767525179135645,-1.1476259435558946,0.7818314824680298,1.1849575344402477,1.22003433240478,1.0287701432743739,0.5589300234030921,1.0069274813022913,0.6123288705358019,1.0
2023-11-29,Huamak,Train,1.1861405128868676,-0.5188028025827064,0.9749279121818236,1.098228323823885,1.1533275708700013,1.0187523339695823,0.5359870277945736,1.0012529214395407,0.5977587356367235,1.0
2023-11-30,Huamak,Train,1.1318242562556136,0.01327831670229783,0.43388373911755823,1.1223559989577603,1.107299905411004,1.0357055497161525,0.572777221588805,1.0102806303120992,0.6193939207444362,1.0
2023-12-01,Huamak,Train,1.0433088750787551,-0.3253187592063415,-0.433883739117558,1.2677741490889551,1.2173660619433888,1.0543284003468556,0.6144357388082797,1.0177607319493613,0.6348824385694513,1.0
2023-12-02,Huamak,Train,-0.09129737455188382,-0.08346370498588288,-0.9749279121818236,-0.19292834550241839,-0.2728629907435658,1.1208569288068828,0.8436339960623023,0.9869375545130551,0.5672493633278627,0.0
2023-12-03,Huamak,Train,-0.5070514376553095,0.0616493275463899,-0.7818314824680299,-0.6343995905195433,-0.5683739443426351,1.1424337488479728,0.7323369360913771,1.0260146372042724,0.3559905894630482,0.0
