Date,Station_Name,Dataset_Type,Passenger_Arrival_Scaled,Passenger_Arrival_Lag7_scaled,Passenger_Departure_Lag7_scaled,Passenger_Arrival_Roll_Mean_7_scaled,Passenger_Arrival_Roll_Std_7_scaled,Passenger_Departure_Roll_Mean_7_scaled,Passenger_Departure_Roll_Std_7_scaled,holiday_category_Weekday
2022-02-28,Banthapchang,Train,-0.8449964947511333,-0.765428053725639,-0.7315809385193336,-1.9287758784871107,-1.8289861728627936,-1.9022127460592442,-1.817616668131728,1.0
2022-03-01,Banthapchang,Train,-0.8537121435185824,-0.7808706546415715,-0.8129256564239783,-1.9445000432512614,-1.858134624961016,-1.9310906862557817,-1.876238178752191,1.0
2022-03-02,Banthapchang,Train,-0.882764306076746,-0.7808706546415715,-0.7668629848394204,-1.9585043774943327,-1.8840486317604355,-1.9433271015932976,-1.8984733070266588,1.0
2022-03-03,Banthapchang,Train,-0.9244057390767807,-0.8339545952900893,-0.8825096922219274,-1.9798794139706002,-1.9234967136997678,-1.9969226007716174,-1.991679634995142,1.0
2022-03-04,Banthapchang,Train,-0.9050376307046715,-0.7837661423133089,-0.835466963795145,-1.9983061695535889,-1.9534765475653673,-2.0047539065876276,-2.005279941522103,1.0
2022-03-05,Banthapchang,Train,-1.63424691091458,-1.6601337442924755,-1.6567545975793896,-2.0245950075186534,-2.005639850485363,-2.0287372806491586,-2.05174296410883,0.0
2022-03-06,Banthapchang,Train,-1.9044320227055025,-1.9207276347488358,-1.8802075576066066,-2.0128018839455404,-2.0483548242722684,-2.013074669017138,-2.1081479325873076,0.0
2022-03-07,Banthapchang,Train,-0.9321529824256243,-0.8271984573893688,-0.8472276459018405,-2.003219971042386,-2.1026247922356127,-2.018213963458895,-2.0790305695999907,1.0
2022-03-08,Banthapchang,Train,-0.8779222789837188,-0.8358849204045808,-0.8619284985352101,-2.0253320777419725,-2.143942067854883,-2.042686794133927,-2.1273047176536157,1.0
2022-03-09,Banthapchang,Train,-0.8653330085418478,-0.8648397971219542,-0.9814954332866157,-2.031474329602969,-2.1569761877907023,-2.062999243594203,-2.1693262103009863,1.0
2022-03-10,Banthapchang,Train,-0.861459386867426,-0.9063417870835226,-0.9138715111731158,-2.0270519082630516,-2.14783917673801,-2.0377922279989207,-2.1231089518412674,1.0
