Date,Station_Name,Dataset_Type,Passenger_Departure_Filled,Passenger_Departure_Diff,day_cos,Passenger_Arrival_Lag7,Passenger_Arrival_Roll_Std_7,Passenger_Departure_Roll_Mean_7,Passenger_Departure_Roll_Std_7,holiday_category_Weekday
2022-03-26,Huamak,Train,2227.0,-709.0,-0.2225209339563146,2164.0,532.4512050078251,2608.285714285714,468.1772151246851,0.0
2022-03-27,Huamak,Train,1779.0,-448.0,0.6234898018587334,1759.0,529.3950725659827,2623.8571428571427,450.63674527326015,0.0
2022-03-28,Huamak,Train,3009.0,1230.0,1.0,3091.0,537.254395714251,2622.714285714286,453.1161419495437,1.0
2022-03-29,Huamak,Train,2978.0,-31.0,0.6234898018587336,2935.0,539.6572104233428,2617.5714285714284,447.6962724671195,1.0
2022-03-30,Huamak,Train,2948.0,-30.0,-0.22252093395631434,2947.0,556.3071265475738,2639.1428571428573,462.8503820787849,1.0
2022-03-31,Huamak,Train,3079.0,131.0,-0.900968867902419,2944.0,560.6209992159622,2662.285714285714,475.29980513556467,1.0
2022-04-01,Huamak,Train,3175.0,96.0,-0.9009688679024191,3148.0,578.0148292709642,2708.0,500.8539374574864,1.0
2022-04-02,Huamak,Train,2177.0,-998.0,-0.2225209339563146,2182.0,597.9962175386022,2742.1428571428573,526.4777388682361,0.0
2022-04-03,Huamak,Train,1766.0,-411.0,0.6234898018587334,1733.0,586.5290558304272,2735.0,534.9034180734571,0.0
2022-04-04,Huamak,Train,3064.0,1298.0,1.0,3111.0,571.0034192208517,2733.1428571428573,538.784257556285,1.0
2022-04-05,Huamak,Train,3035.0,-29.0,0.6234898018587336,3118.0,572.9339278784986,2741.0,543.8547600232998,1.0
2022-04-06,Huamak,Train,1971.0,-1064.0,-0.22252093395631434,3009.0,577.0408502499124,2749.1428571428573,548.4023548975185,0.0
2022-04-07,Huamak,Train,2946.0,975.0,-0.900968867902419,3153.0,634.3055069841943,2609.5714285714284,610.2010207417608,1.0
2022-04-08,Huamak,Train,3075.0,129.0,-0.9009688679024191,3309.0,617.7105578936894,2590.5714285714284,595.0302113178401,1.0
2022-04-09,Huamak,Train,1837.0,-1238.0,-0.2225209339563146,2251.0,599.9485295383578,2576.285714285714,579.6624633599906,0.0
2022-04-10,Huamak,Train,1573.0,-264.0,0.6234898018587334,1784.0,625.2623449401058,2527.714285714286,630.6942508817082,0.0
2022-04-11,Huamak,Train,2600.0,1027.0,1.0,3133.0,685.5255543845799,2500.1428571428573,672.3839251924036,1.0
2022-04-12,Huamak,Train,2292.0,-308.0,0.6234898018587336,3163.0,646.6417643707925,2433.8571428571427,629.0046180464897,1.0
2022-04-13,Huamak,Train,1312.0,-980.0,-0.22252093395631434,2071.0,583.252497800461,2327.714285714286,570.6381557185828,0.0
2022-04-14,Huamak,Train,1231.0,-81.0,-0.900968867902419,2993.0,686.8055800311363,2233.5714285714284,682.6611792934225,0.0
2022-04-15,Huamak,Train,1327.0,96.0,-0.9009688679024191,3199.0,723.7581811364252,1988.5714285714287,692.0474109825275,0.0
2022-04-16,Huamak,Train,1457.0,130.0,-0.2225209339563146,2060.0,576.9570834910329,1738.857142857143,531.4174217980401,0.0
2022-04-17,Huamak,Train,1649.0,192.0,0.6234898018587334,1535.0,587.4971935090034,1684.5714285714287,539.0747805709509,0.0
2022-04-18,Huamak,Train,2939.0,1290.0,1.0,2687.0,593.8819828247128,1695.4285714285713,537.2153066641768,1.0
2022-04-19,Huamak,Train,3011.0,72.0,0.6234898018587336,2436.0,622.5746847529549,1743.857142857143,638.1489973800341,1.0
2022-04-20,Huamak,Train,2930.0,-81.0,-0.22252093395631434,1440.0,722.6935067937912,1846.5714285714287,782.596502493006,1.0
2022-04-21,Huamak,Train,2969.0,39.0,-0.900968867902419,1250.0,825.3281886907905,2077.714285714286,835.5442765618338,1.0
2022-04-22,Huamak,Train,3111.0,142.0,-0.9009688679024191,1312.0,849.9934733642993,2326.0,799.4529379519474,1.0
2022-04-23,Huamak,Train,2071.0,-1040.0,-0.2225209339563146,1369.0,781.4968238670492,2580.8571428571427,706.9074499940875,0.0
2022-04-24,Huamak,Train,1690.0,-381.0,0.6234898018587334,1435.0,628.8710595374931,2668.5714285714284,568.8221330500595,0.0
2022-04-25,Huamak,Train,3142.0,1452.0,1.0,2789.0,557.2147999948788,2674.4285714285716,556.6548473224855,1.0
2022-04-26,Huamak,Train,3112.0,-30.0,0.6234898018587336,2881.0,581.7674220281956,2703.4285714285716,577.6281552298904,1.0
2022-04-27,Huamak,Train,2991.0,-121.0,-0.22252093395631434,2967.0,597.1318750414143,2717.8571428571427,587.7639629906522,1.0
2022-04-28,Huamak,Train,3102.0,111.0,-0.900968867902419,3153.0,611.2908278311356,2726.5714285714284,591.8712858786272,1.0
2022-04-29,Huamak,Train,3254.0,152.0,-0.9009688679024191,3120.0,617.3506374207517,2745.5714285714284,602.9811653064183,1.0
2022-04-30,Huamak,Train,2138.0,-1116.0,-0.2225209339563146,2150.0,662.7754054694823,2766.0,619.6178930061121,0.0
2022-05-01,Huamak,Train,1828.0,-310.0,0.6234898018587334,1665.0,642.3964804505365,2775.5714285714284,607.4915245342546,0.0
2022-05-02,Huamak,Train,1990.0,162.0,1.0,3118.0,582.850711915968,2795.285714285714,567.3008356200778,1.0
2022-05-03,Huamak,Train,3134.0,1144.0,0.6234898018587336,3097.0,652.2559386650372,2630.714285714286,615.0432814812618,1.0
2022-05-04,Huamak,Train,2193.0,-941.0,-0.22252093395631434,3144.0,664.5759836882742,2633.8571428571427,617.961818823631,0.0
2022-05-05,Huamak,Train,3428.0,1235.0,-0.900968867902419,3209.0,676.9283214498802,2519.8571428571427,614.6940779963722,1.0
2022-05-06,Huamak,Train,3487.0,59.0,-0.9009688679024191,3478.0,736.8115349906228,2566.4285714285716,675.492871204145,1.0
2022-05-07,Huamak,Train,2270.0,-1217.0,-0.2225209339563146,2276.0,752.9919053507874,2599.714285714286,719.3382871977357,0.0
2022-05-08,Huamak,Train,2006.0,-264.0,0.6234898018587334,1863.0,752.9082977108861,2618.5714285714284,706.8389390195523,0.0
2022-05-09,Huamak,Train,3399.0,1393.0,1.0,2023.0,739.2181519622443,2644.0,676.1954845555639,1.0
2022-05-10,Huamak,Train,3549.0,150.0,0.6234898018587336,3213.0,733.4152335218454,2845.285714285714,658.5513683547435,1.0
2022-05-11,Huamak,Train,3536.0,-13.0,-0.22252093395631434,2099.0,783.7607749696015,2904.5714285714284,705.8557116821299,1.0
2022-05-12,Huamak,Train,3617.0,81.0,-0.900968867902419,3544.0,724.5093577889842,3096.4285714285716,661.324140681118,1.0
2022-05-13,Huamak,Train,3170.0,-447.0,-0.9009688679024191,3561.0,740.694461781835,3123.4285714285716,680.6920148258089,0.0
2022-05-14,Huamak,Train,2303.0,-867.0,-0.2225209339563146,2277.0,726.3037538503705,3078.1428571428573,662.7818717525471,0.0
2022-05-15,Huamak,Train,1909.0,-394.0,0.6234898018587334,1944.0,697.2444402960889,3082.8571428571427,656.159896308674,0.0
2022-05-16,Huamak,Train,1910.0,1.0,1.0,3482.0,737.8411882292935,3069.0,683.1605472605495,0.0
2022-05-17,Huamak,Train,3988.0,2078.0,0.6234898018587336,3649.0,875.1168357370768,2856.285714285714,787.1784453107853,1.0
2022-05-18,Huamak,Train,3969.0,-19.0,-0.22252093395631434,3650.0,944.4111796195945,2919.0,865.187070330265,1.0
2022-05-19,Huamak,Train,4026.0,57.0,-0.900968867902419,3701.0,1011.4196058252066,2980.8571428571427,929.7238709372136,1.0
2022-05-20,Huamak,Train,4169.0,143.0,-0.9009688679024191,3339.0,1076.1244396090103,3039.285714285714,987.4265735209067,1.0
2022-05-21,Huamak,Train,2495.0,-1674.0,-0.2225209339563146,2431.0,1174.7999019083234,3182.0,1077.5484521202131,0.0
2022-05-22,Huamak,Train,2178.0,-317.0,0.6234898018587334,1808.0,1178.6605998012346,3209.4285714285716,1053.622775181399,0.0
2022-05-23,Huamak,Train,3730.0,1552.0,1.0,1793.0,1107.6465183097926,3247.8571428571427,1001.9247191566557,1.0
2022-05-24,Huamak,Train,3836.0,106.0,0.6234898018587336,4062.0,901.9573160632352,3507.8571428571427,815.7326826380138,1.0
2022-05-25,Huamak,Train,3965.0,129.0,-0.22252093395631434,4100.0,898.4418787677946,3486.1428571428573,802.7410185465445,1.0
2022-05-26,Huamak,Train,3797.0,-168.0,-0.900968867902419,4168.0,893.0165038735125,3485.5714285714284,802.3413357465885,1.0
2022-05-27,Huamak,Train,4117.0,320.0,-0.9009688679024191,4338.0,880.6294556141268,3452.8571428571427,781.0188705725855,1.0
2022-05-28,Huamak,Train,2892.0,-1225.0,-0.2225209339563146,2398.0,897.2934169994068,3445.4285714285716,773.2810737678893,0.0
2022-05-29,Huamak,Train,2482.0,-410.0,0.6234898018587334,2193.0,804.7584967524313,3502.1428571428573,703.3532608325709,0.0
2022-05-30,Huamak,Train,3968.0,1486.0,1.0,3955.0,729.0568924171466,3545.5714285714284,611.3332035103988,1.0
2022-05-31,Huamak,Train,4176.0,208.0,0.6234898018587336,4019.0,737.0944566982122,3579.5714285714284,629.6440415406312,1.0
2022-06-01,Huamak,Train,4312.0,136.0,-0.22252093395631434,4039.0,757.270065683932,3628.1428571428573,664.8517199525099,1.0
2022-06-02,Huamak,Train,4473.0,161.0,-0.900968867902419,4043.0,810.3155176196691,3677.714285714286,705.827342977898,1.0
2022-06-03,Huamak,Train,2471.0,-2002.0,-0.9009688679024191,4447.0,884.2708591720899,3774.285714285714,768.3446957118745,0.0
2022-06-04,Huamak,Train,2330.0,-141.0,-0.2225209339563146,2880.0,964.111582161078,3539.1428571428573,888.4609217764227,0.0
2022-06-05,Huamak,Train,2331.0,1.0,0.6234898018587334,2451.0,1023.8005758191453,3458.8571428571427,977.6066742426682,0.0
2022-06-06,Huamak,Train,4432.0,2101.0,1.0,4068.0,1015.1762924546156,3437.285714285714,1004.0620356474855,1.0
2022-06-07,Huamak,Train,4492.0,60.0,0.6234898018587336,4241.0,1039.7142006568986,3503.5714285714284,1058.7638794277757,1.0
2022-06-08,Huamak,Train,4354.0,-138.0,-0.22252093395631434,4528.0,1076.355247605368,3548.714285714286,1098.2145683313618,1.0
2022-06-09,Huamak,Train,4254.0,-100.0,-0.900968867902419,4745.0,1079.9322289142096,3554.714285714286,1103.1832296111281,1.0
2022-06-10,Huamak,Train,4681.0,427.0,-0.9009688679024191,2624.0,1026.5358760228007,3523.4285714285716,1075.5602969526876,1.0
2022-06-11,Huamak,Train,2839.0,-1842.0,-0.2225209339563146,2498.0,1012.9264063898711,3839.1428571428573,1038.8789516543675,0.0
2022-06-12,Huamak,Train,2356.0,-483.0,0.6234898018587334,2498.0,909.1691130864871,3911.8571428571427,927.4857462644972,0.0
2022-06-13,Huamak,Train,4504.0,2148.0,1.0,4329.0,951.9168130922011,3915.4285714285716,920.4049574585565,1.0
2022-06-14,Huamak,Train,4340.0,-164.0,0.6234898018587336,4556.0,966.9887476569887,3925.714285714286,927.5147284159821,1.0
2022-06-15,Huamak,Train,4462.0,122.0,-0.22252093395631434,4555.0,963.1600766919935,3904.0,913.7244296467808,1.0
2022-06-16,Huamak,Train,4363.0,-99.0,-0.900968867902419,4369.0,965.0152725166943,3919.4285714285716,923.4493050772309,1.0
2022-06-17,Huamak,Train,4564.0,201.0,-0.9009688679024191,4892.0,978.8044456668227,3935.0,930.9199750784177,1.0
2022-06-18,Huamak,Train,2863.0,-1701.0,-0.2225209339563146,2975.0,975.1509040729435,3918.285714285714,916.2279036509275,0.0
2022-06-19,Huamak,Train,2332.0,-531.0,0.6234898018587334,2348.0,978.4866595192477,3921.714285714286,911.5489956269895,0.0
2022-06-20,Huamak,Train,4374.0,2042.0,1.0,4538.0,1016.3839263360471,3918.285714285714,918.4386595895086,1.0
2022-06-21,Huamak,Train,4434.0,60.0,0.6234898018587336,4512.0,1013.1751599609509,3899.714285714286,905.8492726507575,1.0
2022-06-22,Huamak,Train,4371.0,-63.0,-0.22252093395631434,4575.0,1024.1954333594147,3913.1428571428573,914.1229728673333,1.0
2022-06-23,Huamak,Train,4299.0,-72.0,-0.900968867902419,4560.0,1020.2051614398766,3900.1428571428573,905.6241730746505,1.0
2022-06-24,Huamak,Train,4672.0,373.0,-0.9009688679024191,4866.0,1016.7391855478793,3891.0,900.4809825865294,1.0
2022-06-25,Huamak,Train,2811.0,-1861.0,-0.2225209339563146,2957.0,1025.7396402225093,3906.4285714285716,914.7460225189762,0.0
2022-06-26,Huamak,Train,2262.0,-549.0,0.6234898018587334,2219.0,1047.4530106519353,3899.0,924.7879036117786,0.0
2022-06-27,Huamak,Train,4244.0,1982.0,1.0,4498.0,1026.645462056838,3889.0,944.7200643576919,1.0
2022-06-28,Huamak,Train,4491.0,247.0,0.6234898018587336,4637.0,1022.9806123936695,3870.4285714285716,934.8227741382966,1.0
2022-06-29,Huamak,Train,4454.0,-37.0,-0.22252093395631434,4527.0,1007.6115322881104,3878.5714285714284,940.7792615952058,1.0
2022-06-30,Huamak,Train,4422.0,-32.0,-0.900968867902419,4518.0,1007.1790165747921,3890.4285714285716,948.5112645865734,1.0
2022-07-01,Huamak,Train,4804.0,382.0,-0.9009688679024191,4930.0,1009.1811626500036,3908.0,958.4290966646072,1.0
2022-07-02,Huamak,Train,3198.0,-1606.0,-0.2225209339563146,2838.0,988.6979171762048,3926.8571428571427,977.0831470199851,0.0
2022-07-03,Huamak,Train,2624.0,-574.0,0.6234898018587334,2292.0,918.1672738979192,3982.1428571428573,912.2178885499219,0.0
2022-07-04,Huamak,Train,4576.0,1952.0,1.0,4447.0,792.2278412053855,4033.8571428571427,802.0586904068458,1.0
2022-07-05,Huamak,Train,4530.0,-46.0,0.6234898018587336,4462.0,816.7894174026408,4081.285714285714,826.0146718401797,1.0
2022-07-06,Huamak,Train,4674.0,144.0,-0.22252093395631434,4522.0,844.6355652559457,4086.8571428571427,829.3634966188295,1.0
2022-07-07,Huamak,Train,4620.0,-54.0,-0.900968867902419,4541.0,866.1385020664405,4118.285714285715,849.5186312035225,1.0
2022-07-08,Huamak,Train,4708.0,88.0,-0.9009688679024191,4788.0,881.2358475729477,4146.571428571428,864.4811270627143,1.0
2022-07-09,Huamak,Train,2648.0,-2060.0,-0.2225209339563146,3255.0,886.872675673986,4132.857142857143,852.9985206261955,0.0
2022-07-10,Huamak,Train,2286.0,-362.0,0.6234898018587334,2702.0,1000.1426088789692,4054.285714285714,970.6756606072082,0.0
2022-07-11,Huamak,Train,4710.0,2424.0,1.0,4707.0,1110.6442574770103,4006.0,1058.1480677737568,1.0
2022-07-12,Huamak,Train,6084.0,1374.0,0.6234898018587336,4768.0,1107.2957836011774,4025.1428571428573,1071.3087679051628,1.0
2022-07-13,Huamak,Train,2391.0,-3693.0,-0.22252093395631434,4770.0,1187.766671811707,4247.142857142857,1324.4645998253325,0.0
2022-07-14,Huamak,Train,3386.0,995.0,-0.900968867902419,4736.0,1314.5736227095858,3921.0,1474.4328853268755,0.0
2022-07-15,Huamak,Train,3508.0,122.0,-0.9009688679024191,4841.0,1261.2620285895794,3744.714285714286,1450.5057410303161,0.0
2022-07-16,Huamak,Train,2445.0,-1063.0,-0.2225209339563146,2731.0,1155.4905781487244,3573.285714285714,1387.2155221024261,0.0
2022-07-17,Huamak,Train,2268.0,-177.0,0.6234898018587334,2280.0,1180.8671551428788,3544.285714285714,1411.688671330158,0.0
2022-07-18,Huamak,Train,4376.0,2108.0,1.0,4668.0,1218.2193875449832,3541.714285714286,1414.3765074271796,1.0
2022-07-19,Huamak,Train,4559.0,183.0,0.6234898018587336,5374.0,1185.1293479737008,3494.0,1373.436687049438,1.0
2022-07-20,Huamak,Train,4533.0,-26.0,-0.22252093395631434,2473.0,961.2721481750843,3276.1428571428573,949.7247721614642,1.0
2022-07-21,Huamak,Train,4182.0,-351.0,-0.900968867902419,3493.0,979.7966990292264,3582.1428571428573,961.996435989835,1.0
2022-07-22,Huamak,Train,4481.0,299.0,-0.9009688679024191,3524.0,1020.3518067430497,3695.8571428571427,981.7894255849765,1.0
2022-07-23,Huamak,Train,2857.0,-1624.0,-0.2225209339563146,2525.0,1074.2762569239217,3834.8571428571427,1018.9352986608836,0.0
2022-07-24,Huamak,Train,2265.0,-592.0,0.6234898018587334,2071.0,1010.4546831336189,3893.714285714286,933.5976496481622,0.0
2022-07-25,Huamak,Train,4649.0,2384.0,1.0,4457.0,952.3031730144181,3893.285714285714,934.4686037682447,1.0
2022-07-26,Huamak,Train,4648.0,-1.0,0.6234898018587336,4451.0,976.5441496371126,3932.285714285714,963.2266459294888,1.0
2022-07-27,Huamak,Train,4807.0,159.0,-0.22252093395631434,4492.0,1017.9336679670967,3945.0,973.4113553203846,1.0
2022-07-28,Huamak,Train,2390.0,-2417.0,-0.900968867902419,4346.0,1073.7683974808376,3984.1428571428573,1005.9616342206151,0.0
2022-07-29,Huamak,Train,3278.0,888.0,-0.9009688679024191,4635.0,1219.891720409564,3728.1428571428573,1162.9807147399927,0.0
2022-07-30,Huamak,Train,2873.0,-405.0,-0.2225209339563146,2862.0,1170.3861796534536,3556.285714285714,1121.3262555690799,0.0
2022-07-31,Huamak,Train,2623.0,-250.0,0.6234898018587334,2267.0,1152.3922943164782,3558.5714285714284,1119.6783551751016,0.0
2022-08-01,Huamak,Train,4610.0,1987.0,1.0,4682.0,1076.3551148823187,3609.714285714286,1057.1766983000396,1.0
2022-08-02,Huamak,Train,4449.0,-161.0,0.6234898018587336,4831.0,1104.7246155447394,3604.1428571428573,1050.8706594329983,1.0
2022-08-03,Huamak,Train,4631.0,182.0,-0.22252093395631434,4998.0,1053.993629690696,3575.714285714286,1020.1685668368275,1.0
2022-08-04,Huamak,Train,4401.0,-230.0,-0.900968867902419,2485.0,992.966503055603,3550.5714285714284,986.3739752485468,1.0
2022-08-05,Huamak,Train,4771.0,370.0,-0.9009688679024191,3424.0,890.4017284884576,3837.8571428571427,879.0309870479414,1.0
2022-08-06,Huamak,Train,3101.0,-1670.0,-0.2225209339563146,3038.0,920.1286141983957,4051.1428571428573,901.3927054973385,0.0
2022-08-07,Huamak,Train,2546.0,-555.0,0.6234898018587334,2680.0,890.800656445539,4083.714285714286,854.632223880682,0.0
2022-08-08,Huamak,Train,4900.0,2354.0,1.0,4863.0,943.9161332802086,4072.714285714286,876.7752874949812,1.0
2022-08-09,Huamak,Train,4910.0,10.0,0.6234898018587336,4473.0,949.663073084842,4114.142857142857,912.516744790917,1.0
2022-08-10,Huamak,Train,4945.0,35.0,-0.22252093395631434,4672.0,991.2945600384871,4180.0,956.2966764207305,1.0
2022-08-11,Huamak,Train,5072.0,127.0,-0.900968867902419,4589.0,1034.9267975033156,4224.857142857143,987.8224247591996,1.0
2022-08-12,Huamak,Train,2356.0,-2716.0,-0.9009688679024191,4931.0,1071.9988228493855,4320.714285714285,1038.9949814260767,0.0
2022-08-13,Huamak,Train,2658.0,302.0,-0.2225209339563146,3186.0,1268.2860387903318,3975.714285714286,1245.0725165341064,0.0
2022-08-14,Huamak,Train,2326.0,-332.0,0.6234898018587334,2497.0,1345.6897859462244,3912.4285714285716,1306.677957920117,0.0
2022-08-15,Huamak,Train,5242.0,2916.0,1.0,4909.0,1389.7530784450935,3881.0,1347.0435528717453,1.0
2022-08-16,Huamak,Train,5135.0,-107.0,0.6234898018587336,4957.0,1422.6381596644062,3929.8571428571427,1395.4932734307527,1.0
2022-08-17,Huamak,Train,5079.0,-56.0,-0.22252093395631434,5107.0,1447.6296060078596,3962.0,1424.1293246518499,1.0
2022-08-18,Huamak,Train,5160.0,81.0,-0.900968867902419,5072.0,1455.9481119744273,3981.1428571428573,1440.353015591598,1.0
2022-08-19,Huamak,Train,5219.0,59.0,-0.9009688679024191,2383.0,1471.9289417372718,3993.714285714286,1451.7994253437946,1.0
2022-08-20,Huamak,Train,3151.0,-2068.0,-0.2225209339563146,2620.0,1377.3100249260867,4402.714285714285,1309.8714586154013,0.0
2022-08-21,Huamak,Train,2405.0,-746.0,0.6234898018587334,2262.0,1247.5353988679296,4473.142857142857,1209.8635499608254,0.0
2022-08-22,Huamak,Train,5084.0,2679.0,1.0,5158.0,1213.461086942553,4484.428571428572,1186.642301783041,1.0
2022-08-23,Huamak,Train,5200.0,116.0,0.6234898018587336,5152.0,1211.6597039165867,4461.857142857143,1171.2333141566958,1.0
2022-08-24,Huamak,Train,5142.0,-58.0,-0.22252093395631434,5169.0,1230.7562328755023,4471.142857142857,1177.6993714542818,1.0
2022-08-25,Huamak,Train,5061.0,-81.0,-0.900968867902419,5194.0,1245.2424128123243,4480.142857142857,1183.346022735451,1.0
2022-08-26,Huamak,Train,5574.0,513.0,-0.9009688679024191,5537.0,1250.1074430014453,4466.0,1174.4243980208637,1.0
2022-08-27,Huamak,Train,3308.0,-2266.0,-0.2225209339563146,3285.0,1241.8283371898112,4516.714285714285,1219.1723578293759,0.0
2022-08-28,Huamak,Train,2499.0,-809.0,0.6234898018587334,2375.0,1227.486979855297,4539.142857142857,1190.9786492028916,0.0
2022-08-29,Huamak,Train,5163.0,2664.0,1.0,5136.0,1147.9448095245166,4552.571428571428,1163.1090314530366,1.0
2022-08-30,Huamak,Train,5311.0,148.0,0.6234898018587336,5355.0,1169.155739350894,4563.857142857143,1169.4906909379301,1.0
2022-08-31,Huamak,Train,5276.0,-35.0,-0.22252093395631434,5332.0,1181.0868481433258,4579.714285714285,1180.2567113818527,1.0
2022-09-01,Huamak,Train,5289.0,13.0,-0.900968867902419,5253.0,1192.1473422837792,4598.857142857143,1191.925532988734,1.0
2022-09-02,Huamak,Train,5772.0,483.0,-0.9009688679024191,5468.0,1207.6080844853095,4631.428571428572,1209.6427650540552,1.0
2022-09-03,Huamak,Train,3430.0,-2342.0,-0.2225209339563146,3368.0,1275.802324589732,4659.714285714285,1237.3543973987023,0.0
2022-09-04,Huamak,Train,2838.0,-592.0,0.6234898018587334,2642.0,1209.4053438422861,4677.142857142857,1215.8135038691078,0.0
2022-09-05,Huamak,Train,5351.0,2513.0,1.0,5385.0,1188.8638033253158,4725.571428571428,1117.3583216889824,1.0
2022-09-06,Huamak,Train,5613.0,262.0,0.6234898018587336,5472.0,1188.2390933045147,4752.428571428572,1131.791037418548,1.0
2022-09-07,Huamak,Train,5523.0,-90.0,-0.22252093395631434,5448.0,1212.3404165968723,4795.571428571428,1161.9852060364708,1.0
2022-09-08,Huamak,Train,5632.0,109.0,-0.900968867902419,5435.0,1239.8415029272671,4830.857142857143,1182.5736662848858,1.0
2022-09-09,Huamak,Train,5669.0,37.0,-0.9009688679024191,6002.0,1265.5172102835272,4879.857142857143,1211.4736795285635,1.0
2022-09-10,Huamak,Train,3369.0,-2300.0,-0.2225209339563146,3752.0,1245.675414421923,4865.142857142857,1199.397269266447,0.0
2022-09-11,Huamak,Train,2436.0,-933.0,0.6234898018587334,2709.0,1314.8128963396064,4856.428571428572,1211.7205201892139,0.0
2022-09-12,Huamak,Train,5176.0,2740.0,1.0,5376.0,1424.533942165277,4799.0,1327.3365561655166,1.0
2022-09-13,Huamak,Train,5456.0,280.0,0.6234898018587336,5722.0,1410.844664258493,4774.0,1316.8133251654672,1.0
2022-09-14,Huamak,Train,5230.0,-226.0,-0.22252093395631434,5755.0,1387.0466054586193,4751.571428571428,1301.3880867677226,1.0
2022-09-15,Huamak,Train,5144.0,-86.0,-0.900968867902419,5753.0,1334.622900191016,4709.714285714285,1276.9229569928011,1.0
2022-09-16,Huamak,Train,5303.0,159.0,-0.9009688679024191,5840.0,1292.4348376315934,4640.0,1230.661475250878,1.0
2022-09-17,Huamak,Train,2926.0,-2377.0,-0.2225209339563146,3372.0,1279.7705151426817,4587.714285714285,1186.6449503095857,0.0
2022-09-18,Huamak,Train,2686.0,-240.0,0.6234898018587334,2331.0,1285.4445960537557,4524.428571428572,1271.2691633616726,0.0
2022-09-19,Huamak,Train,5138.0,2452.0,1.0,5051.0,1208.9209277383707,4560.142857142857,1204.5821445037045,1.0
2022-09-20,Huamak,Train,5296.0,158.0,0.6234898018587336,5466.0,1240.0554327087436,4554.714285714285,1201.4256412398447,1.0
2022-09-21,Huamak,Train,5413.0,117.0,-0.22252093395631434,5140.0,1248.8129983155598,4531.857142857143,1182.798437121534,1.0
2022-09-22,Huamak,Train,5180.0,-233.0,-0.900968867902419,5377.0,1269.0799441965419,4558.0,1202.6566426041977,1.0
2022-09-23,Huamak,Train,5417.0,237.0,-0.9009688679024191,5755.0,1280.1430909602748,4563.142857142857,1205.653409092822,1.0
2022-09-24,Huamak,Train,2698.0,-2719.0,-0.2225209339563146,3338.0,1275.8799577807702,4579.428571428572,1218.0194110580858,0.0
2022-09-25,Huamak,Train,2643.0,-55.0,0.6234898018587334,2592.0,1376.0868085850898,4546.857142857143,1271.4787229274202,0.0
2022-09-26,Huamak,Train,5066.0,2423.0,1.0,5464.0,1389.904844293475,4540.714285714285,1282.0275236626442,1.0
2022-09-27,Huamak,Train,5185.0,119.0,0.6234898018587336,5551.0,1366.6208761202251,4530.428571428572,1276.7146453747157,1.0
2022-09-28,Huamak,Train,5012.0,-173.0,-0.22252093395631434,5434.0,1343.1937597347858,4514.571428571428,1266.2678570169448,1.0
2022-09-29,Huamak,Train,4889.0,-123.0,-0.900968867902419,5508.0,1328.8730098058538,4457.285714285715,1227.320620197471,1.0
2022-09-30,Huamak,Train,5197.0,308.0,-0.9009688679024191,5720.0,1292.976926837183,4415.714285714285,1203.457479415831,1.0
2022-10-01,Huamak,Train,3580.0,-1617.0,-0.2225209339563146,2860.0,1269.5731191081109,4384.285714285715,1175.4984353152377,0.0
2022-10-02,Huamak,Train,2708.0,-872.0,0.6234898018587334,2539.0,1120.223914691885,4510.285714285715,998.5792764866354,0.0
2022-10-03,Huamak,Train,5956.0,3248.0,1.0,5144.0,1038.2533180206772,4519.571428571428,978.4203011560453,1.0
2022-10-04,Huamak,Train,5247.0,-709.0,0.6234898018587336,5302.0,1086.3317260614328,4646.714285714285,1110.2119488766875,1.0
2022-10-05,Huamak,Train,5178.0,-69.0,-0.22252093395631434,5275.0,1090.5516734116477,4655.571428571428,1115.4569851474716,1.0
2022-10-06,Huamak,Train,5355.0,177.0,-0.900968867902419,5115.0,1100.0177054852095,4679.285714285715,1126.0120950039743,1.0
2022-10-07,Huamak,Train,5437.0,82.0,-0.9009688679024191,5554.0,1111.5438855590912,4745.857142857143,1153.9069038952598,1.0
2022-10-08,Huamak,Train,3423.0,-2014.0,-0.2225209339563146,3660.0,1107.3905836523522,4780.142857142857,1172.9540241872844,0.0
2022-10-09,Huamak,Train,2734.0,-689.0,0.6234898018587334,2804.0,1113.8346461874903,4757.714285714285,1200.8954595475439,0.0
2022-10-10,Huamak,Train,5300.0,2566.0,1.0,5614.0,1140.594978404647,4761.428571428572,1193.516772280259,1.0
2022-10-11,Huamak,Train,5042.0,-258.0,0.6234898018587336,5351.0,1124.4750944752982,4667.714285714285,1106.6823865779675,1.0
2022-10-12,Huamak,Train,5512.0,470.0,-0.22252093395631434,5387.0,1133.93598122813,4638.428571428572,1091.4050358968266,1.0
2022-10-13,Huamak,Train,2941.0,-2571.0,-0.900968867902419,5301.0,1154.6575868443144,4686.142857142857,1125.6881493219205,0.0
2022-10-14,Huamak,Train,3592.0,651.0,-0.9009688679024191,5516.0,1299.1637603437334,4341.285714285715,1249.5806915769404,0.0
2022-10-15,Huamak,Train,4351.0,759.0,-0.2225209339563146,3623.0,1239.6196229181771,4077.714285714286,1172.1249527085001,0.0
2022-10-16,Huamak,Train,3740.0,-611.0,0.6234898018587334,2715.0,1253.9664307802677,4210.285714285715,1137.7074483782012,0.0
2022-10-17,Huamak,Train,5401.0,1661.0,1.0,5471.0,1160.2542824743177,4354.0,971.5487635728841,1.0
