Date,Station_Name,Dataset_Type,Passenger_Departure_Scaled,pm25_filled_scaled,Is_Long_Holiday,day_sin,day_cos,Passenger_Arrival_Lag7_scaled,Passenger_Departure_Lag7_scaled,Passenger_Arrival_Roll_Mean_7_scaled,Passenger_Arrival_Roll_Std_7_scaled,Passenger_Departure_Roll_Mean_7_scaled,Passenger_Departure_Roll_Std_7_scaled,holiday_category_Weekday
2023-01-05,Banthapchang,Train,0.06790222974042234,0.0730147426350279,0,0.43388373911755823,-0.900968867902419,-0.2043484951350173,-0.3629020540438039,-1.3328316436371261,-0.32049351618851607,-1.4053634832274897,-0.18345139602050928,1.0
2023-01-06,Banthapchang,Train,-0.005198460963641639,-0.5861230091422218,0,-0.433883739117558,-0.9009688679024191,-0.8646932559603746,-0.9872321314711747,-1.1744265062323607,0.1589447483036109,-1.1973160871776571,0.4089015867258474,1.0
2023-01-07,Banthapchang,Train,-1.4126441538151269,-0.37797424542309027,0,-0.9749279121818236,-0.2225209339563146,-1.1392729222479316,-1.5222319619710443,-0.8342126730193272,0.5753774644212551,-0.8342144997321943,0.7765075620399062,0.0
2023-01-08,Banthapchang,Train,-0.3727610888699915,0.2117805851144489,0,-0.7818314824680299,0.6234898018587334,-1.7048683616078644,-1.5418649832737918,-0.7701608289676343,0.454784944937245,-0.6737628523069693,0.37189731394241854,0.0
2023-01-09,Banthapchang,Train,2.2073844168255623,0.9403012581314091,0,0.0,1.0,-1.600450742033723,-1.5870209322701112,-0.6511722109792959,0.0038752577850829097,-0.5969717733404634,0.09448550541538311,1.0
2023-01-10,Banthapchang,Train,0.19557104167428055,0.5933866519328566,0,0.7818314824680298,0.6234898018587336,-0.06222451293688035,0.02092351242490992,-0.03011567692422131,-0.47610678206854273,0.017356858391589857,-0.3739154904999744,1.0
2023-01-11,Banthapchang,Train,-0.07932873886072059,-0.5514315485223665,0,0.9749279121818236,-0.22252093395631434,0.3912186683619375,0.40376742782848635,0.219686514877383,-0.11073334956427232,0.2766800867225723,0.0734413175801963,1.0
2023-01-12,Banthapchang,Train,-0.014464745700776509,-0.1698254817039588,0,0.43388373911755823,-0.900968867902419,0.41732307325547285,0.46953804919269054,0.36922293541345214,0.1710196281452319,0.4216753827903215,0.32301225354563834,1.0
2023-01-13,Banthapchang,Train,-0.17302117342508427,-0.3085913241833798,0,-0.433883739117558,-0.9009688679024191,0.47049871285341527,0.465611444932141,0.4985583897486025,0.3607343314979241,0.5470435660231806,0.507042522419387,1.0
2023-01-14,Banthapchang,Train,-1.6679817776828434,-0.4473571666628008,0,-0.9749279121818236,-0.2225209339563146,-0.887897171421295,-0.8802321653712007,0.6123735895635348,0.5043915842185195,0.6324215068549517,0.5886088609947437,0.0
2023-01-15,Banthapchang,Train,-0.36555397851888655,-0.20451694232381407,0,-0.7818314824680299,0.6234898018587334,-1.2378895629568432,-1.2346081998857934,0.6214886596785834,0.4673874309792962,0.6569553978985639,0.4918434731101633,0.0
2023-01-16,Banthapchang,Train,1.9232183515534262,0.03832328201517265,0,0.0,1.0,0.836927211173782,0.8710333348338771,0.6483411635310247,0.3267414428929071,0.683206661315229,0.35342616656673975,1.0
2023-01-17,Banthapchang,Train,0.26043503483422464,0.35054642759386984,0,0.7818314824680298,0.6234898018587336,0.918140915287003,1.058528688275116,0.6320818492717484,0.30212313265676066,0.6417443854515246,0.2961654368040076,1.0
2023-01-18,Banthapchang,Train,-0.03917483833313616,-0.06575109984439309,0,0.9749279121818236,-0.22252093395631434,0.9780843635610472,0.9839232073246753,0.6308500830399849,0.29976057209590085,0.6157384609452952,0.23830057212011774,1.0
2023-01-19,Banthapchang,Train,-0.0927133723699154,-0.06575109984439309,0,0.43388373911755823,-0.900968867902419,0.9249087239631049,0.9711617434778894,0.61286629605624,0.2630936238074334,0.5993007539460751,0.2038355738281282,1.0
2023-01-20,Banthapchang,Train,0.0854052120216771,0.0730147426350279,0,-0.433883739117558,-0.9009688679024191,0.9171740854761313,0.8072260155999477,0.5983314545214332,0.23514103481623402,0.5642172897537092,0.13378133576917642,1.0
2023-01-21,Banthapchang,Train,-1.9974496794476386,-0.20451694232381407,0,-0.9749279121818236,-0.2225209339563146,-0.8521244684190428,-0.7820670588574632,0.5934043895943794,0.2253392009735468,0.5907138920808108,0.18320341475644766,0.0
2023-01-22,Banthapchang,Train,-0.30892668290306236,0.03832328201517265,0,-0.7818314824680299,0.6234898018587334,-1.13250511357183,-1.129571535916094,0.5549732831633635,0.3918519021260497,0.5387020430683527,0.4015945503368778,0.0
2023-01-23,Banthapchang,Train,2.2835738691086713,1.5300560886689483,0,0.0,1.0,0.7731164436562511,0.7051343048256606,0.5187593559495213,0.5737027167301085,0.5001838341298811,0.5935540838133507,1.0
2023-01-24,Banthapchang,Train,0.12452952535624655,1.1484500218505405,0,0.7818314824680298,0.6234898018587336,0.9133067662326446,0.954473675370554,0.5335405507306812,0.5977666333668015,0.5475342438440527,0.6685294725154077,1.0
