Date,Station_Name,Dataset_Type,Passenger_Arrival_Scaled,pm25_filled_scaled,rain_sum_scaled,temperature_max_scaled,Is_Long_Holiday,day_sin,day_cos,month_sin,month_cos,Passenger_Arrival_Lag7_scaled,Passenger_Departure_Lag7_scaled,Passenger_Arrival_Roll_Mean_7_scaled,Passenger_Arrival_Roll_Std_7_scaled,Passenger_Departure_Roll_Mean_7_scaled,Passenger_Departure_Roll_Std_7_scaled,holiday_category_National Holiday,holiday_category_Special Public Holiday,holiday_category_Weekday,holiday_category_Weekend
2022-02-20,Huamak,Train,-0.2906619734667477,-1.3840266033988924,-0.47983705918652264,-0.8083815895973496,0,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,-1.889198187096897,-1.9330800590630783,-1.9384469091527663,-1.6204648989194563,-1.9189315612361801,-1.416722846603043,0.0,0.0,0.0,1.0
2022-02-21,Huamak,Train,1.0390285909905939,-0.7248888516216427,0.12658313527690712,-1.5819141456902401,0,0.0,1.0,0.8660254037844386,0.5000000000000001,-1.048720672036854,-1.0392972250231587,-1.9581468745214832,-1.5073204061163201,-1.9215166142279205,-1.4022630968353587,0.0,0.0,1.0,0.0
2022-02-22,Huamak,Train,-0.06666392138970449,-0.1698254817039588,-0.6380336316552435,-1.678605715201853,0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,-1.0238854110941777,-1.0586836888878988,-1.9746278913005404,-1.564388889198523,-1.938836469272583,-1.4639070827361877,0.0,0.0,1.0,0.0
2022-02-23,Huamak,Train,0.008002095969309904,0.8709183368916985,-0.6248505839495168,-1.0501105133763782,0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,-1.867630723646678,-1.8809371562544668,-2.0064311033663778,-1.6799695256610347,-1.9606801670527911,-1.5400867713483648,0.0,0.0,1.0,0.0
2022-02-24,Huamak,Train,-0.07937303072740907,0.801535415651988,-0.6380336316552435,-1.3401852219112116,0,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,-1.148061715807559,-1.1155060829742063,-1.8703339569955686,-1.8822389866553866,-1.817726736609534,-1.7485763619749786,0.0,0.0,1.0,0.0
2022-02-25,Huamak,Train,0.11920680267422495,1.3219073249498168,-0.6380336316552435,-1.1951478676437957,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,-1.048720672036854,-1.047987708824594,-1.8884888270412488,-1.9187506656011715,-1.84577456156992,-1.8038581464320382,0.0,0.0,1.0,0.0
2022-02-26,Huamak,Train,-0.8188843303150942,1.4606731674292377,-0.6380336316552435,-1.1468020828879892,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,-1.7519506924136863,-1.7893528269624182,-1.9065149391433427,-1.9821857846853248,-1.8581828159302751,-1.8486440958167862,0.0,0.0,0.0,1.0
2022-02-27,Huamak,Train,-0.34229273015117256,0.6280781125527118,-0.6380336316552435,-0.08319481826026208,0,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,-1.9891927903660933,-1.9464500341422095,-1.9183606699532902,-1.9204078617262739,-1.8643869431104527,-1.8134321396253401,0.0,0.0,0.0,1.0
2022-02-28,Huamak,Train,1.0144046916487912,2.4320340647851846,-0.6380336316552435,0.30357145978618233,0,0.0,1.0,0.8660254037844386,0.5000000000000001,-1.1323762878437635,-1.1288760580533375,-1.9385756670963525,-1.7599045338490948,-1.878992492513787,-1.702521518685004,0.0,0.0,1.0,0.0
2022-03-01,Huamak,Train,-0.043628660715114946,0.9403012581314091,-0.5853014408323365,0.06184253600715371,0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,-1.1853146072215732,-1.1716599783065573,-1.962782160490593,-1.820987228003931,-1.9052307803799546,-1.7647068928848666,0.0,0.0,1.0,0.0
2022-03-02,Huamak,Train,0.02944871797668638,0.10770620325488314,-0.4930201068922494,-0.3249237420392924,0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,-1.1768183337411842,-1.1415775343785122,-1.9832546735208285,-1.8671997614995541,-1.9168635188427876,-1.7942475014180252,0.0,0.0,1.0,0.0
2022-03-03,Huamak,Train,0.0016475413004576136,-0.37797424542309027,-0.4271048683636157,0.4002630292977951,0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,-1.2402136050948576,-1.2605703125827796,-2.000250722074231,-1.9130308043817295,-1.9468501335469788,-1.8717934452471139,0.0,0.0,1.0,0.0
2022-03-04,Huamak,Train,0.09776018066684848,0.03832328201517265,-0.61166753624379,0.5936461683210174,0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,-1.1402190018256613,-1.1121635892044235,-2.0041134603818227,-1.9224925096656915,-1.9424555434610198,-1.8614169500658801,0.0,0.0,1.0,0.0
2022-03-05,Huamak,Train,-0.7879058763044393,0.2117805851144489,-0.5853014408323365,0.4486088140535981,0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,-1.8120781662749024,-1.821440767152333,-2.0114526631662466,-1.9495916184805062,-1.9606801670527911,-1.9283116063225123,0.0,0.0,0.0,1.0
2022-03-06,Huamak,Train,-0.3025767634708457,-0.06575109984439309,-0.6380336316552435,0.4486088140535981,0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,-2.091801631629256,-2.021990393339301,-2.0137703061508017,-1.938643596015078,-1.9650747571387503,-1.905015730006496,0.0,0.0,0.0,1.0
2022-03-07,Huamak,Train,0.9881921536397755,-0.3085913241833798,1.1680439040293191,0.2068798902745695,0,0.0,1.0,1.0,6.123233995736766e-17,-1.2552454735601617,-1.2645813051065191,-2.0096500519560374,-1.9722973885142006,-1.972312905515624,-1.8479501177016127,0.0,0.0,1.0,0.0
2022-03-08,Huamak,Train,0.018328247306194874,0.3158549669740146,0.20568142151126761,-1.1468020828879892,0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,-1.2892305674817186,-1.2318248661626476,-2.0097788098996237,-1.9726217573558644,-1.9644284938908152,-1.827315080414269,0.0,0.0,1.0,0.0
2022-03-09,Huamak,Train,0.06042717198734129,2.327959682925619,-0.6380336316552435,0.013496751251347302,0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,-1.2630881875420594,-1.296669245296434,-1.9998644482434718,-1.9493455704471179,-1.968047568079252,-1.836825907144115,0.0,0.0,1.0,0.0
2022-03-10,Huamak,Train,-0.12782651007740778,0.4546208094534356,-0.4930201068922494,0.06184253600715371,0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,-1.259820390049602,-1.2378413549482568,-1.9849285267874512,-1.9091613326517591,-1.9591291352577467,-1.817408510633692,0.0,0.0,1.0,0.0
