Date,Station_Name,Dataset_Type,Passenger_Departure_Filled,pm25_filled,rain_sum,temperature_max,Is_Long_Holiday,day_sin,day_cos,month_sin,month_cos,Passenger_Arrival_Lag7,Passenger_Departure_Lag7,Passenger_Arrival_Roll_Mean_7,Passenger_Arrival_Roll_Std_7,Passenger_Departure_Roll_Mean_7,Passenger_Departure_Roll_Std_7,holiday_category_Weekday,holiday_category_Weekend
2022-05-21,Ramkhamhaeng,Train,3051.0,39.0,8.8,29.6,0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,2654.0,2972.0,3532.1428571428573,1073.8506147770952,3780.4285714285716,1071.0013783282232,0.0,1.0
2022-05-22,Ramkhamhaeng,Train,2569.0,59.0,7.7,29.4,0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387,2347.0,2474.0,3539.5714285714284,1066.920936955634,3791.714285714286,1061.4362462069523,0.0,1.0
2022-05-23,Ramkhamhaeng,Train,4359.0,56.0,2.2,31.0,0,0.0,1.0,0.49999999999999994,-0.8660254037844387,2188.0,2508.0,3542.5714285714284,1063.0311781477944,3805.285714285714,1042.2133041890092,1.0,0.0
2022-05-24,Ramkhamhaeng,Train,4478.0,59.0,12.0,30.6,0,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,4313.0,4750.0,3830.285714285714,894.4958942118783,4069.714285714286,880.4774678710253,1.0,0.0
2022-05-25,Ramkhamhaeng,Train,4497.0,60.0,2.0,31.8,0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,4406.0,4492.0,3832.4285714285716,895.8619419573655,4030.8571428571427,850.9585631453962,1.0,0.0
2022-05-26,Ramkhamhaeng,Train,4568.0,58.0,0.9,31.3,0,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,4292.0,4611.0,3820.8571428571427,887.7046108872474,4031.5714285714284,851.4121323117378,1.0,0.0
2022-05-27,Ramkhamhaeng,Train,4925.0,73.0,7.2,32.0,0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,4525.0,4656.0,3831.8571428571427,894.963207543833,4025.4285714285716,846.6768090881077,1.0,0.0
2022-05-28,Ramkhamhaeng,Train,3412.0,73.0,2.1,31.9,0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,2706.0,3051.0,3863.8571428571427,927.2981233259414,4063.8571428571427,885.290993322051,0.0,1.0
2022-05-29,Ramkhamhaeng,Train,2912.0,92.0,6.8,32.2,0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387,2368.0,2569.0,3909.4285714285716,866.7757989897325,4115.428571428572,824.910269290517,0.0,1.0
2022-05-30,Ramkhamhaeng,Train,4764.0,73.0,5.2,31.7,0,0.0,1.0,0.49999999999999994,-0.8660254037844387,4202.0,4359.0,3959.4285714285716,767.4418234504527,4164.428571428572,721.4399621920176,1.0,0.0
