Date,Station_Name,Dataset_Type,Passenger_Departure_Scaled,temperature_max_scaled,day_sin,Passenger_Departure_Lag7_scaled,Passenger_Arrival_Roll_Mean_7_scaled,Passenger_Departure_Roll_Mean_7_scaled,Passenger_Departure_Roll_Std_7_scaled,holiday_category_Weekday
2024-10-10,Phayathai,Test,1.0964315841218675,-0.3329486228152499,0.43388373911755823,1.383328897681141,1.291271667369539,0.9781224101463935,0.9119811553749279,1.0
2024-10-11,Phayathai,Test,1.3708301265646972,0.08915073604612787,-0.433883739117558,1.6783244944524476,1.2696989185158447,0.9296558577201937,0.7248949337183154,1.0
2024-10-12,Phayathai,Test,0.14120458035673117,0.08915073604612787,-0.9749279121818236,0.3557718523574816,1.202151458990342,0.8769625710707779,0.3460190393455689,0.0
2024-10-13,Phayathai,Test,-0.6896595360072197,-0.09844897900337299,-0.7818314824680299,-0.4710699261206677,1.1557052128244647,0.8433177666539855,0.4985299865835383,0.0
2024-10-14,Phayathai,Test,-0.7166659539147158,0.46435016614513297,0.0,0.9286808955302637,1.0971169276862889,0.8110818736449311,0.8684675220674558,0.0
2024-10-15,Phayathai,Test,1.030749308470303,0.13605066480850392,0.7818314824680298,0.9947099767674937,0.7267257970944409,0.5341462473398746,1.8394539930100333,1.0
2024-10-16,Phayathai,Test,0.8753790523605113,-0.28604869405287386,0.9749279121818236,0.8961591092492399,0.6765072669760042,0.541247160834876,1.8676086191150587,1.0
2024-10-17,Phayathai,Test,1.03208295873734,0.04225080728375183,0.43388373911755823,1.1008164107954803,0.6381950080828308,0.5389929025824944,1.8607302835081376,1.0
2024-10-18,Phayathai,Test,1.3424900583901642,-0.1922488365281251,-0.433883739117558,1.371174290687223,0.5920434716007473,0.5281161065147545,1.8130422043096701,1.0
2024-10-19,Phayathai,Test,-0.1558660166257248,-0.7550479816766277,-0.9749279121818236,0.15965562599615657,0.6264066207310856,0.5233258077284441,1.7817567993456156,0.0
2024-10-20,Phayathai,Test,-0.7410050712881381,-1.2709471980627576,-0.7818314824680299,-0.6589735801888049,0.5778384648418934,0.47311220515664765,1.928160180938369,0.0
2024-10-21,Phayathai,Test,0.7043384056130366,-0.09844897900337299,0.0,-0.6855823144187335,0.5724158066600905,0.4644333108849792,1.9936307238219537,1.0
2024-10-22,Phayathai,Test,0.9197229237394862,0.08915073604612787,0.7818314824680298,1.0361013411251603,0.8747290002956074,0.7046245276762187,1.1247573773974409,1.0
2024-10-23,Phayathai,Test,-0.9383853108095903,-0.426748480340002,0.9749279121818236,0.8830189935801394,0.8861047940900416,0.6858578277251439,1.0636968004469123,0.0
2024-10-24,Phayathai,Test,0.9970746392276228,-0.379848551577626,0.43388373911755823,1.0374153526920704,0.5381115994665108,0.37927870540127123,2.123373116198624,1.0
2024-10-25,Phayathai,Test,1.329486968286555,0.18295059357087998,-0.433883739117558,1.3432515448903846,0.5099962956325976,0.37336127748877,2.095402121281777,1.0
2024-10-26,Phayathai,Test,0.006839315952769599,0.8864495250065108,-0.9749279121818236,-0.13304045053305721,0.4386176102177778,0.3711633756926986,2.0801877852267525,0.0
2024-10-27,Phayathai,Test,-0.4672733539788268,0.8864495250065108,-0.7818314824680299,-0.7095630255148418,0.4215833904945048,0.398665326371752,2.0080480056859047,0.0
2024-10-28,Phayathai,Test,1.0034094779960478,-0.6143481953895029,0.0,0.7144970101239254,0.43484532626521927,0.4449339770018803,1.700904984015133,1.0
2024-10-29,Phayathai,Test,1.027415182802711,-0.379848551577626,0.7818314824680298,0.9267098781798986,0.39564893832066506,0.4954857183115334,1.8685444322206983,1.0
2024-10-30,Phayathai,Test,1.235798037027217,-0.426748480340002,0.9749279121818236,-0.9040367374175294,0.3911693511270016,0.5136888536995131,1.9390138671758097,1.0
2024-10-31,Phayathai,Test,1.5292010957753217,0.3236503798580048,0.43388373911755823,1.0029225490606815,0.7609710623512619,0.8811893052939932,0.7151549825023302,1.0
2024-11-01,Phayathai,Test,1.5498726749143927,0.6050499524322578,-0.433883739117558,1.3304399321130116,0.8463189867779004,0.9711342095640115,1.0914408662873787,1.0
