Date,Station_Name,Dataset_Type,Passenger_Arrival_Filled,Passenger_Arrival_Diff,pm25_filled,rain_sum,temperature_max,Is_Long_Holiday,day_sin,day_cos,month_sin,month_cos,Passenger_Arrival_Lag7,Passenger_Departure_Lag7,Passenger_Arrival_Roll_Mean_7,Passenger_Arrival_Roll_Std_7,Passenger_Departure_Roll_Mean_7,Passenger_Departure_Roll_Std_7,holiday_category_National Holiday,holiday_category_Special Public Holiday,holiday_category_Weekday,holiday_category_Weekend
2022-02-01,Huamak,Train,2855.0,58.0,70.0,0.4,31.4,0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,2796.0,2776.0,2590.285714285714,479.84779332815975,2549.714285714286,477.78995185671164,0.0,0.0,1.0,0.0
2022-02-02,Huamak,Train,3099.0,244.0,60.0,1.9,30.5,0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,2912.0,2807.0,2598.714285714286,484.5584637191928,2566.1428571428573,488.7195612248504,0.0,0.0,1.0,0.0
2022-02-03,Huamak,Train,3125.0,26.0,74.0,0.8,31.8,0,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,2777.0,2728.0,2625.4285714285716,509.23532776862464,2610.0,526.2686259569989,0.0,0.0,1.0,0.0
2022-02-04,Huamak,Train,3191.0,66.0,78.0,0.6,32.1,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,2999.0,2994.0,2675.1428571428573,542.4052693240319,2644.4285714285716,542.8952806152276,0.0,0.0,1.0,0.0
2022-02-05,Huamak,Train,2303.0,-888.0,94.0,0.0,32.3,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,2157.0,2075.0,2702.5714285714284,565.8591865894009,2683.1428571428573,580.348868805489,0.0,0.0,0.0,1.0
2022-02-06,Huamak,Train,1773.0,-530.0,112.0,0.0,32.7,0,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,1694.0,1687.0,2723.4285714285716,544.6931420971063,2699.5714285714284,561.588775155766,0.0,0.0,0.0,1.0
2022-02-07,Huamak,Train,3178.0,1405.0,146.0,0.0,33.7,0,0.0,1.0,0.8660254037844386,0.5000000000000001,2797.0,2781.0,2734.714285714286,520.0710574161036,2710.714285714286,538.4461329559712,0.0,0.0,1.0,0.0
2022-02-08,Huamak,Train,3131.0,-47.0,144.0,0.1,33.9,0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,2855.0,2891.0,2789.1428571428573,546.9199906663455,2761.0,562.0246139331159,0.0,0.0,1.0,0.0
2022-02-09,Huamak,Train,3069.0,-62.0,88.0,1.3,33.2,0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,3099.0,3114.0,2828.5714285714284,562.1944672865593,2792.8571428571427,576.7487692723273,0.0,0.0,1.0,0.0
2022-02-10,Huamak,Train,3111.0,42.0,77.0,16.0,32.3,0,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,3125.0,2969.0,2824.285714285714,559.8990130031522,2778.4285714285716,568.5812334641555,0.0,0.0,1.0,0.0
2022-02-11,Huamak,Train,3186.0,75.0,69.0,17.8,31.2,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,3191.0,3265.0,2822.285714285714,558.669465273135,2789.0,573.3826529174632,0.0,0.0,1.0,0.0
2022-02-12,Huamak,Train,2173.0,-1013.0,80.0,5.4,29.7,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,2303.0,2190.0,2821.5714285714284,558.1224050758204,2768.714285714286,555.9834272966891,0.0,0.0,0.0,1.0
2022-02-13,Huamak,Train,1841.0,-332.0,95.0,1.3,31.4,0,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,1773.0,1765.0,2803.0,579.9882182711409,2757.285714285714,570.4947309969124,0.0,0.0,0.0,1.0
2022-02-14,Huamak,Train,3127.0,1286.0,71.0,18.5,30.1,0,0.0,1.0,0.8660254037844386,0.5000000000000001,3178.0,3133.0,2812.714285714286,560.0894911487246,2755.285714285714,574.5632295595551,0.0,0.0,1.0,0.0
2022-02-15,Huamak,Train,3165.0,38.0,83.0,8.8,28.5,0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,3131.0,3114.0,2805.4285714285716,554.8530908095868,2748.8571428571427,569.8653140791055,0.0,0.0,1.0,0.0
2022-02-16,Huamak,Train,1874.0,-1291.0,119.0,10.3,29.1,0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,3069.0,3013.0,2810.285714285714,558.3161333526947,2741.0,564.3441621327668,0.0,0.0,0.0,0.0
2022-02-17,Huamak,Train,2975.0,1101.0,119.0,9.3,29.0,0,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,3111.0,3043.0,2639.5714285714284,642.3908096952758,2571.8571428571427,641.4048197956917,0.0,0.0,1.0,0.0
