Date,Station_Name,Dataset_Type,Passenger_Arrival_Scaled,day_sin,Passenger_Arrival_Lag7_scaled,Passenger_Departure_Lag7_scaled,Passenger_Arrival_Roll_Mean_7_scaled,Passenger_Arrival_Roll_Std_7_scaled,Passenger_Departure_Roll_Mean_7_scaled,Passenger_Departure_Roll_Std_7_scaled,holiday_category_Weekday
2022-05-25,Phayathai,Train,-0.6178758769512409,0.9749279121818236,-0.7836467473599875,-0.6556885512715298,-1.1252298558647984,-0.6343603575532383,-1.1138292480635565,-0.6409671011264912,1.0
2022-05-26,Phayathai,Train,-0.6931247992322862,0.43388373911755823,-0.674595217127619,-0.6422199327107018,-1.0912793002917704,-0.5487522484632097,-1.1094898009277223,-0.6252322952623216,1.0
2022-05-27,Phayathai,Train,-0.2237639415340768,-0.433883739117558,-0.3958703432728386,-0.3705480412520489,-1.0892163325052149,-0.5435700537488933,-1.1125330495684376,-0.6359111210220727,1.0
2022-05-28,Phayathai,Train,-1.0322603530742576,-0.9749279121818236,-1.418651775886978,-1.4434384856341052,-1.0551478930586706,-0.3260907601957743,-1.0600651887442603,-0.19749172675382368,0.0
2022-05-29,Phayathai,Train,-1.2889313345534392,-0.7818314824680299,-1.7122781010778585,-1.6388977062119752,-0.9817651817940538,-0.6433076771814404,-1.001172691900796,-0.49773903054572366,0.0
2022-05-30,Phayathai,Train,-0.4983022470251964,0.0,-0.6993180795716032,-0.8347226272630243,-0.9013094381183899,-1.4567654069320644,-0.9567638043288819,-0.9234961889800445,1.0
2022-05-31,Phayathai,Train,-0.41686848181694186,0.7818314824680298,-0.7152355389533465,-0.8426066966644845,-0.8615236308062479,-1.371038042551214,-0.9171452155432788,-0.8934129040000035,1.0
2022-06-01,Phayathai,Train,-0.33955794522682686,0.9749279121818236,-0.588573202596496,-0.6303938286085113,-0.8049983134546277,-1.2616071074019923,-0.8625358093793387,-0.8551949210625271,1.0
2022-06-02,Phayathai,Train,-0.014853691548343756,0.43388373911755823,-0.6627417899284486,-0.6599590888639875,-0.7572553446800584,-1.1321415481818058,-0.830130847001356,-0.781870277016363,1.0
2022-06-03,Phayathai,Train,-1.4789434533726997,-0.433883739117558,-0.20011945981225165,-0.06471184905373457,-0.640903961518329,-0.7617551362629311,-0.7424965574400287,-0.5009752041165948,0.0
2022-06-04,Phayathai,Train,-1.609512359613783,-0.9749279121818236,-0.9970084369450564,-1.1001529637788545,-0.856218856497963,-0.2374551331902934,-0.9563693091347151,-0.5284539566248673,0.0
2022-06-05,Phayathai,Train,-1.609512359613783,-0.7818314824680299,-1.2499944403102095,-1.3800374275306952,-0.9552413102526264,0.2853872941568941,-1.0133456864636556,-0.21330454692699705,0.0
2022-06-06,Phayathai,Train,-0.30554130912717625,0.0,-0.4707162693018866,-0.6037850943785829,-1.0102341372485195,0.5748039111819123,-1.0319433170458023,-0.08837084860320628,1.0
2022-06-07,Phayathai,Train,-0.36223570262659394,0.7818314824680298,-0.39045163369607494,-0.5242873945805248,-0.9771677107268731,0.6912848662820085,-1.0168961432111565,-0.041096983549500664,1.0
2022-06-08,Phayathai,Train,-0.4075912174261281,0.9749279121818236,-0.3142510302728361,-0.4415046658651916,-0.9677959427822351,0.7233053243158465,-0.9993692852988906,0.027012494012711538,1.0
2022-06-09,Phayathai,Train,-0.5251032330431029,0.43388373911755823,0.005791504104767164,-0.14913709222770533,-0.9794664462604631,0.6818179016717456,-0.9919865895223419,0.058691466979824226,1.0
2022-06-10,Phayathai,Train,-0.12515005708357452,-0.433883739117558,-1.4372785900571032,-1.311380323159645,-1.0669952223471744,0.24448711944204676,-1.0417493404436615,-0.24293067349127712,1.0
2022-06-11,Phayathai,Train,-1.144274730533713,-0.9749279121818236,-1.56597294250524,-1.4322693873153698,-0.834763991517786,0.2466238329734661,-0.80544671913778,0.11575324962412471,0.0
2022-06-12,Phayathai,Train,-1.5040264274663815,-0.7818314824680299,-1.56597294250524,-1.4884433818007743,-0.7549566091464677,-0.2949602467942706,-0.7233917187510965,-0.4106346691219381,0.0
2022-06-13,Phayathai,Train,-0.36257930501143887,0.0,-0.280722764766611,-0.5160748222873369,-0.736861434561538,-0.475697863978143,-0.736522773071218,-0.2641559652409879,1.0
2022-06-14,Phayathai,Train,-0.40690401265643816,0.7818314824680298,-0.33660320727698617,-0.42212299525326835,-0.7466457960634871,-0.5080200820821178,-0.7222645896249057,-0.2435092031785609,1.0
2022-06-15,Phayathai,Train,-0.41927369851085655,0.9749279121818236,-0.3813075612852863,-0.39847078704888744,-0.7543082478421221,-0.5298244617047865,-0.7241243526831206,-0.24710344693725583,1.0
