Date,Station_Name,Dataset_Type,Passenger_Departure_Scaled,pm25_filled_scaled,rain_sum_scaled,temperature_max_scaled,Is_Long_Holiday,day_sin,day_cos,month_sin,month_cos,Passenger_Arrival_Lag7_scaled,Passenger_Departure_Lag7_scaled,Passenger_Arrival_Roll_Mean_7_scaled,Passenger_Arrival_Roll_Std_7_scaled,Passenger_Departure_Roll_Mean_7_scaled,Passenger_Departure_Roll_Std_7_scaled,holiday_category_Compensatory Holiday,holiday_category_National Holiday,holiday_category_Religious Holiday,holiday_category_Weekday,holiday_category_Weekend
2022-01-23,Suvarnabhumi,Train,-0.4505545105223375,-0.5514315485223665,-0.5942293495454143,-0.8410977005866175,0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,-2.2351064249322032,-2.3726468370197518,-2.3380946531431825,-2.2467450682510464,-2.3189598235793,-1.529666191083513,0.0,0.0,0.0,0.0,1.0
2022-01-24,Suvarnabhumi,Train,0.7554012777127812,-0.20451694232381407,-0.527524940984618,-0.5866484423925271,0,0.0,1.0,0.49999999999999994,0.8660254037844387,-2.213220032164851,-2.280987895061491,-2.3518503627383875,-2.1308914242556156,-2.3169926089587856,-1.5619118540910664,0.0,0.0,0.0,1.0,0.0
2022-01-25,Suvarnabhumi,Train,-0.06577962599879811,0.0730147426350279,-0.6609337581062107,-0.2304194809208009,0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,-2.2083563893276614,-2.2745556886082796,-2.3408871656173975,-2.003031325496348,-2.2915380440206183,-1.5184447464647126,0.0,0.0,0.0,1.0,0.0
2022-01-26,Suvarnabhumi,Train,0.12845178535813234,0.03832328201517265,-0.6075702312575736,-0.5866484423925271,0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,-2.2437915014271845,-2.2717415982849993,-2.339801188544092,-1.9973923815714416,-2.269779458066447,-1.552764953090436,0.0,0.0,0.0,1.0,0.0
2022-01-27,Suvarnabhumi,Train,0.07927927615384615,0.24647204573430412,-0.5942293495454143,-0.07774992600434448,0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,-2.284437659423696,-2.1270169530877454,-2.335043574699134,-1.9923522008670398,-2.241761552865186,-1.598541543250475,0.0,0.0,0.0,1.0,0.0
2022-01-28,Suvarnabhumi,Train,0.40750577509245645,0.10770620325488314,-0.474161414135981,-0.12863977764316328,0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,-2.15833034871657,-2.027719765966296,-2.315444274185665,-1.9794329458281847,-2.2309120661702293,-1.5300088009870882,0.0,0.0,0.0,1.0,0.0
2022-01-29,Suvarnabhumi,Train,-0.6976463692738757,0.2117805851144489,-0.5808884678332551,-0.0268600743655293,0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,-2.302850021593056,-2.215057778916075,-2.2863297459822807,-1.5013850395027262,-2.2145782235635365,-1.2626460626113654,0.0,0.0,0.0,0.0,1.0
2022-01-30,Suvarnabhumi,Train,-0.23665409548369262,-0.06575109984439309,-0.6609337581062107,0.5838181453002891,0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,-2.3275156388388023,-2.359380411210003,-2.2773316502320338,-1.5826692952902088,-2.203847961997096,-1.3249504682546045,0.0,0.0,0.0,0.0,1.0
2022-01-31,Suvarnabhumi,Train,0.20958642554520454,-0.13513402108410358,-0.5675475861210958,-0.3321991841984367,0,0.0,1.0,0.49999999999999994,0.8660254037844387,-2.1395705834874112,-2.1093283853414144,-2.2575254969426974,-1.79083327374436,-2.1827451142497627,-1.774875913152532,0.0,0.0,0.0,1.0,0.0
2022-02-01,Suvarnabhumi,Train,-0.24034203367401408,-0.34328278480323504,-0.5141840592724588,-0.5866484423925271,0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,-2.2010609250718773,-2.127820978894397,-2.251837045606335,-1.766620730790403,-2.188110245032983,-1.75133214364931,0.0,0.0,0.0,1.0,0.0
2022-02-02,Suvarnabhumi,Train,0.39398333506127775,-0.6901973910017875,-0.26070730674143283,-1.1973266620583436,0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,-2.2118304199256538,-2.0827955337219177,-2.224377339609892,-1.6701450506438116,-2.20194035994084,-1.6270484794995763,0.0,0.0,0.0,1.0,0.0
2022-02-03,Suvarnabhumi,Train,0.25384168382906214,-0.20451694232381407,-0.5542067044089366,-0.3830890358372537,0,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,-2.1527718997597822,-2.053850604682467,-2.2047780390964236,-1.7357712233530813,-2.202894160968968,-1.6300857287624546,0.0,0.0,0.0,1.0,0.0
2022-02-04,Suvarnabhumi,Train,0.40750577509245645,-0.06575109984439309,-0.4074570055751847,-0.07774992600434448,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,-1.9627424260495958,-1.9175682304550528,-2.1893157941003096,-1.7376690830100892,-2.19538297787246,-1.5581456425813847,0.0,0.0,0.0,1.0,0.0
2022-02-05,Suvarnabhumi,Train,-1.1119247593199868,0.48931227007329087,-0.6609337581062107,-0.07774992600434448,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,-2.2424018891879873,-2.142695456317448,-2.170699044272213,-1.393991512202996,-2.187871794775951,-1.3871764998118603,0.0,0.0,0.0,0.0,1.0
2022-02-06,Suvarnabhumi,Train,0.5304370481031719,1.1137585612306853,-0.6609337581062107,0.1766993321897459,0,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,-2.1944602669356916,-2.2170678434327034,-2.1511514569527113,-1.6018759952970751,-2.2004500458343896,-1.2862635649395282,0.0,0.0,0.0,0.0,1.0
2022-02-07,Suvarnabhumi,Train,0.5501060517848864,2.2932682223057634,-0.6609337581062107,0.7364877002167418,0,0.0,1.0,0.8660254037844386,0.5000000000000001,-2.101356246909494,-2.145509546640728,-2.1366717626419693,-1.7585796619372864,-2.1758300567958346,-1.3731495180113704,0.0,0.0,0.0,1.0,0.0
2022-02-08,Suvarnabhumi,Train,-0.6460152346093752,2.223885301066053,-0.6609337581062107,0.8382674034943794,0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,-2.0165899003184786,-2.2210879724659605,-2.127828806473624,-1.795507958554933,-2.134697387457812,-1.1421943480239543,0.0,0.0,0.0,1.0,0.0
2022-02-09,Suvarnabhumi,Train,0.2870331275419553,0.2811635063541594,-0.3274117153022291,0.07491962891210831,0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,-2.0801646602617403,-2.089227740175129,-2.132431280736681,-1.797537909255159,-2.1132368643249313,-1.368491936394848,0.0,0.0,0.0,1.0,0.0
2022-02-10,Suvarnabhumi,Train,0.4271747787741709,-0.10044256046424833,1.3401984987176785,-0.0268600743655293,0,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,-2.0488983848798084,-2.003196978863428,-2.1351203668229615,-1.7807954866143059,-2.0969626342824967,-1.3952775678430303,0.0,0.0,0.0,1.0,0.0
2022-02-11,Suvarnabhumi,Train,0.5218318589924218,-0.37797424542309027,1.4602664341271119,-0.2304194809208009,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,-1.8376773245218678,-1.8669146046360139,-2.128449364801227,-1.7720699114582752,-2.0722830326796835,-1.207948238498294,0.0,0.0,0.0,1.0,0.0
2022-02-12,Suvarnabhumi,Train,-0.7271498747964474,0.0036318213953174055,0.21956443489630048,-1.1973266620583436,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,-2.1110835325838733,-2.2275201789191716,-2.1072469552747837,-1.2472947864153143,-2.0420594626008755,-0.7125321641631532,0.0,0.0,0.0,0.0,1.0
2022-02-13,Suvarnabhumi,Train,-0.1333918261546916,0.5240037306931461,-0.3140708335900699,-0.5866484423925271,0,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,-2.0971874101919035,-2.051036514359187,-2.109108630257593,-1.2321762573807085,-1.993177159909313,-1.2112923457099973,0.0,0.0,0.0,0.0,1.0
2022-02-14,Suvarnabhumi,Train,0.16164322907102552,-0.3085913241833798,2.607582261372808,-1.1973266620583436,0,0.0,1.0,0.8660254037844386,0.5000000000000001,-2.0419503236838237,-1.868120643345991,-2.1111254448223034,-1.2183571109173594,-1.9764856419170724,-1.3588355216441792,0.0,0.0,0.0,1.0,0.0
2022-02-15,Suvarnabhumi,Train,0.24277786925809772,0.10770620325488314,0.25958708003277836,-2.0115642882794336,0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,-2.0475087726406116,-2.0763633272687065,-2.1057989858437094,-1.222211294010836,-1.9786316942303608,-1.3631482988533834,0.0,0.0,0.0,1.0,0.0
2022-02-16,Suvarnabhumi,Train,-0.6976463692738757,1.356598785569672,1.3135167352933599,-1.1973266620583436,0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,-2.098229619371301,-1.9794782175672114,-2.0943186567830496,-1.2242141610433641,-1.9376778625851123,-1.6438726286823722,0.0,0.0,1.0,0.0,0.0
2022-02-17,Suvarnabhumi,Train,0.300555567573134,1.356598785569672,-0.03391231763472539,-1.858894733362979,0,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,-2.004083390165706,-1.8367636368865858,-2.082114343006853,-1.2844447965038595,-1.944473694910525,-1.529284453195627,0.0,0.0,0.0,1.0,0.0
2022-02-18,Suvarnabhumi,Train,0.38414883322042054,-0.620814469762077,-0.11395760790768102,-1.1973266620583436,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,-1.6952420700041777,-1.663094062649881,-2.0601362355709054,-1.199807084676151,-1.9574096213545116,-1.5137048009450595,0.0,0.0,0.0,1.0,0.0
2022-02-19,Suvarnabhumi,Train,-0.8144310786340554,-1.1411863790599057,0.4196776605786894,-0.9937672555030721,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,-2.123590042736646,-1.8978695981920932,-2.0857342665845384,-1.6614356668699224,-1.9770221549953946,-1.9185281507607013,0.0,0.0,0.0,0.0,1.0
2022-02-20,Suvarnabhumi,Train,-0.047339935047190786,-1.3840266033988924,-0.4074570055751847,-0.7393179973089816,0,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,-2.110736129524074,-1.9384729014279893,-2.055533761307848,-1.8171680288527166,-2.0008671806985956,-1.6743401557700481,0.0,0.0,0.0,0.0,1.0
2022-02-21,Suvarnabhumi,Train,0.316536633064527,-0.7248888516216427,0.006110327501752373,-1.6044454751688886,0,0.0,1.0,0.8660254037844386,0.5000000000000001,-2.006167808524501,-1.8825931078657163,-2.0461219600058658,-1.9745575420517063,-2.020539326903737,-1.4938413544302644,0.0,0.0,0.0,1.0,0.0
2022-02-22,Suvarnabhumi,Train,-0.16535395713747764,-0.1698254817039588,-0.6609337581062107,-1.7062251784465243,0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,-1.970385293365179,-1.8001804626839466,-2.0277120629536367,-1.9695096658247815,-2.0327002900123694,-1.5196179269756884,0.0,0.0,0.0,1.0,0.0
2022-02-23,Suvarnabhumi,Train,0.13951559992909673,0.8709183368916985,-0.6609337581062107,-1.2991063653359793,0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,-2.016242497258679,-2.025307688546342,-2.0336590802598344,-1.9250861835940272,-2.064652624454659,-1.7390053112254926,0.0,0.0,0.0,1.0,0.0
2022-02-24,Suvarnabhumi,Train,0.22679680376670472,0.801535415651988,-0.6609337581062107,-1.451775920252434,0,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,-1.8564370897510272,-1.924000436908264,-2.0477767822128077,-1.7183428269102419,-2.0560088026372485,-1.7638651828036935,0.0,0.0,0.0,1.0,0.0
2022-02-25,Suvarnabhumi,Train,0.26490549840002653,1.3219073249498168,-0.6609337581062107,-1.1973266620583436,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,-1.8672065846048036,-1.7953563078440382,-2.0879579339251166,-1.6482967163587672,-2.0509417346753183,-1.721633085708218,0.0,0.0,0.0,1.0,0.0
2022-02-26,Suvarnabhumi,Train,-0.5722564708029458,1.4606731674292377,-0.6609337581062107,-1.1464368104195248,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,-1.9207066558138872,-2.0586747595223756,-2.093232679709744,-1.7146872209277868,-2.051657085446414,-1.7377713170073608,0.0,0.0,0.0,0.0,1.0
2022-02-27,Suvarnabhumi,Train,-0.26738691373637147,0.6280781125527118,-0.6609337581062107,-0.07774992600434448,0,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,-2.0475087726406116,-2.071137159525472,-2.118727284335443,-1.732634969355279,-2.040628761058684,-1.830978766783862,0.0,0.0,0.0,0.0,1.0
2022-02-28,Suvarnabhumi,Train,0.39644196052149205,2.4320340647851846,-0.6609337581062107,0.4820384420226515,0,0.0,1.0,0.8660254037844386,0.5000000000000001,-1.8824923192359704,-1.9646037401441603,-2.12131294403379,-1.7234794780204097,-2.040271085673136,-1.8369969307015122,0.0,0.0,0.0,1.0,0.0
2022-03-01,Suvarnabhumi,Train,-0.27722141557722874,0.9403012581314091,-0.46082053242382176,0.22758918382856108,0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,-2.0103366452420923,-2.015659378866525,-2.1183652919776743,-1.672294267755538,-2.0360385936108174,-1.8348761269430869,0.0,0.0,0.0,1.0,0.0
2022-03-02,Suvarnabhumi,Train,0.12599315989791804,0.10770620325488314,-0.3941161238630254,-0.3830890358372537,0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,-2.1110835325838733,-1.9670158175641146,-2.1337758237798212,-1.6215809409566728,-2.0372308448959777,-1.8230701596327186,0.0,0.0,0.0,1.0,0.0
