Date,Station_Name,Dataset_Type,Passenger_Departure_Filled,Passenger_Departure_Diff,pm25_filled,rain_sum,temperature_max,Is_Long_Holiday,day_sin,day_cos,month_sin,month_cos,Passenger_Arrival_Lag7,Passenger_Departure_Lag7,Passenger_Arrival_Roll_Mean_7,Passenger_Arrival_Roll_Std_7,Passenger_Departure_Roll_Mean_7,Passenger_Departure_Roll_Std_7,holiday_category_Compensatory Holiday,holiday_category_National Holiday,holiday_category_Religious Holiday,holiday_category_Weekday,holiday_category_Weekend
2023-12-07,Suvarnabhumi,Train,11779.0,913.0,58.0,19.3,31.4,0,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,13157.0,11708.0,12413.57142857143,984.8693411044922,10901.142857142857,872.0484368373851,0.0,0.0,0.0,1.0,0.0
2023-12-08,Suvarnabhumi,Train,12328.0,549.0,64.0,0.0,31.6,0,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,13816.0,12119.0,12554.714285714286,1163.7235803353583,10911.285714285714,883.3369901092611,0.0,0.0,0.0,1.0,0.0
2023-12-09,Suvarnabhumi,Train,11515.0,-813.0,110.0,0.0,32.2,1,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,12213.0,10621.0,12684.285714285714,1361.2871010292217,10941.142857142857,933.0926050097389,0.0,0.0,0.0,0.0,1.0
2023-12-10,Suvarnabhumi,Train,10464.0,-1051.0,145.0,0.0,33.5,1,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,11264.0,10391.0,12833.714285714286,1358.3384107413017,11068.857142857143,943.0990454474347,0.0,1.0,0.0,0.0,0.0
2023-12-11,Suvarnabhumi,Train,10630.0,166.0,111.0,0.0,32.7,1,0.0,1.0,-2.4492935982947064e-16,1.0,12080.0,11129.0,12915.57142857143,1261.8129625189772,11079.285714285714,934.7205846821951,1.0,0.0,0.0,0.0,0.0
2023-12-12,Suvarnabhumi,Train,11793.0,1163.0,131.0,0.1,34.0,0,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,11255.0,9474.0,12954.142857142857,1235.8741074736433,11008.0,949.2128317717013,0.0,0.0,0.0,1.0,0.0
2023-12-13,Suvarnabhumi,Train,11389.0,-404.0,111.0,0.1,32.5,0,0.9749279121818236,-0.22252093395631434,-2.4492935982947064e-16,1.0,13110.0,10866.0,13301.285714285714,997.3145131277265,11339.285714285714,695.3233574594117,0.0,0.0,0.0,1.0,0.0
2023-12-14,Suvarnabhumi,Train,11547.0,158.0,80.0,0.0,32.6,0,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,14145.0,11779.0,13266.0,1009.5053244039663,11414.0,663.3556110162369,0.0,0.0,0.0,1.0,0.0
2023-12-15,Suvarnabhumi,Train,11709.0,162.0,111.0,0.0,33.3,0,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,14723.0,12328.0,13109.285714285714,932.5210836375408,11380.857142857143,647.6906227954831,0.0,0.0,0.0,1.0,0.0
2023-12-16,Suvarnabhumi,Train,10317.0,-1392.0,116.0,0.0,33.2,0,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,13259.0,11515.0,12988.142857142857,718.4577066121857,11292.42857142857,528.0277319557587,0.0,0.0,0.0,0.0,1.0
2023-12-17,Suvarnabhumi,Train,10262.0,-55.0,101.0,0.4,32.5,0,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,11837.0,10464.0,12848.142857142857,751.5992789980875,11121.285714285714,628.4602120224424,0.0,0.0,0.0,0.0,1.0
2023-12-18,Suvarnabhumi,Train,11378.0,1116.0,74.0,0.1,31.9,0,0.0,1.0,-2.4492935982947064e-16,1.0,12350.0,10630.0,12750.42857142857,928.5895859030459,11092.42857142857,667.1196437279252,0.0,0.0,0.0,1.0,0.0
2023-12-19,Suvarnabhumi,Train,11560.0,182.0,96.0,0.0,32.5,0,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,13685.0,11793.0,12806.57142857143,912.0781869157868,11199.285714285714,640.061641376798,0.0,0.0,0.0,1.0,0.0
2023-12-20,Suvarnabhumi,Train,11287.0,-273.0,91.0,0.0,32.6,0,0.9749279121818236,-0.22252093395631434,-2.4492935982947064e-16,1.0,12863.0,11389.0,12689.857142857143,829.467786911452,11166.0,609.3625084190217,0.0,0.0,0.0,1.0,0.0
2023-12-21,Suvarnabhumi,Train,11564.0,277.0,67.0,0.0,31.0,0,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,13048.0,11547.0,12740.0,851.9827854285778,11151.42857142857,604.340096618624,0.0,0.0,0.0,1.0,0.0
2023-12-22,Suvarnabhumi,Train,11892.0,328.0,76.0,0.0,27.6,0,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,13875.0,11709.0,12859.142857142857,954.3918532362784,11153.857142857143,606.2258733540372,0.0,0.0,0.0,1.0,0.0
2023-12-23,Suvarnabhumi,Train,10078.0,-1814.0,96.0,0.0,27.1,0,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,12279.0,10317.0,12993.857142857143,1164.996627830788,11180.0,637.305002857127,0.0,0.0,0.0,0.0,1.0
2023-12-24,Suvarnabhumi,Train,10519.0,441.0,105.0,0.0,25.3,0,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,11153.0,10262.0,13045.714285714286,1135.5807199087765,11145.857142857143,695.0324761169067,0.0,0.0,0.0,0.0,1.0
2023-12-25,Suvarnabhumi,Train,11927.0,1408.0,115.0,0.0,27.5,0,0.0,1.0,-2.4492935982947064e-16,1.0,12743.0,11378.0,13164.142857142857,929.8929021794768,11182.57142857143,645.5916813649902,0.0,0.0,0.0,1.0,0.0
2023-12-26,Suvarnabhumi,Train,11899.0,-28.0,131.0,0.0,28.3,0,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,12868.0,11560.0,13171.0,926.4403200782158,11261.0,703.9952651356331,0.0,0.0,0.0,1.0,0.0
2023-12-27,Suvarnabhumi,Train,11428.0,-471.0,125.0,0.0,30.6,0,0.9749279121818236,-0.22252093395631434,-2.4492935982947064e-16,1.0,13214.0,11287.0,13121.285714285714,954.3271127318974,11309.42857142857,738.7919998535965,0.0,0.0,0.0,1.0,0.0
2023-12-28,Suvarnabhumi,Train,11752.0,324.0,121.0,0.0,31.9,0,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,13882.0,11564.0,13087.0,954.7521493385754,11329.57142857143,739.9997425997368,0.0,0.0,0.0,1.0,0.0
2023-12-29,Suvarnabhumi,Train,10839.0,-913.0,117.0,0.0,32.1,1,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,14818.0,11892.0,13104.142857142857,972.3213509554193,11356.42857142857,753.2195025672643,1.0,0.0,0.0,0.0,0.0
2023-12-30,Suvarnabhumi,Train,10497.0,-342.0,124.0,0.0,32.9,1,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,12642.0,10078.0,12904.285714285714,652.5183814232404,11206.0,733.3180301433952,0.0,0.0,0.0,0.0,1.0
2023-12-31,Suvarnabhumi,Train,9700.0,-797.0,118.0,0.0,33.1,1,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,11982.0,10519.0,12959.42857142857,642.8980886430744,11265.857142857143,636.6250672024571,0.0,1.0,0.0,0.0,0.0
2024-01-01,Suvarnabhumi,Train,11131.0,1431.0,98.0,0.0,33.6,1,0.0,1.0,0.49999999999999994,0.8660254037844387,12791.0,11927.0,13026.0,540.844709690281,11148.857142857143,839.6466376938164,0.0,1.0,0.0,0.0,0.0
2024-01-02,Suvarnabhumi,Train,10646.0,-485.0,101.0,0.0,33.2,0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,12520.0,11899.0,13015.57142857143,546.8021754232361,11035.142857142857,767.4997130448079,0.0,0.0,0.0,1.0,0.0
2024-01-03,Suvarnabhumi,Train,11226.0,580.0,85.0,0.0,33.3,0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,12974.0,11428.0,12980.857142857143,589.5502321180454,10856.142857142857,672.7098008729514,0.0,0.0,0.0,1.0,0.0
2024-01-04,Suvarnabhumi,Train,10963.0,-263.0,100.0,0.0,32.5,0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,14002.0,11752.0,12911.57142857143,618.289268099961,10827.285714285714,647.9680327212297,0.0,0.0,0.0,1.0,0.0
2024-01-05,Suvarnabhumi,Train,10747.0,-216.0,97.0,0.0,33.0,0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,13419.0,10839.0,12750.857142857143,392.65057772839907,10714.57142857143,515.358405106905,0.0,0.0,0.0,1.0,0.0
2024-01-06,Suvarnabhumi,Train,9428.0,-1319.0,108.0,0.0,33.0,0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,13028.0,10497.0,12775.285714285714,443.2109032524736,10701.42857142857,512.8231849747688,0.0,0.0,0.0,0.0,1.0
2024-01-07,Suvarnabhumi,Train,9425.0,-3.0,108.0,0.0,33.1,0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,12448.0,9700.0,12601.57142857143,552.4843458243181,10548.714285714286,706.4587070465964,0.0,0.0,0.0,0.0,1.0
2024-01-08,Suvarnabhumi,Train,10907.0,1482.0,116.0,0.0,33.3,0,0.0,1.0,0.49999999999999994,0.8660254037844387,12718.0,11131.0,12454.142857142857,714.2925237770477,10509.42857142857,766.6069956074813,0.0,0.0,0.0,1.0,0.0
2024-01-09,Suvarnabhumi,Train,10996.0,89.0,160.0,0.0,34.2,0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,12277.0,10646.0,12432.857142857143,707.3050799976282,10477.42857142857,740.5697935020451,0.0,0.0,0.0,1.0,0.0
2024-01-10,Suvarnabhumi,Train,10958.666666666666,-37.33333333333394,130.0,0.0,34.0,0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,12489.0,11226.0,12519.857142857143,722.2357483470682,10527.42857142857,765.2517792951083,0.0,0.0,0.0,1.0,0.0
2024-01-11,Suvarnabhumi,Train,10921.333333333334,-37.33333333333212,108.0,1.2,32.7,0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,12877.0,10963.0,12632.57142857143,776.1704832365054,10489.238095238095,730.4583470845134,0.0,0.0,0.0,1.0,0.0
