Date,Station_Name,Dataset_Type,Passenger_Departure_Scaled,Passenger_Arrival_Lag7_scaled,Passenger_Arrival_Roll_Mean_7_scaled,Passenger_Departure_Roll_Mean_7_scaled,Passenger_Departure_Roll_Std_7_scaled,holiday_category_Weekday
2022-02-18,Banthapchang,Train,-0.7008049827662249,-0.6505737094133914,-2.006659632084544,-1.985175642047602,-1.5907374950597164,1.0
2022-02-19,Banthapchang,Train,-1.5785359730595716,-1.55396586299544,-2.006413942010104,-1.9824836306733484,-1.5835700934253552,0.0
2022-02-20,Banthapchang,Train,-1.8478509689614495,-1.820350728795275,-2.0172243052854575,-1.9839520005138505,-1.579758798564287,0.0
2022-02-21,Banthapchang,Train,-0.7489671535661958,-0.6727724482300443,-2.023120867072014,-1.9952095026243652,-1.5342613246541097,1.0
2022-02-22,Banthapchang,Train,-0.8305479734926771,-0.6911105368177141,-2.04670711421824,-2.008180102882132,-1.5678044330046266,1.0
2022-02-23,Banthapchang,Train,-0.7843516055825009,-1.6919841086815863,-2.0695562911411463,-2.0431762507474276,-1.655473189457507,1.0
2022-02-24,Banthapchang,Train,-0.90033397608039,-0.7509506153669524,-1.8376248608699255,-1.807502891346871,-1.8783560941190467,1.0
2022-02-25,Banthapchang,Train,-0.8531547067253165,-0.6496085468561457,-1.8587542072717527,-1.8265916992733957,-1.9031283029401047,1.0
2022-02-26,Banthapchang,Train,-1.676826117549308,-1.5964330155142543,-1.8929051276188922,-1.8645245868196951,-1.9806401037061887,0.0
2022-02-27,Banthapchang,Train,-1.900927646985907,-1.8435146301691736,-1.9091206725319223,-1.8889974174947273,-1.8872922687765756,0.0
2022-02-28,Banthapchang,Train,-0.8649495240640849,-0.765428053725639,-1.9287758784871107,-1.9022127460592442,-1.817616668131728,1.0
2022-03-01,Banthapchang,Train,-0.8796930457375454,-0.7808706546415715,-1.9445000432512614,-1.9310906862557817,-1.876238178752191,1.0
2022-03-02,Banthapchang,Train,-0.9996070220150238,-0.7808706546415715,-1.9585043774943327,-1.9433271015932976,-1.8984733070266588,1.0
2022-03-03,Banthapchang,Train,-0.9317868223171056,-0.8339545952900893,-1.9798794139706002,-1.9969226007716174,-1.991679634995142,1.0
2022-03-04,Banthapchang,Train,-0.9494790483252582,-0.7837661423133089,-1.9983061695535889,-2.0047539065876276,-2.005279941522103,1.0
2022-03-05,Banthapchang,Train,-1.6139204250758767,-1.6601337442924755,-2.0245950075186534,-2.0287372806491586,-2.05174296410883,0.0
2022-03-06,Banthapchang,Train,-1.9215685773287519,-1.9207276347488358,-2.0128018839455404,-2.013074669017138,-2.1081479325873076,0.0
2022-03-07,Banthapchang,Train,-0.9632396685538213,-0.8271984573893688,-2.003219971042386,-2.018213963458895,-2.0790305695999907,1.0
2022-03-08,Banthapchang,Train,-0.9612738656640266,-0.8358849204045808,-2.0253320777419725,-2.042686794133927,-2.1273047176536157,1.0
2022-03-09,Banthapchang,Train,-0.8983681731905953,-0.8648397971219542,-2.031474329602969,-2.062999243594203,-2.1693262103009863,1.0
2022-03-10,Banthapchang,Train,-0.9160603991987478,-0.9063417870835226,-2.0270519082630516,-2.0377922279989207,-2.1231089518412674,1.0
2022-03-11,Banthapchang,Train,-0.8796930457375454,-0.8870385359386072,-2.0110820534244613,-2.033876575090915,-2.1155246700339334,1.0
2022-03-12,Banthapchang,Train,-1.6512706799819765,-1.6138059415446782,-1.9860216658315963,-2.016500865311643,-2.0817914416282783,0.0
2022-03-13,Banthapchang,Train,-1.8065691082757602,-1.8830862950162504,-1.993638058139232,-2.025800540968155,-2.049436589783023,0.0
2022-03-14,Banthapchang,Train,-0.9190091035334399,-0.9140630875414889,-1.9975690993302695,-1.9971673290783678,-2.204523902894852,1.0
2022-03-15,Banthapchang,Train,-0.8728127356232638,-0.8600139843357253,-2.0526036760047965,-1.9861545552746032,-2.1860834974732652,1.0
2022-03-16,Banthapchang,Train,-0.8944365674110057,-0.8474668710915302,-2.049655395111518,-1.964129007667075,-2.147218997423372,1.0
2022-03-17,Banthapchang,Train,-0.9347355266517977,-0.8436062208625471,-2.048426944739319,-1.9631500944400735,-2.1454026472000507,1.0
2022-03-18,Banthapchang,Train,-0.838411185051856,-0.7885919550995377,-2.0491640149626384,-1.9677999322683297,-2.153029372147936,1.0
2022-03-19,Banthapchang,Train,-1.5647753528310084,-1.6437259808192974,-2.0398277921339236,-1.9575213433848162,-2.131059652224504,0.0
2022-03-20,Banthapchang,Train,-1.803620403941068,-1.8985288959321829,-2.018207065583217,-1.9359852523907881,-2.2132243576094153,0.0
