Date,Station_Name,Dataset_Type,Passenger_Departure_Scaled,Passenger_Arrival_Lag7_scaled,Passenger_Arrival_Roll_Mean_7_scaled,Passenger_Departure_Roll_Mean_7_scaled,Passenger_Departure_Roll_Std_7_scaled,holiday_category_Weekday
2022-03-21,Banthapchang,Train,-0.8482401995008296,-1.1302595003645433,-1.9992889298513483,-1.9352510674705372,-2.217296405659439,1.0
2022-03-22,Banthapchang,Train,-0.8964023703008005,-0.848432033648776,-1.9155086144673585,-1.917630629384514,-2.1848651201843423,1.0
2022-03-23,Banthapchang,Train,-0.857086312504906,-0.8426410583053013,-1.922879316700554,-1.923504108746522,-2.195409557514026,1.0
2022-03-24,Banthapchang,Train,-0.8443085937212402,-0.8465017085342844,-1.9162456846906784,-1.9142044330900096,-2.1781617135708427,1.0
2022-03-25,Banthapchang,Train,-0.9101629905293637,-0.7519157779241982,-1.9113318832018813,-1.8916894288689805,-2.14103391104428,1.0
2022-03-26,Banthapchang,Train,-1.5539634369371373,-1.5587916757816689,-1.9327069196781483,-1.9095545952617539,-2.1723954888867807,0.0
2022-03-27,Banthapchang,Train,-1.836056151622681,-1.824211379024258,-1.9290215685615506,-1.9068625838875002,-2.1821279086318697,0.0
2022-03-28,Banthapchang,Train,-0.8285821706028824,-0.8011390683437328,-1.9238620769983137,-1.9149386180102608,-2.1367961608463037,1.0
2022-03-29,Banthapchang,Train,-0.7420868434519143,-0.8773869103661494,-1.9209137961050353,-1.9100440518752544,-2.126697617263579,1.0
2022-03-30,Banthapchang,Train,-0.8079412402600377,-0.8165816692596652,-1.8823404544179787,-1.8716217077154547,-2.0472365046149803,1.0
2022-03-31,Banthapchang,Train,-0.8079412402600377,-0.8271984573893688,-1.873004231589264,-1.8593852923779384,-2.025064520661619,1.0
2022-04-01,Banthapchang,Train,-0.7941806200314746,-0.8358849204045808,-1.8508921248896777,-1.8503303450281767,-2.0087906639615682,1.0
2022-04-02,Banthapchang,Train,-1.5087499704718588,-1.5443142374229821,-1.8133015435003803,-1.8214524048316392,-1.965307335371728,0.0
2022-04-03,Banthapchang,Train,-1.814432319834939,-1.8039429653220966,-1.8078963618627035,-1.8101949027211246,-2.004313787355139,0.0
2022-04-04,Banthapchang,Train,-0.911145891974261,-0.7895571176567835,-1.7997885894061882,-1.8048108799726177,-2.035046022141354,1.0
2022-04-05,Banthapchang,Train,-0.7194801102192749,-0.7258563888785621,-1.8007713497039475,-1.8253680577396445,-2.062415866959429,1.0
2022-04-06,Banthapchang,Train,-1.5814846773942637,-0.7799054920843257,-1.7936463375451919,-1.819739306684387,-2.048888832385955,0.0
2022-04-07,Banthapchang,Train,-0.8541376081702139,-0.7403338272372488,-2.0046941114890253,-2.0123404840968875,-1.9274819318370364,1.0
2022-04-08,Banthapchang,Train,-0.765676478129451,-0.6882150491459768,-2.0120648137222203,-2.0238427145141524,-1.9546189529524323,1.0
2022-04-09,Banthapchang,Train,-1.6561851872064635,-1.523080661163575,-2.0027285908935064,-2.016745593618393,-1.9352201595091343,0.0
2022-04-10,Banthapchang,Train,-1.822295531394118,-1.7720926009329858,-2.031965709751849,-2.053454839630941,-1.8326626193705264,0.0
2022-04-11,Banthapchang,Train,-1.0448204884803025,-0.7934177678857666,-2.0516209157070366,-2.0554126660849437,-1.8243790355191092,1.0
2022-04-12,Banthapchang,Train,-1.156871253198602,-0.6978666747184346,-2.1005132405205678,-2.0886957158029866,-1.8735901054837485,1.0
2022-04-13,Banthapchang,Train,-1.9510556206756726,-1.6089801287584493,-2.211319464092941,-2.1975998123068785,-2.1088539000581537,0.0
2022-04-14,Banthapchang,Train,-2.059174779614383,-0.7692887039546221,-2.291168738285893,-2.289617655644998,-1.8013274350035113,0.0
2022-04-15,Banthapchang,Train,-2.0198587218184882,-0.6515388719706372,-2.624324479226333,-2.589654559720888,-1.7060042750625664,0.0
2022-04-16,Banthapchang,Train,-1.9038763513205992,-1.6379350054758226,-2.9660793727721675,-2.901927879134294,-2.11996448553951,0.0
2022-04-17,Banthapchang,Train,-1.9451582120062885,-1.8493056055126482,-3.043717436295161,-2.963599412435374,-2.078006273696803,0.0
2022-04-18,Banthapchang,Train,-0.9209749064232347,-0.9854851167776765,-3.0763942161956614,-2.9941904507791643,-2.0399864347026178,1.0
2022-04-19,Banthapchang,Train,-0.8590521153947007,-1.1331549880362806,-3.043471746220721,-2.9633546841286242,-1.879066204382799,1.0
2022-04-20,Banthapchang,Train,-0.8433256922763428,-1.9226579598633273,-2.985488888652916,-2.8892020071832776,-1.5575492111737523,1.0
2022-04-21,Banthapchang,Train,-0.7499500550110932,-2.0780491315798977,-2.668057312476627,-2.6133932054756692,-1.2624646669316766,1.0
2022-04-22,Banthapchang,Train,-0.7646935766845536,-1.994079989099515,-2.32875931967519,-2.287415100884245,-1.246325282442761,1.0
2022-04-23,Banthapchang,Train,-1.5824675788391611,-1.9429263735654887,-2.0019915206701864,-1.9748970531640888,-1.52948720113882,0.0
2022-04-24,Banthapchang,Train,-1.8419535602920654,-1.9776722256263366,-1.8970818588843696,-1.8948708968567347,-1.8448478062462275,0.0
2022-04-25,Banthapchang,Train,-0.6909759683172513,-0.8561533341067422,-1.8572800668251135,-1.8691744246479511,-1.9891780158665164,1.0
2022-04-26,Banthapchang,Train,-0.6320018816234094,-0.9053766245262769,-1.8098618824582222,-1.811908000868377,-1.8852554813616391,1.0
2022-04-27,Banthapchang,Train,-0.6575573191907409,-0.6756679359017816,-1.7378746906473455,-1.7553757620090533,-1.7769417401038077,1.0
2022-04-28,Banthapchang,Train,-0.6781982495335855,-0.7451596400234777,-1.7160082740221985,-1.7091221120332434,-1.702026286557615,1.0
2022-04-29,Banthapchang,Train,-0.6192241628397437,-0.7104137879626297,-1.6894737459826945,-1.6912569456404698,-1.671699875097718,1.0
2022-04-30,Banthapchang,Train,-1.512681576251448,-1.5308019616215414,-1.6253486365538927,-1.6550371562414228,-1.6098933316281434,0.0
2022-05-01,Banthapchang,Train,-1.768235951924763,-1.8213158913525207,-1.6214175953628553,-1.6376614464621502,-1.6738700228140828,0.0
2022-05-02,Banthapchang,Train,-1.531356703704498,-0.669876960558307,-1.6108529221619416,-1.6193068234558763,-1.7752836886377932,1.0
2022-05-03,Banthapchang,Train,-0.7715738867988352,-0.6225839952532638,-1.8359050303488467,-1.8285495257273983,-1.6239231029685135,1.0
2022-05-04,Banthapchang,Train,-1.485160335794322,-0.5897684683069073,-1.8725128514403844,-1.8633009452859437,-1.7031525835574266,0.0
2022-05-05,Banthapchang,Train,-0.5455065544724413,-0.6409220838409336,-2.1088667030515227,-2.0693621795697115,-1.7893553413585608,1.0
2022-05-06,Banthapchang,Train,-0.5366604414683651,-0.4585063605214815,-2.082577865086458,-2.036323858158419,-1.667742074708156,1.0
2022-05-07,Banthapchang,Train,-1.455673292447401,-1.5153593607056088,-2.081840794863139,-2.015766680391392,-1.592746875264544,0.0
2022-05-08,Banthapchang,Train,-1.658150990096258,-1.7798139013909522,-2.0624312789823906,-2.001572438599873,-1.6207824481159725,0.0
2022-05-09,Banthapchang,Train,-0.5504210616969282,-1.55396586299544,-2.039582102059484,-1.9741628682438377,-1.7176401090715987,1.0
2022-05-10,Banthapchang,Train,-0.493412777892881,-0.7663932162828848,-1.7690773301012066,-1.7299240181070203,-1.6718796060186045,1.0
2022-05-11,Banthapchang,Train,-0.4668744388806522,-1.5182548483773461,-1.6924220268759724,-1.66066590729668,-1.5253047973233453,1.0
2022-05-12,Banthapchang,Train,-0.4442677056480128,-0.5376496902156354,-1.4233913953643342,-1.4071273815033503,-1.660715345806097,1.0
2022-05-13,Banthapchang,Train,-0.7568303651253747,-0.45561087284974416,-1.3926801360593528,-1.3819203659080679,-1.6119888096257728,0.0
2022-05-14,Banthapchang,Train,-1.4792629271249378,-1.4391115186831924,-1.4314991678208495,-1.4367395066201392,-1.6695432839591435,0.0
2022-05-15,Banthapchang,Train,-1.7475950215819183,-1.6900537835670948,-1.4413267707984434,-1.4426129859821466,-1.6463671367798274,0.0
2022-05-16,Banthapchang,Train,-1.6896038363329737,-0.491321887467838,-1.4509086837015979,-1.4648832618964256,-1.5302799658294473,0.0
2022-05-17,Banthapchang,Train,-0.28798637590933185,-0.46526249842220196,-1.7656376690590487,-1.7485233694200446,-1.2286741527853233,1.0
2022-05-18,Banthapchang,Train,-0.1946107386440822,-0.46140184819321883,-1.71305999312892,-1.6973751533092278,-1.0690828340849585,1.0
2022-05-19,Banthapchang,Train,-0.11892732738698512,-0.417004370559913,-1.643529702062442,-1.6295854123393896,-0.8614945211904885,1.0
2022-05-20,Banthapchang,Train,-0.09632059415434574,-0.6081065568945772,-1.5533614447430164,-1.5485803428050344,-0.6274314724932557,1.0
2022-05-21,Banthapchang,Train,-1.3269132031658462,-1.4777180209730234,-1.412089651940101,-1.3841229206688206,-0.3355802427978614,0.0
2022-05-22,Banthapchang,Train,-1.6316126510840292,-1.72769512329968,-1.3978396276225897,-1.3461900331225214,-0.43045633685315593,0.0
2022-05-23,Banthapchang,Train,-0.25161902244812934,-1.72769512329968,-1.3663912980942887,-1.3173120929259836,-0.5418636087823331,1.0
2022-05-24,Banthapchang,Train,-0.1258076375012667,-0.25871771117160536,-0.963213885938491,-0.9592745801502681,-1.0518651001183121,1.0
2022-05-25,Banthapchang,Train,-0.18281592130531382,-0.18826084449266356,-0.9482267913976599,-0.9188944095364658,-0.9841958909864642,1.0
2022-05-26,Banthapchang,Train,-0.18183301986041647,-0.06278971205071238,-0.9315198663357498,-0.9159576698554619,-0.9792495371597009,1.0
2022-05-27,Banthapchang,Train,-0.13760245484003505,-0.05313808647825458,-0.9624768157151712,-0.9316202814874819,-1.0089534231455195,1.0
2022-05-28,Banthapchang,Train,-1.2217427485618282,-1.4217385926527684,-0.943067299834423,-0.9418988703709952,-1.0306822297440663,0.0
2022-05-29,Banthapchang,Train,-1.4999038574677823,-1.6041543159722205,-0.8698516576513472,-0.9157129415487113,-1.1273272991393444,0.0
2022-05-30,Banthapchang,Train,-0.14939727217880344,-0.14386336685935774,-0.8384033281230454,-0.8829193484441691,-1.3075150793247394,1.0
2022-05-31,Banthapchang,Train,-0.03734650746050387,-0.1998427951796129,-0.839877468569685,-0.8574676045421356,-1.2653400733077058,1.0
2022-06-01,Banthapchang,Train,0.1248322309475613,-0.12262979059995063,-0.8035153375525865,-0.8354420569346073,-1.217086588009838,1.0
2022-06-02,Banthapchang,Train,0.10615710349451137,-0.18440019426368046,-0.7359505670816272,-0.7588420969217575,-1.0459609483851795,1.0
2022-06-03,Banthapchang,Train,-1.3868701913045856,0.023109755544161906,-0.6362003968590472,-0.6871367030439146,-0.9115741697221663,0.0
2022-06-04,Banthapchang,Train,-1.4379810664392485,-1.1341201505935263,-0.9791837407770813,-0.9981863809235688,-0.5325657450476557,0.0
2022-06-05,Banthapchang,Train,-1.6001598048473136,-1.480613508644761,-1.0533821432579162,-1.0520266084086392,-0.3680967265618468,0.0
2022-06-06,Banthapchang,Train,0.17594310608222424,-0.1496543422028324,-1.039377809014845,-1.0769888956971714,-0.27462338546893783,1.0
2022-06-07,Banthapchang,Train,0.18478921908630053,-0.0569987367072377,-0.9784466705537616,-0.9959838261628161,-0.08139553474225743,1.0
2022-06-08,Banthapchang,Train,0.25948972889850025,0.14278991264263843,-0.9204638129859563,-0.9406752288372443,0.04967853233686445,1.0
2022-06-09,Banthapchang,Train,0.15333637284958487,0.2074558039781056,-0.8958948055419711,-0.9071474508124502,0.13833637326580714,1.0
2022-06-10,Banthapchang,Train,0.23393429133116875,-1.3242571743709448,-0.9182526023159977,-0.8954004920884352,0.1658100695927552,1.0
2022-06-11,Banthapchang,Train,-1.1421277315251417,-1.4255992428817514,-0.505001897108166,-0.49184351425716066,-0.08681869485383444,0.0
2022-06-12,Banthapchang,Train,-1.5559292398269322,-1.4255992428817514,-0.4398940273816055,-0.41818029392531486,-0.3824301299994988,0.0
2022-06-13,Banthapchang,Train,0.17594310608222424,0.08970597199412061,-0.46446303482559065,-0.40716752012155033,-0.44293333488307557,1.0
2022-06-14,Banthapchang,Train,0.1798747118618137,0.170779626802766,-0.43473453581836863,-0.40716752012155033,-0.44293333488307557,1.0
2022-06-15,Banthapchang,Train,0.1828234161965058,0.23930616836721627,-0.4428423082748831,-0.40839116165530204,-0.4450903827254558,1.0
2022-06-16,Banthapchang,Train,0.1189348222781771,0.11962601126873974,-0.4276095236596125,-0.42747996958182644,-0.4824851445356419,1.0
2022-06-17,Banthapchang,Train,0.15726797862917433,0.29914624691645453,-0.412376739044342,-0.43604546031808755,-0.4966061672702392,1.0
2022-06-18,Banthapchang,Train,-1.1676831690924732,-1.1698311652116202,-0.4192560611286579,-0.4551342682446127,-0.5337543564381787,0.0
2022-06-19,Banthapchang,Train,-1.4468271794433247,-1.5221154986063292,-0.416553470309819,-0.4614972042201211,-0.5098685861001778,0.0
2022-06-20,Banthapchang,Train,0.15038766851489277,0.2064906414208598,-0.4101655283743827,-0.4343323621708353,-0.6549587458515957,1.0
2022-06-21,Banthapchang,Train,0.25260941878421866,0.1389292624136553,-0.40721724748110516,-0.44069529814634373,-0.6668251740933576,1.0
2022-06-22,Banthapchang,Train,0.16807989452304534,0.29914624691645453,-0.37724305839944294,-0.4225854034468204,-0.6292152451190917,1.0
2022-06-23,Banthapchang,Train,0.16414828874345588,0.17946608981797801,-0.3843680705581982,-0.42625632804807473,-0.6360821702932974,1.0
2022-06-24,Banthapchang,Train,0.15628507718427695,0.2721216953135727,-0.38191116981380024,-0.4149988259375603,-0.6168383052795227,1.0
2022-06-25,Banthapchang,Train,-1.1342645199659627,-1.1592143770819165,-0.3686439057940481,-0.415243554244311,-0.617268410362388,0.0
2022-06-26,Banthapchang,Train,-1.5402028167085744,-1.497021272117939,-0.37552322787836395,-0.4069227918147997,-0.6503603707213854,0.0
2022-06-27,Banthapchang,Train,0.1749602046373269,0.21807259210780913,-0.3887904918981161,-0.4301719809560805,-0.5250920049284593,1.0
2022-06-28,Banthapchang,Train,0.20051564220465837,0.2566790943976403,-0.4025491360667478,-0.42405377328732197,-0.5143006571528478,1.0
2022-06-29,Banthapchang,Train,0.19265243064547943,0.27115653275632695,-0.4153250199376196,-0.4370243735450894,-0.5408618122962165,1.0
2022-06-30,Banthapchang,Train,0.2496607144495266,0.1891177153904358,-0.43178625492509026,-0.4309061658763309,-0.5294596638791477,1.0
2022-07-01,Banthapchang,Train,0.23196848844137402,0.32424047340484474,-0.4212215817241763,-0.40961480318905374,-0.488388417415806,1.0
2022-07-02,Banthapchang,Train,-1.0104189379088948,-1.1862389286847985,-0.4430879983493233,-0.3907707235692792,-0.45433178702216076,0.0
2022-07-03,Banthapchang,Train,-1.2433665803495701,-1.5491400502092112,-0.393949983461353,-0.35993495691873917,-0.5651330852305597,0.0
2022-07-04,Banthapchang,Train,0.2742332505719607,0.16402348890204554,-0.318768820682758,-0.2860270082801427,-0.9690316808984999,1.0
2022-07-05,Banthapchang,Train,0.26833584190257653,0.2064906414208598,-0.2900230819732952,-0.26130944929836036,-0.922640227832191,1.0
2022-07-06,Banthapchang,Train,0.25850682745360287,0.2064906414208598,-0.27282477676250555,-0.24442319613258873,-0.8915020889760793,1.0
2022-07-07,Banthapchang,Train,0.21919076965770828,0.23061970535200427,-0.2590661325938738,-0.22802639958031762,-0.8629694008076204,1.0
2022-07-08,Banthapchang,Train,0.29192547658011325,0.2383410058099705,-0.24629024872300126,-0.23561297708957693,-0.8763656116757695,1.0
2022-07-09,Banthapchang,Train,-1.2296059601210072,-0.9932064172356427,-0.21631605964133982,-0.2206845503778074,-0.848284346677845,0.0
2022-07-10,Banthapchang,Train,-1.5529805354922401,-1.253800307692003,-0.28363514003785895,-0.27525896278312884,-0.6096912714507151,0.0
2022-07-11,Banthapchang,Train,0.12384932950266392,0.2769475080998016,-0.3713464966128862,-0.35234837940947905,-0.2248054170588326,1.0
2022-07-12,Banthapchang,Train,0.32829283004131576,0.2740520204280643,-0.4199931313519769,-0.38979181034227744,-0.2869297573575063,1.0
2022-07-13,Banthapchang,Train,-1.4507587852229142,0.2605397446266234,-0.41753623060757894,-0.3748633836305079,-0.25579777974982965,0.0
2022-07-14,Banthapchang,Train,-0.649694107631562,0.28080815832878475,-0.8723085583957452,-0.8004459090693115,0.14545656248567437,0.0
2022-07-15,Banthapchang,Train,-0.6447796004070752,0.35609083779395545,-1.09785204673153,-1.0167857322365927,-0.10494503170320497,0.0
2022-07-16,Banthapchang,Train,-1.4576390953371956,-1.257660957920986,-1.3130765519408407,-1.2500118085696463,-0.5578963323362107,0.0
2022-07-17,Banthapchang,Train,-1.6728945117697185,-1.5983633406287459,-1.372287859880845,-1.3067887757357202,-0.4141445731888047,0.0
2022-07-18,Banthapchang,Train,0.12384932950266392,0.0858453217651375,-1.375481830848563,-1.3366456291592588,-0.3113785413959724,1.0
2022-07-19,Banthapchang,Train,0.1798747118618137,0.28370364600052206,-1.3681111286153675,-1.3366456291592588,-0.3113785413959724,1.0
2022-07-20,Banthapchang,Train,0.16218248585366116,-1.5259761488353125,-1.402262048962507,-1.373599603478557,-0.4686842631156683,1.0
2022-07-21,Banthapchang,Train,0.25850682745360287,-0.6052110692228398,-0.976235459883803,-0.9720004521012849,-0.4078514780161252,1.0
2022-07-22,Banthapchang,Train,0.22705398121688722,-0.4893915623533464,-0.7185065717963981,-0.7458714966639909,-0.13410720050219793,1.0
2022-07-23,Banthapchang,Train,-1.2020847196638809,-1.4902651342172186,-0.5423467884230238,-0.5287974885764585,0.0005485685395257921,0.0
2022-07-24,Banthapchang,Train,-1.4930235473535007,-1.6109104538729409,-0.466428555421109,-0.4651681288213754,-0.25159810137702615,0.0
2022-07-25,Banthapchang,Train,0.18773792342099263,0.11480019848251086,-0.45438974177355623,-0.4203828486860676,-0.49270849825367496,1.0
2022-07-26,Banthapchang,Train,0.2771819549066528,0.14954605054335887,-0.4153250199376196,-0.40447550874729704,-0.46598601810028156,1.0
2022-07-27,Banthapchang,Train,0.31551511125765,0.14761572542886733,-0.3917387727913944,-0.3802474063790152,-0.41953183660180793,1.0
2022-07-28,Banthapchang,Train,-1.4468271794433247,0.4072444533279817,-0.3246653824693147,-0.3420697905259657,-0.3486728192226616,0.0
2022-07-29,Banthapchang,Train,-0.9534106541048477,0.2026299911918767,-0.8027782673292675,-0.7666734027377675,0.08713556096164818,0.0
2022-07-30,Banthapchang,Train,-1.2178111427822387,-1.1920299040282731,-1.0727916591386653,-1.0605920991449003,-0.09702265924284384,0.0
2022-07-31,Banthapchang,Train,-1.491057744463706,-1.5636174885678977,-1.0730373492131047,-1.0645077520529052,-0.08822979218853233,0.0
2022-08-01,Banthapchang,Train,0.16218248585366116,0.26826104508458964,-1.0447829906525214,-1.0640182954394046,-0.08984899734806964,1.0
2022-08-02,Banthapchang,Train,0.27521615201685806,0.2422016560389536,-1.0487140318435597,-1.0703812314149124,-0.10906057588012547,1.0
2022-08-03,Banthapchang,Train,0.2575239260087055,0.41110510355696483,-1.0302872762605708,-1.0708706880284136,-0.11073457326162427,1.0
2022-08-04,Banthapchang,Train,0.30666899825357374,-1.470961883072303,-1.0641925065332705,-1.085309658126682,-0.1612512589326038,1.0
2022-08-05,Banthapchang,Train,0.3115835054780606,-0.8580836592212338,-0.6138426000850206,-0.6487143588841144,-0.2718025625284156,1.0
2022-08-06,Banthapchang,Train,-1.0861023491659918,-1.192995066585519,-0.3281050435114727,-0.33374902809645446,-0.3109650450007087,0.0
2022-08-07,Banthapchang,Train,-1.3888359941943802,-1.4526237944846332,-0.30844983755628425,-0.30095543499191224,-0.4396400315965455,0.0
2022-08-08,Banthapchang,Train,0.32141251992703423,0.2528184441686572,-0.3064843169607651,-0.2755036910898787,-0.5760011775683718,1.0
2022-08-09,Banthapchang,Train,0.4344461860902311,0.314588847832387,-0.268893735571468,-0.23585770539632758,-0.5088824227669354,1.0
2022-08-10,Banthapchang,Train,0.4187197629718733,0.2779126706570474,-0.23621695567096765,-0.1962117197027757,-0.42815704283606365,1.0
2022-08-11,Banthapchang,Train,0.4885057655595862,0.29818108435920876,-0.185850490410798,-0.15607627739572408,-0.3546485292759147,1.0
2022-08-12,Banthapchang,Train,-1.466485208341272,0.2644003948556065,-0.15219095021253767,-0.11080154064691498,-0.26714617431347687,0.0
2022-08-13,Banthapchang,Train,-1.361314753737254,-1.1157820620058565,-0.601066716214148,-0.5535150475582409,0.34833112630847707,0.0
2022-08-14,Banthapchang,Train,-1.547083126822856,-1.444902494026667,-0.6445538593900025,-0.6220389734483299,0.5493249792106202,0.0
2022-08-15,Banthapchang,Train,0.5111124987922255,0.40048831542726127,-0.6548728425164764,-0.6614402308351311,0.6877785518733694,1.0
2022-08-16,Banthapchang,Train,0.5327363305799676,0.4429554679460755,-0.6651918256429502,-0.6142076676323193,0.8047124067206929,1.0
2022-08-17,Banthapchang,Train,0.5101295973473282,0.47577099489243196,-0.6529073219209572,-0.5897348369572876,0.8677138939029905,1.0
2022-08-18,Banthapchang,Train,0.5238902175758913,0.4304083547018804,-0.6460279998366414,-0.566975104429508,0.9233451326738195,1.0
2022-08-19,Banthapchang,Train,0.6162829533962436,-1.4989515972324305,-0.6325150457424498,-0.5581648853864962,0.945582343745449,1.0
2022-08-20,Banthapchang,Train,-0.867898228398777,-1.2866158346383594,-0.11533743904656037,-0.0395856033825726,0.5462786549690754,0.0
2022-08-21,Banthapchang,Train,-1.4478100808882222,-1.4854393214309898,-0.03548816485360812,0.08326800660608726,0.0726789710879315,0.0
2022-08-22,Banthapchang,Train,0.6172658548411409,0.3599514880229386,-0.0467899082778411,0.10798556558786962,-0.06867885281596221,1.0
2022-08-23,Banthapchang,Train,0.6143171505064489,0.49121359580836443,0.012912779811043142,0.1344162227169042,-0.018937518545211158,1.0
2022-08-24,Banthapchang,Train,0.6035052346125779,0.5027955464953138,0.03600764680838871,0.15472867217718028,0.01857559775168279,1.0
2022-08-25,Banthapchang,Train,0.6162829533962436,0.4834922953503982,0.04755508030706188,0.1779778613184603,0.05861710903104387,1.0
2022-08-26,Banthapchang,Train,0.6555990111921381,0.5327155857699329,0.07826633961204388,0.20098232215299042,0.09786050578697442,1.0
2022-08-27,Banthapchang,Train,-1.0045215292395107,-0.9729380035334814,0.07974048005868266,0.21077145442300327,0.11643973462767702,0.0
2022-08-28,Banthapchang,Train,-1.4271691505453774,-1.5298367990642956,0.07384391827212598,0.17675421978470937,0.2419463707796919,0.0
2022-08-29,Banthapchang,Train,0.6113684461717568,0.5944859894336627,0.10701207832150594,0.18189351422646605,0.21430878703924675,1.0
2022-08-30,Banthapchang,Train,0.73324822533903,0.5819388761894676,0.08244307087752081,0.1804251443859637,0.2116288865664993,1.0
2022-08-31,Banthapchang,Train,0.8099145380410244,0.5481581866858654,0.1033267272049086,0.2100372695027521,0.2706464540597136,1.0
2022-09-01,Banthapchang,Train,0.7116243935512879,0.6041376150061205,0.1441112795619242,0.2614302139203189,0.37291248369806784,1.0
2022-09-02,Banthapchang,Train,0.870854427624661,0.5385065611134076,0.14779663067852156,0.28516885967510025,0.4142340422128908,1.0
2022-09-03,Banthapchang,Train,-0.9524277526599503,-0.99610190490738,0.23477091703022987,0.3387643588534198,0.5197630673983726,0.0
2022-09-04,Banthapchang,Train,-1.3632805566270487,-1.3995398538361155,0.24238730933786473,0.35173495911118646,0.46966188892004235,0.0
2022-09-05,Banthapchang,Train,0.7283337181145432,0.49796973370908487,0.25024939171994054,0.36764229904995704,0.3846172213351421,1.0
2022-09-06,Banthapchang,Train,0.9396575287674765,0.6639776935553587,0.31904261256309924,0.3967649675532449,0.42960525558856333,1.0
2022-09-07,Banthapchang,Train,0.11795192083327974,0.7083751711886646,0.3556504336546371,0.44815791197081173,0.532164821608161,1.0
2022-09-08,Banthapchang,Train,0.8639741175103794,0.6186150533648072,0.3730944289398662,0.2758691840185879,0.380493588587659,1.0
2022-09-09,Banthapchang,Train,0.7391456340084142,0.8801741063784131,0.5229653743481765,0.3138020715648876,0.46033822692126325,1.0
2022-09-10,Banthapchang,Train,-0.8954194688559032,-0.966181865632761,0.4880773837777176,0.2810084784603446,0.38965033365584995,0.0
2022-09-11,Banthapchang,Train,-1.4222546433208907,-1.3686546520042506,0.48586617310775904,0.29520272025186295,0.33742653284116825,0.0
2022-09-12,Banthapchang,Train,0.690000561763546,0.7682152497379028,0.4915170448198755,0.2805190218468441,0.41465147565448846,1.0
2022-09-13,Banthapchang,Train,0.8433331871675348,0.8077869145849798,0.45810319469605537,0.2709746178835819,0.39667293469480247,1.0
2022-09-14,Banthapchang,Train,0.660513518416625,0.7769017127531148,0.42296951405115624,0.2469912438220507,0.3354401168708702,1.0
2022-09-15,Banthapchang,Train,0.6447870952982672,1.207364213284732,0.3831677219919006,0.38208126914822604,0.43454887187764424,1.0
2022-09-16,Banthapchang,Train,0.7273508166696457,0.7431210232495126,0.23452522695578967,0.3275068567429054,0.3312515596429706,1.0
2022-09-17,Banthapchang,Train,-1.0035386277946132,-0.9748683286479729,0.21929244234051917,0.3245701170619015,0.3256711736207321,0.0
2022-09-18,Banthapchang,Train,-1.3986650086433539,-1.3464559131875977,0.21708123167055982,0.29765000331936636,0.42796121474771376,0.0
2022-09-19,Banthapchang,Train,0.5828643042697332,0.636953141952477,0.1981630959386912,0.3035234826813742,0.39682647699571205,1.0
2022-09-20,Banthapchang,Train,0.8158119467104086,0.6697686688988335,0.18980963340773654,0.27684809724558895,0.35357043612797434,1.0
2022-09-21,Banthapchang,Train,0.7951710163675639,0.6205453784792987,0.2070079386185262,0.26999570465658007,0.33763822664621496,1.0
2022-09-22,Banthapchang,Train,0.660513518416625,0.6234408661510361,0.248775251273301,0.3035234826813742,0.4027034431138597,1.0
2022-09-23,Banthapchang,Train,0.6231632635105251,0.6832809447002743,0.26720200685629003,0.3074391355893792,0.40910782140584206,1.0
2022-09-24,Banthapchang,Train,-1.1794779864312415,-0.9835547916631849,0.25712871380425645,0.28149793507384513,0.3639552856042895,0.0
2022-09-25,Banthapchang,Train,-1.3573831479576646,-1.4207734300955226,0.22838297509479358,0.23769156816553838,0.544014060806366,0.0
2022-09-26,Banthapchang,Train,0.4639332294371521,0.6041376150061205,0.24066747881678577,0.24797015704905176,0.49299847752461823,1.0
2022-09-27,Banthapchang,Train,0.5808985013799385,0.737330047906038,0.21585278129836122,0.21835803193226336,0.4539112507917657,1.0
2022-09-28,Banthapchang,Train,0.6408554895186777,0.7846230132110811,0.17310270834582647,0.15986796661893696,0.33578297429561654,1.0
2022-09-29,Banthapchang,Train,0.3862840152902603,0.6958280579444694,0.13133539569105165,0.12144562245913679,0.250076026887868,1.0
2022-09-30,Banthapchang,Train,0.5405995421391465,0.6437092798531974,0.06057665425237384,0.053166424875798333,0.1338058889207811,1.0
2022-10-01,Banthapchang,Train,-0.9583251613293345,-1.0964788108609411,0.06352493514565218,0.032609247108771604,0.0919181728532176,0.0
2022-10-02,Banthapchang,Train,-1.274819426586286,-1.3725153022332337,0.1288784949466529,0.08767311612759354,-0.13268435780089238,0.0
2022-10-03,Banthapchang,Train,0.8590596102858926,0.5066561967242968,0.1600811344005145,0.10823029389462027,-0.24157682434406083,1.0
2022-10-04,Banthapchang,Train,0.7676497759104377,0.5693917629452725,0.20528810809744724,0.20661107320824765,-0.023455036990005864,1.0
2022-10-05,Banthapchang,Train,0.7155559993308774,0.6205453784792987,0.2512321520176998,0.25310945149080843,0.07079498706919984,1.0
2022-10-06,Banthapchang,Train,0.703761181992109,0.4178612414576853,0.3025813775756286,0.2717088028038323,0.10691288916374879,1.0
2022-10-07,Banthapchang,Train,0.7244021123349537,0.6552912305401467,0.36498665648335094,0.3507560458841854,0.21242361609091653,1.0
