Date,Station_Name,Dataset_Type,Passenger_Arrival_Filled,Passenger_Arrival_Lag7,Passenger_Departure_Lag7,Passenger_Arrival_Roll_Mean_7,Passenger_Arrival_Roll_Std_7,Passenger_Departure_Roll_Mean_7,Passenger_Departure_Roll_Std_7,holiday_category_Weekday
2023-11-08,Banthapchang,Train,3870.0,4032.0,3911.0,3337.714285714286,1059.1278982077174,3286.8571428571427,968.7036747756326,1.0
2023-11-09,Banthapchang,Train,3815.0,3967.0,3810.0,3314.5714285714284,1043.0769957426976,3291.4285714285716,972.2091436762072,1.0
2023-11-10,Banthapchang,Train,3750.0,3884.0,3766.0,3292.8571428571427,1028.7146395010632,3300.714285714286,978.2790526030443,1.0
2023-11-11,Banthapchang,Train,2184.0,1903.0,2012.0,3273.714285714286,1017.0617343251905,3296.285714285714,975.8889476242896,0.0
2023-11-12,Banthapchang,Train,1766.0,1680.0,1744.0,3313.8571428571427,957.7601349975205,3325.714285714286,932.8632829959117,0.0
2023-11-13,Banthapchang,Train,3837.0,3937.0,3777.0,3326.1428571428573,933.5543955891386,3329.8571428571427,924.6967842796624,1.0
2023-11-14,Banthapchang,Train,4067.0,3961.0,3988.0,3311.8571428571427,923.3582599351504,3329.4285714285716,924.4556699562676,1.0
2023-11-15,Banthapchang,Train,3972.0,3870.0,3943.0,3327.0,936.5532552930412,3335.8571428571427,929.9387844676384,1.0
2023-11-16,Banthapchang,Train,3920.0,3815.0,3875.0,3341.5714285714284,947.1432234431485,3343.1428571428573,935.6704242718954,1.0
2023-11-17,Banthapchang,Train,3741.0,3750.0,3735.0,3356.5714285714284,956.6740749671635,3336.0,931.113312116203,1.0
2023-11-18,Banthapchang,Train,2016.0,2184.0,2218.0,3355.285714285714,956.0630582909079,3342.285714285714,934.3985078266004,0.0
2023-11-19,Banthapchang,Train,1499.0,1766.0,1773.0,3331.285714285714,991.806720802276,3304.0,991.8655822909366,0.0
