Date,Station_Name,Dataset_Type,Passenger_Departure_Filled,Passenger_Departure_Diff,pm25_filled,temperature_max,Is_Long_Holiday,day_sin,day_cos,Passenger_Arrival_Lag7,Passenger_Departure_Lag7,Passenger_Arrival_Roll_Mean_7,Passenger_Arrival_Roll_Std_7,Passenger_Departure_Roll_Mean_7,Passenger_Departure_Roll_Std_7,holiday_category_Weekday
2022-01-09,Makkasan,Train,3428.0,-598.0,117.0,33.8,0,-0.7818314824680299,0.6234898018587334,2709.0,2930.0,4170.0,1067.870154403927,4702.142857142857,1158.4219767383888,0.0
2022-01-10,Makkasan,Train,5407.0,1979.0,117.0,34.4,0,0.0,1.0,2876.0,3582.0,4227.428571428572,983.6965753630295,4773.285714285715,1040.7664986738885,1.0
2022-01-11,Makkasan,Train,5297.0,-110.0,104.0,34.7,0,0.7818314824680298,0.6234898018587336,5020.0,5535.0,4537.285714285715,814.0370004460718,5034.0,913.4000583898966,1.0
2022-01-12,Makkasan,Train,5152.0,-145.0,99.0,33.5,0,0.9749279121818236,-0.22252093395631434,4973.0,5694.0,4515.0,800.644532028207,5000.0,895.9049428743356,1.0
2022-01-13,Makkasan,Train,5003.0,-149.0,94.0,34.2,0,0.43388373911755823,-0.900968867902419,4968.0,5546.0,4474.142857142857,780.4192096925491,4922.571428571428,848.0738680765288,1.0
2022-01-14,Makkasan,Train,5687.0,684.0,85.0,33.1,0,-0.433883739117558,-0.9009688679024191,5023.0,5602.0,4421.714285714285,753.5782892939778,4845.0,805.3011858925828,1.0
2022-01-15,Makkasan,Train,4182.0,-1505.0,94.0,33.3,0,-0.9749279121818236,-0.2225209339563146,3621.0,4026.0,4431.428571428572,763.0006241025968,4857.142857142857,819.1400833743129,0.0
2022-01-16,Makkasan,Train,3534.0,-648.0,101.0,33.8,0,-0.7818314824680299,0.6234898018587334,3111.0,3428.0,4466.857142857143,723.8513725370765,4879.428571428572,794.5109307288473,0.0
2022-01-17,Makkasan,Train,5540.0,2006.0,120.0,34.0,0,0.0,1.0,5045.0,5407.0,4471.285714285715,714.204152486228,4894.571428571428,762.6066826228003,1.0
2022-01-18,Makkasan,Train,5572.0,32.0,110.0,33.8,0,0.7818314824680298,0.6234898018587336,4864.0,5297.0,4479.0,721.6862199044679,4913.571428571428,778.9824253778895,1.0
2022-01-19,Makkasan,Train,5541.0,-31.0,85.0,33.1,0,0.9749279121818236,-0.22252093395631434,4687.0,5152.0,4511.428571428572,746.5413266396927,4952.857142857143,807.9386174232603,1.0
2022-01-20,Makkasan,Train,5512.0,-29.0,102.0,33.3,0,0.43388373911755823,-0.900968867902419,4601.0,5003.0,4570.571428571428,778.4843944363639,5008.428571428572,836.7821016933175,1.0
2022-01-21,Makkasan,Train,5937.0,425.0,67.0,30.3,0,-0.433883739117558,-0.9009688679024191,5091.0,5687.0,4642.142857142857,804.3486865307916,5081.142857142857,858.0762259402185,1.0
2022-01-22,Makkasan,Train,4082.0,-1855.0,57.0,31.0,0,-0.9749279121818236,-0.2225209339563146,3869.0,4182.0,4712.857142857143,869.506647199324,5116.857142857143,892.0266118174252,0.0
2022-01-23,Makkasan,Train,3477.0,-605.0,64.0,33.3,0,-0.7818314824680299,0.6234898018587334,3142.0,3534.0,4722.0,859.4327586650784,5102.571428571428,910.1109560822524,0.0
2022-01-24,Makkasan,Train,5739.0,2262.0,74.0,32.8,0,0.0,1.0,5099.0,5540.0,4728.428571428572,845.7032294965844,5094.428571428572,926.589959141017,1.0
2022-01-25,Makkasan,Train,5645.0,-94.0,82.0,34.3,0,0.7818314824680298,0.6234898018587336,5091.0,5572.0,4752.428571428572,860.2313365490428,5122.857142857143,945.400696102174,1.0
2022-01-26,Makkasan,Train,5637.0,-8.0,81.0,34.7,0,0.9749279121818236,-0.22252093395631434,5101.0,5541.0,4775.571428571428,872.943269852602,5133.285714285715,951.563400284975,1.0
2022-01-27,Makkasan,Train,5540.0,-97.0,87.0,34.5,0,0.43388373911755823,-0.900968867902419,5102.0,5512.0,4807.0,890.3982255148538,5147.0,959.0809837200048,1.0
2022-01-28,Makkasan,Train,6369.0,829.0,83.0,34.2,0,-0.433883739117558,-0.9009688679024191,5586.0,5937.0,4823.571428571428,897.8518543618167,5151.0,960.9136277522547,1.0
2022-01-29,Makkasan,Train,4266.0,-2103.0,86.0,34.9,0,-0.9749279121818236,-0.2225209339563146,3933.0,4082.0,4863.571428571428,942.6016933896061,5212.714285714285,1031.115692552766,0.0
2022-01-30,Makkasan,Train,3635.0,-631.0,78.0,35.1,0,-0.7818314824680299,0.6234898018587334,3187.0,3477.0,4878.857142857143,925.7122354474652,5239.0,999.3426172572973,0.0
2022-01-31,Makkasan,Train,5884.0,2249.0,76.0,33.2,0,0.0,1.0,5267.0,5739.0,4898.285714285715,884.8095302164785,5261.571428571428,953.6526022164905,1.0
2022-02-01,Makkasan,Train,6051.0,167.0,70.0,32.9,0,0.7818314824680298,0.6234898018587336,5253.0,5645.0,4901.0,886.1572471444712,5282.285714285715,967.2293272169582,1.0
2022-02-02,Makkasan,Train,6189.0,138.0,60.0,32.7,0,0.9749279121818236,-0.22252093395631434,5321.0,5637.0,4919.714285714285,896.1567411797477,5340.285714285715,1004.0756469319942,1.0
2022-02-03,Makkasan,Train,6100.0,-89.0,74.0,33.1,0,0.43388373911755823,-0.900968867902419,5218.0,5540.0,4958.428571428572,921.8665588798376,5419.142857142857,1051.8043906499317,1.0
2022-02-04,Makkasan,Train,6709.0,609.0,78.0,32.5,0,-0.433883739117558,-0.9009688679024191,5866.0,6369.0,4999.0,941.2401393905812,5499.142857142857,1083.3524247402015,1.0
2022-02-05,Makkasan,Train,4541.0,-2168.0,94.0,33.2,0,-0.9749279121818236,-0.2225209339563146,4040.0,4266.0,5047.285714285715,999.9677851953893,5547.714285714285,1135.2315056536129,0.0
2022-02-06,Makkasan,Train,4002.0,-539.0,112.0,32.6,0,-0.7818314824680299,0.6234898018587334,3323.0,3635.0,5052.857142857143,993.5079983860943,5587.0,1087.227513755361,0.0
2022-02-07,Makkasan,Train,6579.0,2577.0,146.0,34.5,0,0.0,1.0,5286.0,5884.0,5127.142857142857,851.9652630969236,5639.428571428572,981.0760855888205,1.0
