Date,Station_Name,Dataset_Type,Passenger_Arrival_Scaled,pm25_filled_scaled,rain_sum_scaled,temperature_max_scaled,Is_Long_Holiday,day_sin,day_cos,month_cos,Passenger_Arrival_Lag7_scaled,Passenger_Departure_Lag7_scaled,Passenger_Arrival_Roll_Mean_7_scaled,Passenger_Arrival_Roll_Std_7_scaled,Passenger_Departure_Roll_Mean_7_scaled,Passenger_Departure_Roll_Std_7_scaled,holiday_category_Weekday
2022-01-19,Ladkrabang,Train,0.018289637748504117,0.17708912449459363,-0.6545626845645784,-0.14679547350284075,0,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-1.6805746740591063,-1.7309090995159193,-2.3595772697055497,-1.839077498992742,-2.399458366282674,-1.9492822679096036,1.0
2022-01-20,Ladkrabang,Train,0.0921838293739627,0.7668439550321328,-0.6407231608794959,0.09002973621233282,0,0.43388373911755823,-0.900968867902419,0.8660254037844387,-1.697510338935783,-1.7550155236549114,-2.336193656487142,-1.7948567180053887,-2.3661489146610903,-1.8743542759206475,1.0
2022-01-21,Ladkrabang,Train,0.1982577496105081,-0.4473571666628008,1.2552915839768237,-1.662476815679953,0,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-1.368759197212058,-1.4570190890856702,-2.294538636988763,-1.7145470283926163,-2.329159930592936,-1.8155366001504472,1.0
2022-01-22,Ladkrabang,Train,-0.9167102546736291,-0.7942717728613532,-0.5161674477137522,-1.662476815679953,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-2.1129322362048537,-2.1155860804572804,-2.283462188622149,-1.6608453425637295,-2.3081478637269948,-1.715409993965461,0.0
2022-01-23,Ladkrabang,Train,-0.28384225865558865,-0.5514315485223665,-0.5023279240286697,-0.7625410187622941,0,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-2.4103025871276773,-2.419737346721583,-2.2761725602099325,-1.6976398733717577,-2.293817053145616,-1.7833147539862524,0.0
2022-01-24,Ladkrabang,Train,1.0593634504071827,-0.20451694232381407,-0.5576860187690001,-0.6678109348762232,0,0.0,1.0,0.8660254037844387,-1.5087274863398865,-1.5508802724353623,-2.257049119440222,-1.8705947014500612,-2.285586520041446,-1.8620997572421305,1.0
2022-01-25,Ladkrabang,Train,-0.07765362718455097,0.0730147426350279,-0.6545626845645784,-0.3362556412749806,0,0.7818314824680298,0.6234898018587336,0.8660254037844387,-1.574975822475122,-1.6201221290048073,-2.2405764526385905,-1.8207708449771494,-2.2679634962183988,-1.8092151473703784,1.0
2022-01-26,Ladkrabang,Train,-0.02402074616607297,0.03832328201517265,-0.5853650661391654,-0.6678109348762232,0,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-1.5575420498079546,-1.5544705909241485,-2.223441092344939,-1.788067599034677,-2.245886301538977,-1.7667819936562026,1.0
2022-01-27,Ladkrabang,Train,0.1130410608811486,0.24647204573430412,-0.6130441135093306,-0.19416051544587615,0,0.43388373911755823,-0.900968867902419,0.8660254037844387,-1.4783429111199664,-1.5590867146954448,-2.2130273374703444,-1.7699202260133353,-2.236881130025002,-1.7473268598793603,1.0
2022-01-28,Ladkrabang,Train,0.41576887818544667,0.10770620325488314,-0.6407231608794959,-0.052065389616773344,0,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-1.3104805857246706,-1.3457192159333031,-2.1993001151356517,-1.731801464774452,-2.2273918095049,-1.7283428213092193,1.0
2022-01-29,Ladkrabang,Train,-0.8559263228526873,0.2117805851144489,-0.5715255424540828,0.09002973621233282,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-2.0745779363370858,-2.0396764895515185,-2.151018160717076,-1.4638208967889792,-2.1929204002686093,-1.5440619424244684,0.0
2022-01-30,Ladkrabang,Train,-0.4441449808108173,-0.06575109984439309,-0.6545626845645784,0.5636801556426799,0,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-2.309684813448598,-2.3761406222148955,-2.0930798154147854,-1.706479299802859,-2.153413841368592,-1.6974199579716742,0.0
2022-01-31,Ladkrabang,Train,1.0843921282158058,-0.13513402108410358,-0.599204589824248,-0.14679547350284075,0,0.0,1.0,0.8660254037844387,-1.4220567307945409,-1.4575319917269254,-2.0606078343058223,-2.013848085628435,-2.1184582831261745,-2.0404578850226134,1.0
2022-02-01,Ladkrabang,Train,-0.055008632976749156,-0.34328278480323504,-0.5438464950839176,-0.4309857251610497,0,0.7818314824680298,0.6234898018587336,0.5000000000000001,-1.4848183123963428,-1.5031803267986337,-2.0241596922447407,-1.905962962960547,-2.095412790434497,-1.9726780322873336,1.0
2022-02-02,Ladkrabang,Train,0.19706590781009747,-0.6901973910017875,-0.1701793555866867,-0.9993662284774676,0,0.9749279121818236,-0.22252093395631434,0.5000000000000001,-1.5027501928540006,-1.5067706452874197,-1.984114071226981,-1.8388996335734775,-2.0397356547298147,-1.809138144761234,1.0
2022-02-03,Ladkrabang,Train,-0.000779831058065838,-0.20451694232381407,-0.4746488766585044,-0.383620683218016,0,0.43388373911755823,-0.900968867902419,0.5000000000000001,-1.4061172814988452,-1.5088222558524402,-1.908945695132179,-1.6876522915400023,-1.9669196442082137,-1.6188742965184977,1.0
