Date,Station_Name,Dataset_Type,Passenger_Arrival_Scaled,pm25_filled_scaled,rain_sum_scaled,temperature_max_scaled,day_sin,day_cos,month_sin,month_cos,Passenger_Arrival_Lag7_scaled,Passenger_Departure_Lag7_scaled,Passenger_Arrival_Roll_Mean_7_scaled,Passenger_Arrival_Roll_Std_7_scaled,Passenger_Departure_Roll_Mean_7_scaled,Passenger_Departure_Roll_Std_7_scaled,holiday_category_National Holiday,holiday_category_Weekday,holiday_category_Weekend
2023-10-17,Ladkrabang,Train,1.118800669225648,1.0784044074461878,-0.6540534584951616,-0.09968415160445164,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,1.0994334389470233,1.0945133439376247,0.7758092096131001,0.9029985031460369,0.7135709047628552,0.4965873442385663,0.0,1.0,0.0
2023-10-18,Ladkrabang,Train,0.9831596451386219,1.5294814183628331,-0.44639589644959254,-0.4314140108536406,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,1.0483108938970644,0.8695649933073154,0.7808106868574476,0.9189447070630252,0.7114471034318481,0.488725107552809,0.0,1.0,0.0
2023-10-19,Ladkrabang,Train,1.3383381785813162,0.48853447009365164,-0.08645612223727292,-0.241854091282675,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,1.721341681156716,1.4937966663064235,0.7700527924073405,0.8905926505883595,0.7393461300073544,0.5618116301192935,0.0,1.0,0.0
2023-10-20,Ladkrabang,Train,1.5382830955688582,1.286593797100024,0.48114121402061577,-0.0522941717117094,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,-0.3429172010061822,-0.4131518515368798,0.698050393587762,0.4376652667329362,0.6558421231291112,0.12656629325438565,0.0,1.0,0.0
2023-10-21,Ladkrabang,Train,-0.02410055224836825,0.24564684883084262,1.588648211596984,-1.2370436690302486,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,-0.1880605596898023,-0.08390926561433625,1.0560806702869505,0.2637603871410702,1.0152472301900333,-0.15975144398429808,0.0,0.0,1.0
2023-10-22,Ladkrabang,Train,-0.44509010108143443,-0.41361955173963894,0.7164864510055942,-0.8105338499955735,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,-0.2570511787378049,-0.19075973216373313,1.0911853784925638,0.030361863507388866,1.0245147269071564,-0.22279606392155193,0.0,0.0,1.0
2023-10-23,Ladkrabang,Train,-0.9444500193870046,0.4538362384846789,-0.6263657835557523,-0.241854091282675,0.0,1.0,-0.8660254037844386,0.5000000000000001,1.0661789678951084,1.0745747401317562,1.060327207569887,0.28961902532749656,1.0095515811659674,-0.10149110197412897,1.0,0.0,0.0
2023-10-24,Ladkrabang,Train,1.4423296303813695,0.8702150177923514,-0.1833629845252051,-0.28924407117541723,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,1.1257392145552545,1.083265926406109,0.6840840043016578,1.6366582154954104,0.6106630766331369,1.4788876888333655,0.0,1.0,0.0
2023-10-25,Ladkrabang,Train,1.3492229521191637,0.31504331204878805,0.9103001755814586,-0.8579238298883157,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0.9917286595699257,1.017315159971314,0.744856671195247,1.8723845301476734,0.6600897257911255,1.6759374714774913,0.0,1.0,0.0
2023-10-26,Ladkrabang,Train,1.2561162738569587,-0.06663723564991181,0.3565466767932744,-0.47880399074638286,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,1.3426377794759534,1.0515686588172928,0.8136191193471034,2.0731321016897657,0.7168853219915482,1.868494390664976,0.0,1.0,0.0
2023-10-27,Ladkrabang,Train,1.1630095955947528,-0.3789213201306662,-0.5156150837981156,-0.7157538902100907,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,1.5401792642321046,1.4902179425463957,0.7981743059699012,2.0201555073399695,0.7621287261036139,2.00937585750464,0.0,1.0,0.0
2023-10-28,Ladkrabang,Train,0.01910362579416599,-0.10133546725888452,-0.1833629845252051,-0.3366340510681578,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,-0.003423795043349283,-0.03482962547681423,0.7276817870731458,1.740717723945759,0.7194596266351941,1.8307568703462058,0.0,0.0,1.0
2023-10-29,Ladkrabang,Train,-0.5576219136573376,0.10685392239495177,1.1041139001573228,-0.6209739304246079,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,-0.4193528508867031,-0.27000290113577385,0.7357973916583141,1.7175578323751812,0.7284375140799065,1.8038402305742178,0.0,0.0,1.0
2023-10-30,Ladkrabang,Train,0.8424948794187429,-0.3789213201306662,1.7132427488243258,-1.0474837494592812,0.0,1.0,-0.8660254037844386,0.5000000000000001,-0.9127102273882469,-1.0378947707874204,0.7146590727388048,1.8313453638579693,0.6968701033872077,1.9525499445164096,0.0,1.0,0.0
2023-10-31,Ladkrabang,Train,1.2001852836778637,-0.7606018678293661,0.48114121402061577,-1.142263709244764,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,1.4453792049647054,1.3450240071395598,1.050324253081191,0.44480283651844316,1.0341683693208257,0.31998800138692063,0.0,1.0,0.0
2023-11-01,Ladkrabang,Train,0.9223723713811027,-0.2748266253037481,-0.5986781086163432,-0.5735839505318656,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,1.3533917129007016,1.3180983712307808,1.0048391204061753,0.2731790966351705,0.9929473162144562,0.18274653398790286,0.0,1.0,0.0
2023-11-02,Ladkrabang,Train,1.0801178586526812,0.14155215400392449,-0.6540534584951616,-0.9527037896737985,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,1.261404220836699,1.2911727353220006,0.9246582053379783,0.03502902848776537,0.9148171702798218,-0.04206771536892098,0.0,1.0,0.0
2023-11-03,Ladkrabang,Train,1.2840817689465056,0.5926291649205697,-0.6125219460860478,0.04248578807377509,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,1.169416728772695,1.2642470994132216,0.8915981261945188,-0.08635984072360567,0.8639746535678292,-0.234566596962281,0.0,1.0,0.0
2023-11-04,Ladkrabang,Train,-0.17682229788709394,1.286593797100024,-0.058768447297863693,-0.004904191818967157,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,0.03926104839642212,0.012716275906410219,0.9143406925320261,0.007617879564783853,0.8916806072950613,-0.08681761977694687,0.0,0.0,1.0
2023-11-05,Ladkrabang,Train,1.6191653358577887,0.2803450804398153,0.8687686631723447,-0.1470741314971905,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,-0.5305319779856426,-0.43718042535420826,0.8775373694132385,0.2081356942318787,0.9167800775706022,-0.2102317675147559,0.0,0.0,1.0
