Date,Station_Name,Dataset_Type,Passenger_Arrival_Filled,day_sin,Passenger_Arrival_Lag7,Passenger_Departure_Lag7,Passenger_Arrival_Roll_Mean_7,Passenger_Arrival_Roll_Std_7,Passenger_Departure_Roll_Mean_7,Passenger_Departure_Roll_Std_7,holiday_category_Weekday
2022-01-08,Phayathai,Train,4633.0,-0.9749279121818236,3828.0,3665.0,5286.285714285715,1285.4706938557194,5645.428571428572,1364.9066948748862,0.0
2022-01-09,Phayathai,Train,4012.0,-0.7818314824680299,3817.0,4176.0,5401.285714285715,1163.4875324193372,5814.142857142857,1132.5162881200176,0.0
2022-01-10,Phayathai,Train,6081.0,0.0,4103.0,4865.0,5429.142857142857,1120.7840155550978,5844.285714285715,1083.3915442236191,1.0
2022-01-11,Phayathai,Train,5782.0,0.7818314824680298,6363.0,6713.0,5711.714285714285,969.903554360899,6061.0,1003.6436950764285,1.0
2022-01-12,Phayathai,Train,5717.0,0.9749279121818236,6275.0,6759.0,5628.714285714285,928.8722040348564,5976.0,963.6193923605592,1.0
2022-01-13,Phayathai,Train,5728.0,0.43388373911755823,6297.0,6606.0,5549.0,887.1724747759031,5838.428571428572,899.8336618773599,1.0
2022-01-14,Phayathai,Train,6379.0,-0.433883739117558,6321.0,6734.0,5467.714285714285,831.5382761857118,5740.142857142857,837.4314755193261,1.0
2022-01-15,Phayathai,Train,4806.0,-0.9749279121818236,4633.0,4846.0,5476.0,841.6848182861169,5730.571428571428,824.4614114969959,0.0
2022-01-16,Phayathai,Train,4025.0,-0.7818314824680299,4012.0,4387.0,5500.714285714285,814.9207966188524,5743.714285714285,808.5906904991576,0.0
2022-01-17,Phayathai,Train,5880.0,0.0,6081.0,6382.0,5502.571428571428,810.9679108207381,5759.142857142857,778.8732093161736,1.0
2022-01-18,Phayathai,Train,5664.0,0.7818314824680298,5782.0,6118.0,5473.857142857143,790.370678557732,5744.285714285715,765.8957096728235,1.0
2022-01-19,Phayathai,Train,5842.0,0.9749279121818236,5717.0,5796.0,5457.0,783.9353714858559,5755.142857142857,772.5857942803566,1.0
2022-01-20,Phayathai,Train,6039.0,0.43388373911755823,5728.0,5918.0,5474.857142857143,792.2248057572693,5800.0,784.3789475332273,1.0
2022-01-21,Phayathai,Train,6614.0,-0.433883739117558,6379.0,6667.0,5519.285714285715,817.116824427147,5827.285714285715,792.4484661027312,1.0
2022-01-22,Phayathai,Train,4944.0,-0.9749279121818236,4806.0,4938.0,5552.857142857143,861.9242868085785,5846.142857142857,816.952350420233,0.0
2022-01-23,Phayathai,Train,4224.0,-0.7818314824680299,4025.0,4495.0,5572.571428571428,843.3733568518865,5880.428571428572,776.5232035903923,0.0
2022-01-24,Phayathai,Train,6246.0,0.0,5880.0,6278.0,5601.0,783.7603800482223,5885.0,767.0441099875983,1.0
2022-01-25,Phayathai,Train,6066.0,0.7818314824680298,5664.0,6194.0,5653.285714285715,816.9791336147487,5939.285714285715,811.6435412761186,1.0
2022-01-26,Phayathai,Train,6255.0,0.9749279121818236,5842.0,6110.0,5710.714285714285,831.8514920115882,5964.428571428572,823.4886878686431,1.0
2022-01-27,Phayathai,Train,6153.0,0.43388373911755823,6039.0,6109.0,5769.714285714285,856.9816634144352,6008.571428571428,840.6947240512571,1.0
2022-01-28,Phayathai,Train,7046.0,-0.433883739117558,6614.0,6799.0,5786.0,864.0063657172908,6060.0,858.6811592979864,1.0
2022-01-29,Phayathai,Train,5254.0,-0.9749279121818236,4944.0,5178.0,5847.714285714285,944.6690274527753,6154.714285714285,981.5538216327749,0.0
2022-01-30,Phayathai,Train,4598.0,-0.7818314824680299,4224.0,4527.0,5892.0,901.5233404262667,6223.714285714285,916.2553709320919,0.0
2022-01-31,Phayathai,Train,6434.0,0.0,6246.0,6658.0,5945.428571428572,790.4319192995814,6295.714285714285,768.6116735789961,1.0
2022-02-01,Phayathai,Train,6620.0,0.7818314824680298,6066.0,6370.0,5972.285714285715,805.3990137991059,6315.0,780.8138916113966,1.0
2022-02-02,Phayathai,Train,6837.0,0.9749279121818236,6255.0,6419.0,6051.428571428572,842.5073406491008,6413.857142857143,831.1234221565071,1.0
2022-02-03,Phayathai,Train,6843.0,0.43388373911755823,6153.0,6469.0,6134.571428571428,893.1408730136696,6521.142857142857,878.9909799634713,1.0
2022-02-04,Phayathai,Train,8110.0,-0.433883739117558,7046.0,7462.0,6233.142857142857,932.7129655957813,6648.142857142857,932.7788999492202,1.0
2022-02-05,Phayathai,Train,6114.0,-0.9749279121818236,5254.0,5661.0,6385.142857142857,1148.9015665076843,6763.142857142857,1086.7550212400574,0.0
2022-02-06,Phayathai,Train,5048.0,-0.7818314824680299,4598.0,5031.0,6508.0,1049.4622432465121,6912.0,976.3885838469582,0.0
2022-02-07,Phayathai,Train,7364.0,0.0,6434.0,6793.0,6572.285714285715,918.5856364153386,6958.428571428572,874.4420806325336,1.0
2022-02-08,Phayathai,Train,6695.0,0.7818314824680298,6620.0,7062.0,6705.142857142857,961.5030644034082,7051.0,888.2019289928776,1.0
2022-02-09,Phayathai,Train,6706.0,0.9749279121818236,6837.0,7170.0,6715.857142857143,960.8137919790413,7049.571428571428,888.1893298809032,1.0
2022-02-10,Phayathai,Train,6967.0,0.43388373911755823,6843.0,7358.0,6697.142857142857,959.3356083893744,7007.428571428572,888.5214041959191,1.0
2022-02-11,Phayathai,Train,7653.0,-0.433883739117558,8110.0,8267.0,6714.857142857143,963.6130669813192,6962.428571428572,875.6913187386796,1.0
2022-02-12,Phayathai,Train,6054.0,-0.9749279121818236,6114.0,6703.0,6649.571428571428,863.6312594973355,6930.0,821.8783364951299,0.0
2022-02-13,Phayathai,Train,5091.0,-0.7818314824680299,5048.0,5356.0,6641.0,870.1061237956369,6830.714285714285,892.7910756509087,0.0
2022-02-14,Phayathai,Train,7348.0,0.0,7364.0,7441.0,6647.142857142857,857.0389778322868,6810.428571428572,932.6090386907159,1.0
2022-02-15,Phayathai,Train,7461.0,0.7818314824680298,6695.0,7052.0,6644.857142857143,854.8269666178905,6846.714285714285,965.5902709889809,1.0
2022-02-16,Phayathai,Train,4672.0,0.9749279121818236,6706.0,6875.0,6754.285714285715,909.5903316485798,6882.714285714285,979.1223475279141,0.0
2022-02-17,Phayathai,Train,6833.0,0.43388373911755823,6967.0,7043.0,6463.714285714285,1204.6221695737518,6615.285714285715,1210.0085005604606,1.0
2022-02-18,Phayathai,Train,7357.0,-0.433883739117558,7653.0,8040.0,6444.571428571428,1196.3275550816425,6637.142857142857,1220.359841545577,1.0
2022-02-19,Phayathai,Train,5391.0,-0.9749279121818236,6054.0,6008.0,6402.285714285715,1150.862533680097,6600.428571428572,1174.1105650864495,0.0
2022-02-20,Phayathai,Train,4671.0,-0.7818314824680299,5091.0,5214.0,6307.571428571428,1210.0625131431377,6583.428571428572,1184.9296543315506,0.0
2022-02-21,Phayathai,Train,6817.0,0.0,7348.0,7695.0,6247.571428571428,1288.3211112584806,6557.142857142857,1221.837336223803,1.0
2022-02-22,Phayathai,Train,6573.0,0.7818314824680298,7461.0,7304.0,6171.714285714285,1226.896724027158,6496.857142857143,1165.4477578126266,1.0
2022-02-23,Phayathai,Train,6642.0,0.9749279121818236,4672.0,5003.0,6044.857142857143,1111.8885478577172,6432.857142857143,1125.3475653579856,1.0
