Date,Station_Name,Dataset_Type,Passenger_Departure_Filled,day_sin,Passenger_Arrival_Lag7,Passenger_Departure_Lag7,Passenger_Arrival_Roll_Mean_7,Passenger_Departure_Roll_Mean_7,Passenger_Departure_Roll_Std_7,holiday_category_Weekday
2023-03-21,Suvarnabhumi,Train,10214.0,0.7818314824680298,11299.0,10316.0,11680.714285714286,10144.0,644.9232512477995,1.0
2023-03-22,Suvarnabhumi,Train,10129.0,0.9749279121818236,11530.0,10007.0,11659.57142857143,10129.42857142857,641.5327627754626,1.0
2023-03-23,Suvarnabhumi,Train,9628.0,0.43388373911755823,11810.0,10129.0,11650.714285714286,10146.857142857143,639.3057246136951,1.0
2023-03-24,Suvarnabhumi,Train,10244.0,-0.433883739117558,13117.0,10984.0,11674.142857142857,10075.285714285714,668.9927040672944,1.0
2023-03-25,Suvarnabhumi,Train,8814.0,-0.9749279121818236,11226.0,9116.0,11611.285714285714,9969.57142857143,549.2087815342345,0.0
2023-03-26,Suvarnabhumi,Train,8724.0,-0.7818314824680299,10951.0,9649.0,11585.285714285714,9926.42857142857,632.9183352120968,0.0
2023-03-27,Suvarnabhumi,Train,10331.0,0.0,11832.0,10807.0,11492.714285714286,9794.285714285714,779.9732290888401,1.0
2023-03-28,Suvarnabhumi,Train,10690.0,0.7818314824680298,11151.0,10214.0,11428.0,9726.285714285714,692.8508050765855,1.0
2023-03-29,Suvarnabhumi,Train,10557.0,0.9749279121818236,11468.0,10129.0,11547.714285714286,9794.285714285714,767.9806235155105,1.0
2023-03-30,Suvarnabhumi,Train,10195.0,0.43388373911755823,11974.0,9628.0,11534.142857142857,9855.42857142857,814.6876409894691,1.0
2023-03-31,Suvarnabhumi,Train,10339.0,-0.433883739117558,12677.0,10244.0,11609.714285714286,9936.42857142857,816.4918568981478,1.0
2023-04-01,Suvarnabhumi,Train,9362.0,-0.9749279121818236,11044.0,8814.0,11652.714285714286,9950.0,823.2180756033198,0.0
2023-04-02,Suvarnabhumi,Train,9454.0,-0.7818314824680299,10303.0,8724.0,11645.857142857143,10028.285714285714,716.2954963527767,0.0
2023-04-03,Suvarnabhumi,Train,11158.0,0.0,11379.0,10331.0,11656.857142857143,10132.57142857143,521.3747395565414,1.0
2023-04-04,Suvarnabhumi,Train,10371.0,0.7818314824680298,11989.0,10690.0,11734.42857142857,10250.714285714286,651.3339425839383,1.0
2023-04-05,Suvarnabhumi,Train,10518.0,0.9749279121818236,11373.0,10557.0,11592.142857142857,10205.142857142857,626.1489249296118,1.0
2023-04-06,Suvarnabhumi,Train,8958.0,0.43388373911755823,12503.0,10195.0,11586.285714285714,10199.57142857143,622.6601151893796,0.0
2023-04-07,Suvarnabhumi,Train,10071.0,-0.433883739117558,12978.0,10339.0,11215.42857142857,10022.857142857143,779.862900038959,1.0
2023-04-08,Suvarnabhumi,Train,8560.0,-0.9749279121818236,10996.0,9362.0,11023.142857142857,9984.57142857143,768.2477588953003,0.0
2023-04-09,Suvarnabhumi,Train,8753.0,-0.7818314824680299,10380.0,9454.0,10907.57142857143,9870.0,921.1541673357574,0.0
2023-04-10,Suvarnabhumi,Train,9817.0,0.0,11922.0,11158.0,10839.0,9769.857142857143,1007.9337657755636,1.0
2023-04-11,Suvarnabhumi,Train,9595.0,0.7818314824680298,10993.0,10371.0,10647.0,9578.285714285714,807.668189767269,1.0
2023-04-12,Suvarnabhumi,Train,9963.0,0.9749279121818236,11332.0,10518.0,10646.57142857143,9467.42857142857,730.2768555242034,1.0
2023-04-13,Suvarnabhumi,Train,9202.0,0.43388373911755823,9907.0,8958.0,10608.0,9388.142857142857,618.8312717188547,0.0
2023-04-14,Suvarnabhumi,Train,7998.0,-0.433883739117558,11632.0,10071.0,10673.57142857143,9423.0,597.0530406365631,0.0
2023-04-15,Suvarnabhumi,Train,7659.0,-0.9749279121818236,10187.0,8560.0,10430.857142857143,9126.857142857143,722.9166453959317,0.0
2023-04-16,Suvarnabhumi,Train,7815.0,-0.7818314824680299,9900.0,8753.0,10336.57142857143,8998.142857142857,899.3476206991231,0.0
2023-04-17,Suvarnabhumi,Train,8455.0,0.0,10578.0,9817.0,10351.142857142857,8864.142857142857,1005.5675724968331,0.0
2023-04-18,Suvarnabhumi,Train,8827.0,0.7818314824680298,10990.0,9595.0,10473.0,8669.57142857143,918.4635462087302,1.0
2023-04-19,Suvarnabhumi,Train,9193.0,0.9749279121818236,11062.0,9963.0,10536.0,8559.857142857143,831.2196718420307,1.0
2023-04-20,Suvarnabhumi,Train,8900.0,0.43388373911755823,10366.0,9202.0,10581.714285714286,8449.857142857143,644.5821459342268,1.0
2023-04-21,Suvarnabhumi,Train,9469.0,-0.433883739117558,9933.0,7998.0,10760.714285714286,8406.714285714286,593.9693354278495,1.0
2023-04-22,Suvarnabhumi,Train,7955.0,-0.9749279121818236,9527.0,7659.0,11061.857142857143,8616.857142857143,679.3478315196911,0.0
2023-04-23,Suvarnabhumi,Train,8138.0,-0.7818314824680299,10002.0,7815.0,11177.142857142857,8659.142857142857,616.0531439660922,0.0
2023-04-24,Suvarnabhumi,Train,9612.0,0.0,11431.0,8455.0,11196.857142857143,8705.285714285714,550.944254374798,1.0
2023-04-25,Suvarnabhumi,Train,9694.0,0.7818314824680298,11431.0,8827.0,11142.42857142857,8870.57142857143,631.0691608011895,1.0
2023-04-26,Suvarnabhumi,Train,9517.0,0.9749279121818236,11382.0,9193.0,11144.42857142857,8994.42857142857,702.1682745000078,1.0
2023-04-27,Suvarnabhumi,Train,9705.0,0.43388373911755823,11619.0,8900.0,11167.42857142857,9040.714285714286,727.6555307483098,1.0
2023-04-28,Suvarnabhumi,Train,10590.0,-0.433883739117558,12041.0,9469.0,11262.42857142857,9155.714285714286,764.3946873803297,1.0
2023-04-29,Suvarnabhumi,Train,9087.0,-0.9749279121818236,10334.0,7955.0,11449.857142857143,9315.857142857143,938.5541058052246,0.0
2023-04-30,Suvarnabhumi,Train,8417.0,-0.7818314824680299,10140.0,8138.0,11627.714285714286,9477.57142857143,741.9215720328231,0.0
2023-05-01,Suvarnabhumi,Train,9575.0,0.0,11050.0,9612.0,11645.57142857143,9517.42857142857,661.0503907022942,0.0
2023-05-02,Suvarnabhumi,Train,10170.0,0.7818314824680298,11445.0,9694.0,11627.285714285714,9512.142857142857,660.3156892909983,1.0
2023-05-03,Suvarnabhumi,Train,10049.142857142857,0.9749279121818236,11543.0,9517.0,11743.857142857143,9580.142857142857,705.1520943672459,1.0
2023-05-04,Suvarnabhumi,Train,9928.285714285714,0.43388373911755823,12284.0,9705.0,11812.755102040815,9656.163265306122,725.5982726382591,0.0
2023-05-05,Suvarnabhumi,Train,9807.42857142857,-0.433883739117558,13353.0,10590.0,11742.122448979591,9688.061224489795,732.9734376174283,0.0
2023-05-06,Suvarnabhumi,Train,9686.57142857143,-0.9749279121818236,11579.0,9087.0,11485.102040816328,9576.26530612245,624.0682493014986,0.0
2023-05-07,Suvarnabhumi,Train,9565.714285714286,-0.7818314824680299,10265.0,8417.0,11447.836734693878,9661.918367346938,585.6903122686621,0.0
2023-05-08,Suvarnabhumi,Train,9444.857142857143,0.0,10922.0,9575.0,11564.612244897959,9826.020408163266,234.21001141305146,1.0
2023-05-09,Suvarnabhumi,Train,9324.0,0.7818314824680298,12261.0,10170.0,11553.857142857143,9807.42857142857,261.0812681359315,1.0
2023-05-10,Suvarnabhumi,Train,9122.0,0.9749279121818236,12025.285714285714,10049.142857142857,11318.142857142857,9686.57142857143,261.0812681359322,1.0
2023-05-11,Suvarnabhumi,Train,9341.0,0.43388373911755823,11789.57142857143,9928.285714285714,11122.244897959185,9554.122448979591,280.91051457929535,1.0
2023-05-12,Suvarnabhumi,Train,9513.0,-0.433883739117558,11553.857142857143,9807.42857142857,11030.448979591836,9470.224489795917,234.38403652817692,1.0
2023-05-13,Suvarnabhumi,Train,8522.0,-0.9749279121818236,11318.142857142857,9686.57142857143,11010.183673469388,9428.163265306124,185.00197514255677,0.0
2023-05-14,Suvarnabhumi,Train,8442.0,-0.7818314824680299,11082.42857142857,9565.714285714286,10790.877551020409,9261.795918367347,357.2965179641561,0.0
2023-05-15,Suvarnabhumi,Train,9794.0,0.0,10846.714285714286,9444.857142857143,10652.816326530612,9101.26530612245,440.69514065522026,1.0
2023-05-16,Suvarnabhumi,Train,9550.0,0.7818314824680298,10611.0,9324.0,10737.57142857143,9151.142857142857,501.61154577738984,1.0
2023-05-17,Suvarnabhumi,Train,9117.0,0.9749279121818236,10654.0,9122.0,10793.857142857143,9183.42857142857,521.4715898758612,0.0
2023-05-18,Suvarnabhumi,Train,9434.0,0.43388373911755823,11147.0,9341.0,10811.857142857143,9182.714285714286,521.5731697744918,1.0
2023-05-19,Suvarnabhumi,Train,9288.0,-0.433883739117558,11412.0,9513.0,10892.285714285714,9196.0,527.4286681628515,1.0
2023-05-20,Suvarnabhumi,Train,8554.0,-0.9749279121818236,9783.0,8522.0,10980.42857142857,9163.857142857143,511.50576033626675,0.0
2023-05-21,Suvarnabhumi,Train,7934.0,-0.7818314824680299,10116.0,8442.0,11084.714285714286,9168.42857142857,504.9138068829094,0.0
2023-05-22,Suvarnabhumi,Train,10276.0,0.0,11440.0,9794.0,10795.0,9095.857142857143,644.0596319626386,1.0
2023-05-23,Suvarnabhumi,Train,9203.0,0.7818314824680298,11005.0,9550.0,10754.42857142857,9164.714285714286,748.445213823482,1.0
2023-05-24,Suvarnabhumi,Train,9364.0,0.9749279121818236,10780.0,9117.0,10740.714285714286,9115.142857142857,729.9361681159863,1.0
2023-05-25,Suvarnabhumi,Train,9848.0,0.43388373911755823,11710.0,9434.0,10812.142857142857,9150.42857142857,735.9859276605263,1.0
2023-05-26,Suvarnabhumi,Train,9762.0,-0.433883739117558,12029.0,9288.0,10889.285714285714,9209.57142857143,778.0059676598406,1.0
2023-05-27,Suvarnabhumi,Train,9346.0,-0.9749279121818236,10513.0,8554.0,11065.857142857143,9277.285714285714,806.0902997981121,0.0
2023-05-28,Suvarnabhumi,Train,9561.0,-0.7818314824680299,8088.0,7934.0,11220.714285714286,9390.42857142857,740.5695684500704,0.0
2023-05-29,Suvarnabhumi,Train,10764.0,0.0,11156.0,10276.0,11477.285714285714,9622.857142857143,369.77670224589036,1.0
2023-05-30,Suvarnabhumi,Train,10001.0,0.7818314824680298,10909.0,9203.0,11381.142857142857,9692.57142857143,526.3078494388894,1.0
2023-05-31,Suvarnabhumi,Train,10189.0,0.9749279121818236,11280.0,9364.0,11353.57142857143,9806.57142857143,487.5919937621909,1.0
2023-06-01,Suvarnabhumi,Train,10007.0,0.43388373911755823,12250.0,9848.0,11316.57142857143,9924.42857142857,461.8126810525976,1.0
2023-06-02,Suvarnabhumi,Train,10420.0,-0.433883739117558,13265.0,9762.0,11196.857142857143,9947.142857142857,461.3369804425452,1.0
2023-06-03,Suvarnabhumi,Train,8901.0,-0.9749279121818236,11597.0,9346.0,11049.285714285714,10041.142857142857,483.8138170038605,0.0
2023-06-04,Suvarnabhumi,Train,8436.0,-0.7818314824680299,9884.0,9561.0,10900.42857142857,9977.57142857143,604.5477254783016,0.0
2023-06-05,Suvarnabhumi,Train,8835.0,0.0,10483.0,10764.0,10890.285714285714,9816.857142857143,838.1502308797899,0.0
2023-06-06,Suvarnabhumi,Train,9369.0,0.7818314824680298,10716.0,10001.0,10969.285714285714,9541.285714285714,790.6075120407556,1.0
2023-06-07,Suvarnabhumi,Train,8999.0,0.9749279121818236,11021.0,10189.0,11077.57142857143,9451.0,765.0322433292396,1.0
2023-06-08,Suvarnabhumi,Train,9413.0,0.43388373911755823,11412.0,10007.0,11099.42857142857,9281.0,703.4446199477034,1.0
2023-06-09,Suvarnabhumi,Train,10493.0,-0.433883739117558,12232.0,10420.0,11175.857142857143,9196.142857142857,633.6335503984236,1.0
2023-06-10,Suvarnabhumi,Train,8819.0,-0.9749279121818236,10555.0,8901.0,11375.714285714286,9206.57142857143,657.2923898192656,0.0
2023-06-11,Suvarnabhumi,Train,8941.0,-0.7818314824680299,9813.0,8436.0,11454.714285714286,9194.857142857143,664.3388765209955,0.0
2023-06-12,Suvarnabhumi,Train,10428.0,0.0,11036.0,8835.0,11502.57142857143,9267.0,591.6395298941487,1.0
2023-06-13,Suvarnabhumi,Train,10344.0,0.7818314824680298,11474.0,9369.0,11463.0,9494.57142857143,695.1018767401334,1.0
2023-06-14,Suvarnabhumi,Train,9275.0,0.9749279121818236,11174.0,8999.0,11441.714285714286,9633.857142857143,760.3679873525143,1.0
2023-06-15,Suvarnabhumi,Train,9687.0,0.43388373911755823,11947.0,9413.0,11392.857142857143,9673.285714285714,728.4469127959443,1.0
2023-06-16,Suvarnabhumi,Train,9209.0,-0.433883739117558,13631.0,10493.0,11355.285714285714,9712.42857142857,719.4353937042041,1.0
2023-06-17,Suvarnabhumi,Train,8731.0,-0.9749279121818236,11108.0,8819.0,11043.142857142857,9529.0,647.3214039409144,0.0
2023-06-18,Suvarnabhumi,Train,8931.0,-0.7818314824680299,10148.0,8941.0,11057.42857142857,9516.42857142857,664.0466492506298,0.0
2023-06-19,Suvarnabhumi,Train,10936.0,0.0,10759.0,10428.0,11103.285714285714,9515.0,665.5000626095912,1.0
2023-06-20,Suvarnabhumi,Train,10224.0,0.7818314824680298,11325.0,10344.0,11288.0,9587.57142857143,796.4659141363106,1.0
2023-06-21,Suvarnabhumi,Train,11053.0,0.9749279121818236,10832.0,9275.0,11317.285714285714,9570.42857142857,778.5614634574388,1.0
2023-06-22,Suvarnabhumi,Train,10721.5,0.43388373911755823,11684.0,9687.0,11670.42857142857,9824.42857142857,939.5101307140452,1.0
2023-06-23,Suvarnabhumi,Train,10390.0,-0.433883739117558,11446.0,9209.0,11799.07142857143,9972.214285714286,994.069240426411,1.0
2023-06-24,Suvarnabhumi,Train,10058.5,-0.9749279121818236,11208.0,8731.0,11858.92857142857,10140.92857142857,941.7925474227274,0.0
2023-06-25,Suvarnabhumi,Train,9727.0,-0.7818314824680299,10469.0,8931.0,11850.0,10330.57142857143,717.5170397844159,0.0
2023-06-26,Suvarnabhumi,Train,11197.0,0.0,12052.0,10936.0,11843.857142857143,10444.285714285714,483.72959536151075,1.0
2023-06-27,Suvarnabhumi,Train,10655.0,0.7818314824680298,11530.0,10224.0,11800.0,10481.57142857143,535.2616516380803,1.0
2023-06-28,Suvarnabhumi,Train,10036.0,0.9749279121818236,13304.0,11053.0,11777.285714285714,10543.142857142857,525.3930841352816,1.0
2023-06-29,Suvarnabhumi,Train,10299.0,0.43388373911755823,12584.5,10721.5,11572.142857142857,10397.857142857143,500.9509884780964,1.0
2023-06-30,Suvarnabhumi,Train,10510.0,-0.433883739117558,11865.0,10390.0,11520.07142857143,10337.5,480.4925424326291,1.0
2023-07-01,Suvarnabhumi,Train,9252.0,-0.9749279121818236,11145.5,10058.5,11673.5,10354.642857142857,484.7991606743094,0.0
2023-07-02,Suvarnabhumi,Train,9345.0,-0.7818314824680299,10426.0,9727.0,11663.57142857143,10239.42857142857,638.4070950793522,0.0
2023-07-03,Suvarnabhumi,Train,10338.0,0.0,11745.0,11197.0,11657.714285714286,10184.857142857143,702.6088121118183,1.0
2023-07-04,Suvarnabhumi,Train,9853.0,0.7818314824680298,11371.0,10655.0,11624.0,10062.142857142857,556.1119277542182,1.0
2023-07-05,Suvarnabhumi,Train,9718.0,0.9749279121818236,11868.0,10036.0,11577.285714285714,9947.57142857143,492.6015486316717,1.0
2023-07-06,Suvarnabhumi,Train,9827.0,0.43388373911755823,12220.0,10299.0,11505.42857142857,9902.142857142857,497.7239625105244,1.0
2023-07-07,Suvarnabhumi,Train,10059.0,-0.433883739117558,12939.0,10510.0,11492.714285714286,9834.714285714286,465.95769274538856,1.0
2023-07-08,Suvarnabhumi,Train,8945.0,-0.9749279121818236,11076.0,9252.0,11494.285714285714,9770.285714285714,380.33656774222857,0.0
2023-07-09,Suvarnabhumi,Train,8972.0,-0.7818314824680299,10385.0,9345.0,11470.142857142857,9726.42857142857,459.51926225239566,0.0
2023-07-10,Suvarnabhumi,Train,10399.0,0.0,11509.0,10338.0,11463.0,9673.142857142857,527.6910170960301,1.0
2023-07-11,Suvarnabhumi,Train,10006.0,0.7818314824680298,11044.0,9853.0,11467.857142857143,9681.857142857143,540.8402193413282,1.0
2023-07-12,Suvarnabhumi,Train,9929.0,0.9749279121818236,11365.0,9718.0,11502.57142857143,9703.714285714286,551.8881874334736,1.0
2023-07-13,Suvarnabhumi,Train,9710.0,0.43388373911755823,12131.0,9827.0,11530.142857142857,9733.857142857143,558.520792979554,1.0
2023-07-14,Suvarnabhumi,Train,10508.0,-0.433883739117558,12950.0,10059.0,11537.42857142857,9717.142857142857,557.0174828409874,1.0
2023-07-15,Suvarnabhumi,Train,8871.0,-0.9749279121818236,10907.0,8945.0,11568.857142857143,9781.285714285714,624.6865118563647,0.0
2023-07-16,Suvarnabhumi,Train,9418.0,-0.7818314824680299,10335.0,8972.0,11672.285714285714,9770.714285714286,641.5948135403986,0.0
2023-07-17,Suvarnabhumi,Train,11038.0,0.0,11543.0,10399.0,11639.42857142857,9834.42857142857,566.8494383117269,1.0
2023-07-18,Suvarnabhumi,Train,10639.0,0.7818314824680298,11287.0,10006.0,11620.57142857143,9925.714285714286,707.0385926019928,1.0
2023-07-19,Suvarnabhumi,Train,9951.0,0.9749279121818236,11558.0,9929.0,11671.142857142857,10016.142857142857,757.6840653314406,1.0
2023-07-20,Suvarnabhumi,Train,9976.0,0.43388373911755823,12182.0,9710.0,11684.57142857143,10019.285714285714,757.3078885732499,1.0
2023-07-21,Suvarnabhumi,Train,10233.0,-0.433883739117558,13170.0,10508.0,11620.285714285714,10057.285714285714,745.7881098287507,1.0
2023-07-22,Suvarnabhumi,Train,9191.0,-0.9749279121818236,11631.0,8871.0,11477.857142857143,10018.0,725.0434469740663,0.0
2023-07-23,Suvarnabhumi,Train,8930.0,-0.7818314824680299,10105.0,9418.0,11396.142857142857,10063.714285714286,646.5059201290742,0.0
2023-07-24,Suvarnabhumi,Train,10141.0,0.0,11411.0,11038.0,11369.857142857143,9994.0,746.3421914019751,1.0
2023-07-25,Suvarnabhumi,Train,10975.0,0.7818314824680298,11641.0,10639.0,11353.42857142857,9865.857142857143,599.8456547511574,1.0
2023-07-26,Suvarnabhumi,Train,11481.0,0.9749279121818236,11652.0,9951.0,11332.285714285714,9913.857142857143,680.0991174261624,1.0
2023-07-27,Suvarnabhumi,Train,12063.0,0.43388373911755823,11732.0,9976.0,11426.42857142857,10132.42857142857,903.2673759087002,1.0
2023-07-28,Suvarnabhumi,Train,10645.0,-0.433883739117558,12173.0,10233.0,11651.857142857143,10430.57142857143,1152.950108365922,0.0
2023-07-29,Suvarnabhumi,Train,9806.0,-0.9749279121818236,11059.0,9191.0,11579.0,10489.42857142857,1151.6987246589238,0.0
2023-07-30,Suvarnabhumi,Train,9433.0,-0.7818314824680299,9921.0,8930.0,11643.42857142857,10577.285714285714,1055.5871532447131,0.0
2023-07-31,Suvarnabhumi,Train,10247.0,0.0,11296.0,10141.0,11717.0,10649.142857142857,934.9938375147274,0.0
2023-08-01,Suvarnabhumi,Train,9529.0,0.7818314824680298,11493.0,10975.0,11705.42857142857,10664.285714285714,926.2096080776091,0.0
2023-08-02,Suvarnabhumi,Train,9301.0,0.9749279121818236,12311.0,11481.0,11710.857142857143,10457.714285714286,1003.3953548304261,0.0
2023-08-03,Suvarnabhumi,Train,9772.0,0.43388373911755823,13310.0,12063.0,11792.285714285714,10146.285714285714,970.633249359376,1.0
2023-08-04,Suvarnabhumi,Train,10648.0,-0.433883739117558,11663.0,10645.0,11748.285714285714,9819.0,477.71295425883045,1.0
2023-08-05,Suvarnabhumi,Train,9429.0,-0.9749279121818236,11510.0,9806.0,12004.714285714286,9819.42857142857,478.57805254836467,0.0
2023-08-06,Suvarnabhumi,Train,9674.0,-0.7818314824680299,10436.0,9433.0,12095.42857142857,9765.57142857143,501.02756316160026,0.0
2023-08-07,Suvarnabhumi,Train,11641.0,0.0,11215.0,10247.0,12234.714285714286,9800.0,482.2958981096211,1.0
2023-08-08,Suvarnabhumi,Train,10775.0,0.7818314824680298,11531.0,9529.0,12520.142857142857,9999.142857142857,847.3018802000333,1.0
2023-08-09,Suvarnabhumi,Train,10844.0,0.9749279121818236,12881.0,9301.0,12578.857142857143,10177.142857142857,862.8107997646496,1.0
2023-08-10,Suvarnabhumi,Train,10770.0,0.43388373911755823,13002.0,9772.0,12516.714285714286,10397.57142857143,796.1999031112266,1.0
2023-08-11,Suvarnabhumi,Train,11527.0,-0.433883739117558,13458.0,10648.0,12478.142857142857,10540.142857142857,753.733248254216,1.0
2023-08-12,Suvarnabhumi,Train,9764.0,-0.9749279121818236,12145.0,9429.0,12508.714285714286,10665.714285714286,842.6703021320268,0.0
2023-08-13,Suvarnabhumi,Train,9704.0,-0.7818314824680299,11411.0,9674.0,12484.142857142857,10713.57142857143,766.8282852423108,0.0
2023-08-14,Suvarnabhumi,Train,9926.0,0.0,13213.0,11641.0,12353.57142857143,10717.857142857143,760.1042535011364,0.0
2023-08-15,Suvarnabhumi,Train,11423.0,0.7818314824680298,11942.0,10775.0,12167.57142857143,10472.857142857143,685.7138442459201,1.0
2023-08-16,Suvarnabhumi,Train,10811.0,0.9749279121818236,12446.0,10844.0,12254.714285714286,10565.42857142857,771.6557646046982,1.0
2023-08-17,Suvarnabhumi,Train,10866.0,0.43388373911755823,12732.0,10770.0,12304.0,10560.714285714286,769.7687345962728,1.0
2023-08-18,Suvarnabhumi,Train,11823.0,-0.433883739117558,13672.0,11527.0,12364.285714285714,10574.42857142857,774.9565271985658,1.0
2023-08-19,Suvarnabhumi,Train,10441.0,-0.9749279121818236,11973.0,9764.0,12413.857142857143,10616.714285714286,840.8693347335724,0.0
2023-08-20,Suvarnabhumi,Train,10574.0,-0.7818314824680299,10497.0,9704.0,12458.0,10713.42857142857,761.6479626754489,0.0
2023-08-21,Suvarnabhumi,Train,11562.0,0.0,11911.0,9926.0,12577.285714285714,10837.714285714286,628.8894217284528,1.0
2023-08-22,Suvarnabhumi,Train,10600.0,0.7818314824680298,12552.0,11423.0,12594.42857142857,11071.42857142857,529.783244086041,1.0
2023-08-23,Suvarnabhumi,Train,10695.0,0.9749279121818236,12791.0,10811.0,12439.57142857143,10953.857142857143,530.0790596919037,1.0
2023-08-24,Suvarnabhumi,Train,11105.0,0.43388373911755823,13154.0,10866.0,12364.42857142857,10937.285714285714,537.0567053505131,1.0
2023-08-25,Suvarnabhumi,Train,11802.0,-0.433883739117558,14019.0,11823.0,12391.142857142857,10971.42857142857,539.3616155984738,1.0
2023-08-26,Suvarnabhumi,Train,10513.0,-0.9749279121818236,12282.0,10441.0,12400.0,10968.42857142857,533.866043480006,0.0
2023-08-27,Suvarnabhumi,Train,10236.0,-0.7818314824680299,11332.0,10574.0,12432.714285714286,10978.714285714286,522.5851491338818,0.0
2023-08-28,Suvarnabhumi,Train,12059.0,0.0,12031.0,11562.0,12392.857142857143,10930.42857142857,578.8036100852015,1.0
2023-08-29,Suvarnabhumi,Train,10877.0,0.7818314824680298,11468.0,10600.0,12388.0,11001.42857142857,689.152343376264,1.0
2023-08-30,Suvarnabhumi,Train,10602.0,0.9749279121818236,12265.0,10695.0,12427.857142857143,11041.0,669.9455201731288,1.0
2023-08-31,Suvarnabhumi,Train,10838.0,0.43388373911755823,13341.0,11105.0,12409.142857142857,11027.714285714286,678.8140919490515,1.0
2023-09-01,Suvarnabhumi,Train,11167.0,-0.433883739117558,14081.0,11802.0,12324.57142857143,10989.57142857143,681.2446592189399,1.0
2023-09-02,Suvarnabhumi,Train,10422.0,-0.9749279121818236,12511.0,10513.0,12259.42857142857,10898.857142857143,591.3829635049126,0.0
2023-09-03,Suvarnabhumi,Train,10658.0,-0.7818314824680299,11053.0,10236.0,12177.142857142857,10885.857142857143,602.1803242029633,0.0
2023-09-04,Suvarnabhumi,Train,11591.0,0.0,11997.0,12059.0,12283.0,10946.142857142857,544.6544557703714,1.0
2023-09-05,Suvarnabhumi,Train,10825.0,0.7818314824680298,11747.0,10877.0,12353.142857142857,10879.285714285714,392.850995622956,1.0
2023-09-06,Suvarnabhumi,Train,10986.0,0.9749279121818236,12134.0,10602.0,12400.57142857143,10871.857142857143,393.392691243562,1.0
2023-09-07,Suvarnabhumi,Train,10961.0,0.43388373911755823,12749.0,10838.0,12438.285714285714,10926.714285714286,375.8739657056355,1.0
2023-09-08,Suvarnabhumi,Train,11669.0,-0.433883739117558,13625.0,11167.0,12469.42857142857,10944.285714285714,373.90538655558487,1.0
2023-09-09,Suvarnabhumi,Train,7564.0,-0.9749279121818236,11935.0,10422.0,12497.42857142857,11016.0,461.5986712864075,0.0
2023-09-10,Suvarnabhumi,Train,9938.0,-0.7818314824680299,11794.0,10658.0,12482.285714285714,10607.714285714286,1394.9329391630076,0.0
2023-09-11,Suvarnabhumi,Train,11456.0,0.0,12488.0,11591.0,12369.0,10504.857142857143,1416.9779377924408,1.0
2023-09-12,Suvarnabhumi,Train,10317.0,0.7818314824680298,12079.0,10825.0,12329.0,10485.57142857143,1400.5547540341508,1.0
2023-09-13,Suvarnabhumi,Train,10389.0,0.9749279121818236,12398.0,10986.0,12259.0,10413.0,1393.1774234939983,1.0
2023-09-14,Suvarnabhumi,Train,9356.0,0.43388373911755823,12967.0,10961.0,12252.57142857143,10327.714285714286,1370.340069020076,1.0
2023-09-15,Suvarnabhumi,Train,11324.0,-0.433883739117558,13821.0,11669.0,12313.57142857143,10098.42857142857,1380.9517077174205,1.0
2023-09-16,Suvarnabhumi,Train,9920.0,-0.9749279121818236,11829.0,7564.0,12347.57142857143,10049.142857142857,1320.3845940446731,0.0
2023-09-17,Suvarnabhumi,Train,9159.0,-0.7818314824680299,11001.0,9938.0,12437.142857142857,10385.714285714286,764.6647880576692,0.0
2023-09-18,Suvarnabhumi,Train,10858.0,0.0,12208.0,11456.0,12411.57142857143,10274.42857142857,887.502273638962,1.0
2023-09-19,Suvarnabhumi,Train,10751.0,0.7818314824680298,11589.0,10317.0,12364.714285714286,10189.0,776.6723891062697,1.0
2023-09-20,Suvarnabhumi,Train,10596.0,0.9749279121818236,12353.0,10389.0,12451.857142857143,10251.0,805.3852080423223,1.0
2023-09-21,Suvarnabhumi,Train,10648.0,0.43388373911755823,13394.0,9356.0,12449.285714285714,10280.57142857143,815.0390291560649,1.0
2023-09-22,Suvarnabhumi,Train,11898.0,-0.433883739117558,14059.0,11324.0,12391.714285714286,10465.142857142857,710.3328864158354,1.0
2023-09-23,Suvarnabhumi,Train,10070.0,-0.9749279121818236,12456.0,9920.0,12455.714285714286,10547.142857142857,846.1494014202531,0.0
2023-09-24,Suvarnabhumi,Train,10933.0,-0.7818314824680299,10822.0,9159.0,12439.0,10568.57142857143,829.3527309781981,0.0
2023-09-25,Suvarnabhumi,Train,11944.0,0.0,11880.0,10858.0,12537.57142857143,10822.0,551.2546296102298,1.0
2023-09-26,Suvarnabhumi,Train,10797.0,0.7818314824680298,12199.0,10751.0,12647.857142857143,10977.142857142857,696.7056835736707,1.0
2023-09-27,Suvarnabhumi,Train,10485.0,0.9749279121818236,12335.0,10596.0,12673.714285714286,10983.714285714286,694.4303935086782,1.0
2023-09-28,Suvarnabhumi,Train,10486.0,0.43388373911755823,12991.0,10648.0,12727.57142857143,10967.857142857143,705.9314009570542,1.0
2023-09-29,Suvarnabhumi,Train,11172.0,-0.433883739117558,14507.0,11898.0,12713.285714285714,10944.714285714286,720.666754768539,1.0
2023-09-30,Suvarnabhumi,Train,10257.0,-0.9749279121818236,12339.0,10070.0,12542.857142857143,10841.0,603.2926321446711,0.0
