Date,Station_Name,Dataset_Type,Passenger_Departure_Scaled,day_cos,Passenger_Arrival_Lag7_scaled,Passenger_Arrival_Roll_Std_7_scaled,Passenger_Departure_Roll_Mean_7_scaled,Passenger_Departure_Roll_Std_7_scaled,holiday_category_Weekday
2022-10-04,Huamak,Train,-0.5834179197878555,0.6234898018587336,0.37277123718211436,-0.028349145060377706,-0.007931137091917529,0.23096673416113322,1.0
2022-10-05,Huamak,Train,-0.05892180489210231,-0.22252093395631434,0.3551251307228444,-0.013461633695152918,8.252718247866798e-05,0.24957155127825398,1.0
2022-10-06,Huamak,Train,0.1426813892709528,-0.900968867902419,0.25055561096420764,0.01993348913062322,0.02153846701392639,0.2870118812193839,1.0
2022-10-07,Huamak,Train,0.06482649721611446,-0.9009688679024191,0.5374682308019673,0.06059658812374341,0.08177020172148301,0.3859583500608312,1.0
2022-10-08,Huamak,Train,-1.652898279067477,-0.2225209339563146,-0.7003734593408953,0.045944194572757904,0.11279083762237015,0.4535209313941231,0.0
2022-10-09,Huamak,Train,-0.5670274161973633,0.6234898018587334,-1.259820390049602,0.06867814034703466,0.09249817163720606,0.5526327903078773,0.0
2022-10-10,Huamak,Train,2.1005270431552563,1.0,0.576681800711456,0.16308565706636713,0.09585874052646935,0.5264596391445696,1.0
2022-10-11,Huamak,Train,-0.21381206382225443,0.6234898018587336,0.4047956526081969,0.10621647475487066,0.011069002397376123,0.21844692349043326,1.0
2022-10-12,Huamak,Train,0.3828022668716648,-0.22252093395631434,0.42832379455389014,0.13959344545350202,-0.015427790767964893,0.16425619900679592,1.0
2022-10-13,Huamak,Train,-2.1093738040626877,-0.900968867902419,0.37211767768362286,0.21269699711296647,0.027742594194103323,0.2858628042903904,0.0
2022-10-14,Huamak,Train,0.53113632436562,-0.9009688679024191,0.5126329698592911,0.722498926326186,-0.28427330190899047,0.7253255595184325,0.0
2022-10-15,Huamak,Train,0.6196450437542783,-0.2225209339563146,-0.7245551607850801,0.5124337408896087,-0.5227444403970641,0.45058010840578244,0.0
2022-10-16,Huamak,Train,-0.5031044521944433,0.6234898018587334,-1.3179871854153438,0.5630477053246615,-0.4027979815802985,0.3284968013255825,0.0
2022-10-17,Huamak,Train,1.3588567556854805,1.0,0.4832227924271744,0.23244152539366547,-0.272769816095745,-0.26088938851712223,1.0
2022-10-18,Huamak,Train,-0.26626167531182976,0.6234898018587336,0.4714587214543278,0.1358452982362482,-0.25971529848745467,-0.20061638334671933,1.0
2022-10-19,Huamak,Train,0.05171409434372062,-0.22252093395631434,0.5623034917446434,0.02687223092208512,-0.254932950452735,-0.18539407911642913,1.0
2022-10-20,Huamak,Train,0.04597741808704832,-0.900968867902419,-1.097737634423715,-0.13934449938649318,-0.3023686728511749,-0.4067297321202478,1.0
2022-10-21,Huamak,Train,-0.09743948832975918,-0.9009688679024191,-0.6722704009057617,-0.3674701092235086,-0.009869926835722768,-1.0619124750798148,1.0
2022-10-22,Huamak,Train,-1.4127774014667651,-0.2225209339563146,-0.8284711210452254,-0.48789012076976024,0.18349203694647703,-1.6057683228419803,0.0
2022-10-23,Huamak,Train,-0.4817967975268034,0.6234898018587334,-0.9663721752269276,-0.5441454630650117,0.056307429752837194,-0.8349019857746595,0.0
2022-10-24,Huamak,Train,-0.07203420776449614,1.0,0.37277123718211436,-0.1239643171700171,-0.06751660855153853,0.011435353955675433,0.0
2022-10-25,Huamak,Train,1.980056841765138,0.6234898018587336,0.34989665473491255,0.5482199627783447,-0.4170157730348724,0.4963223207703969,1.0
2022-10-26,Huamak,Train,0.014835461265112976,-0.22252093395631434,0.4034885336112139,0.5301307515146523,-0.4122334250001519,0.5129077196748596,1.0
2022-10-27,Huamak,Train,-0.0753123084825946,-0.900968867902419,0.3838817486564695,0.4995720227831035,-0.41326744619684874,0.5091623776699736,1.0
2022-10-28,Huamak,Train,0.04433836772799909,-0.9009688679024191,0.3904173436413843,0.40741217383876727,-0.4334308595324252,0.43571090608594787,1.0
2022-10-29,Huamak,Train,-1.3816354446448298,-0.2225209339563146,-0.7814148371538389,0.46454387921985124,-0.43123356448944555,0.44361024552599576,0.0
2022-10-30,Huamak,Train,-0.42770813567817884,0.6234898018587334,-1.242174283590332,0.45471771592060034,-0.42412466876215943,0.42164797469719717,0.0
2022-10-31,Huamak,Train,1.8743380936064629,1.0,-1.3166800664183607,0.41816702973218717,-0.40848509816212825,0.3376512986500867,1.0
2022-11-01,Huamak,Train,0.12055420942378824,0.6234898018587336,0.32244715579827044,-0.2513532812644034,-0.08587048479289737,-0.27455550615494184,1.0
2022-11-02,Huamak,Train,-0.11137141638167763,-0.22252093395631434,0.3610071662092677,-0.11854393602401489,-0.05653013333664107,-0.18520039106718653,1.0
2022-11-03,Huamak,Train,0.018933087162736048,-0.900968867902419,0.2459806944747673,-0.031560669912763906,-0.04709468991678765,-0.1602832189791571,1.0
2022-11-04,Huamak,Train,0.07138269865231137,-0.9009688679024191,0.4616553289769556,0.0636920007727037,-0.022795191794425462,-0.10238448552454421,1.0
2022-11-05,Huamak,Train,-1.4316264805958314,-0.2225209339563146,-0.7637687306945689,0.18241292738420256,0.005769643764308413,-0.029904349102184195,0.0
2022-11-06,Huamak,Train,-0.5588321644021171,0.6234898018587334,-1.208189189668775,0.12749350646072843,0.02645006769823289,-0.13837750037272215,0.0
2022-11-07,Huamak,Train,1.8227080072964121,1.0,0.3714641181851314,0.3062110411763901,0.02645006769823289,-0.13837750037272215,1.0
2022-11-08,Huamak,Train,0.4639352596446016,0.6234898018587336,0.546618063780848,0.305544507105711,0.018307150774249895,-0.15623915959818202,1.0
2022-11-09,Huamak,Train,-0.30232078321091277,-0.22252093395631434,0.5198221243426973,0.555694908908791,0.06432109402723339,0.012137067618282612,1.0
2022-11-10,Huamak,Train,-0.0523656034559054,-0.900968867902419,0.4819156734301915,0.5418931882378029,0.08021916992643817,0.04913520358829535,1.0
2022-11-11,Huamak,Train,0.15415474178429742,-0.9009688679024191,0.660990976016857,0.4773495382290365,0.0848722653115719,0.05931682632778194,1.0
2022-11-12,Huamak,Train,-1.3504934878228945,-0.2225209339563146,-0.7088697328212846,0.3917922391687958,0.10257987830499511,0.10747765649606641,0.0
2022-11-13,Huamak,Train,-0.6555361355860216,0.6234898018587334,-1.3192943044123266,0.25462339958671604,0.13308350360753424,-0.036082547007544936,0.0
2022-11-14,Huamak,Train,1.8751576187859875,1.0,0.369503439689657,-0.1813326794979701,0.1483353162588042,-0.16290693185847727,1.0
2022-11-15,Huamak,Train,-0.06547800632829923,0.6234898018587336,0.9028079904587044,-0.17103707148717165,0.17185929848364395,-0.12130758965249286,1.0
2022-11-16,Huamak,Train,-0.801411617541403,-0.22252093395631434,0.48649058991963184,-0.5058990133097178,0.11188606907526091,-0.30360037175142485,1.0
2022-11-17,Huamak,Train,-0.1728358048460237,-0.900968867902419,0.26035900344157986,-0.6168798546577259,-0.02680202393162356,-0.36632312033625086,1.0
2022-11-18,Huamak,Train,0.018933087162736048,-0.9009688679024191,0.5106722913638165,-0.6422188842515769,-0.1844902564278025,-0.46210845292087827,1.0
2022-11-19,Huamak,Train,-0.77600633697614,-0.2225209339563146,-0.5422120607059573,-0.9880707842921962,-0.3635051761058416,-0.8605683396901926,0.0
2022-11-20,Huamak,Train,-0.23757829402846825,0.6234898018587334,-1.050027791033837,-0.632879473112132,-0.4519139884233709,-0.5143529620689381,0.0
2022-11-21,Huamak,Train,2.037423604331861,1.0,0.40087429561724797,-0.3633623438516394,-0.4744039494515146,-0.3789872140237947,1.0
