Date,Station_Name,Dataset_Type,Passenger_Departure_Filled,Passenger_Arrival_Lag7,Passenger_Arrival_Roll_Mean_7,Passenger_Departure_Roll_Mean_7,Passenger_Departure_Roll_Std_7,holiday_category_Weekday
2022-10-01,Banthapchang,Train,1748.0,1635.0,2815.5714285714284,2734.0,894.4674393179451,0.0
2022-10-02,Banthapchang,Train,1426.0,1349.0,2853.5714285714284,2766.1428571428573,846.4509098920887,0.0
2022-10-03,Banthapchang,Train,3597.0,3296.0,2871.714285714286,2778.1428571428573,823.1713933666214,1.0
2022-10-04,Banthapchang,Train,3504.0,3361.0,2898.0,2835.5714285714284,869.8024406233221,1.0
2022-10-05,Banthapchang,Train,3451.0,3414.0,2924.714285714286,2862.714285714286,889.9516305743291,1.0
2022-10-06,Banthapchang,Train,3439.0,3204.0,2954.5714285714284,2873.5714285714284,897.6730765601443,1.0
2022-10-07,Banthapchang,Train,3460.0,3450.0,2990.8571428571427,2919.714285714286,920.2296297275881,1.0
2022-10-08,Banthapchang,Train,1825.0,1901.0,2998.1428571428573,2946.4285714285716,934.7938912121867,0.0
2022-10-09,Banthapchang,Train,1399.0,1476.0,2979.0,2957.4285714285716,918.6549691701204,0.0
2022-10-10,Banthapchang,Train,3316.0,3480.0,2962.4285714285716,2953.5714285714284,926.1824617109497,1.0
2022-10-11,Banthapchang,Train,3345.0,3548.0,2968.8571428571427,2913.4285714285716,899.3477001217539,1.0
2022-10-12,Banthapchang,Train,3444.0,3623.0,2964.8571428571427,2890.714285714286,883.8198749906984,1.0
2022-10-13,Banthapchang,Train,1643.0,3458.0,2960.4285714285716,2889.714285714286,883.0839360418921,0.0
2022-10-14,Banthapchang,Train,2102.0,3501.0,2702.4285714285716,2633.1428571428573,954.8824410316057,0.0
2022-10-15,Banthapchang,Train,1649.0,1767.0,2506.8571428571427,2439.1428571428573,894.9646973617511,0.0
2022-10-16,Banthapchang,Train,1583.0,1360.0,2505.4285714285716,2414.0,917.2876684370437,0.0
2022-10-17,Banthapchang,Train,3288.0,3525.0,2544.285714285714,2440.285714285714,885.4376910669131,1.0
2022-10-18,Banthapchang,Train,3352.0,3520.0,2519.285714285714,2436.285714285714,880.8737545349917,1.0
2022-10-19,Banthapchang,Train,3421.0,3592.0,2508.714285714286,2437.285714285714,882.0804412081169,1.0
2022-10-20,Banthapchang,Train,3237.0,1652.0,2496.8571428571427,2434.0,877.7376221476065,1.0
2022-10-21,Banthapchang,Train,3154.0,2132.0,2743.0,2661.714285714286,844.4615077641135,1.0
2022-10-22,Banthapchang,Train,1861.0,1757.0,2916.285714285714,2812.0,821.5489435612884,0.0
2022-10-23,Banthapchang,Train,1433.0,1632.0,2930.0,2842.285714285714,774.0658271503188,0.0
2022-10-24,Banthapchang,Train,1427.0,3350.0,2913.1428571428573,2820.8571428571427,815.693861807528,0.0
2022-10-25,Banthapchang,Train,3322.0,3446.0,2638.8571428571427,2555.0,932.9160376654135,1.0
2022-10-26,Banthapchang,Train,3419.0,3509.0,2643.8571428571427,2550.714285714286,928.7038843258418,1.0
2022-10-27,Banthapchang,Train,3288.0,3375.0,2642.8571428571427,2550.4285714285716,928.3917738295012,1.0
2022-10-28,Banthapchang,Train,3356.0,3345.0,2657.8571428571427,2557.714285714286,934.8553746053842,1.0
2022-10-29,Banthapchang,Train,1832.0,1853.0,2686.285714285714,2586.5714285714284,959.1317005748591,0.0
2022-10-30,Banthapchang,Train,1405.0,1514.0,2692.714285714286,2582.4285714285716,962.8435070392391,0.0
2022-10-31,Banthapchang,Train,3403.0,1430.0,2686.0,2578.4285714285716,968.4563072475811,1.0
2022-11-01,Banthapchang,Train,3522.0,3481.0,2972.285714285714,2860.714285714286,858.6597530038161,1.0
2022-11-02,Banthapchang,Train,3524.0,3502.0,2989.285714285714,2889.285714285714,879.6381290594682,1.0
2022-11-03,Banthapchang,Train,3406.0,3480.0,3005.8571428571427,2904.285714285714,890.9984501082151,1.0
2022-11-04,Banthapchang,Train,3438.0,3544.0,3002.0,2921.1428571428573,900.5332547203053,1.0
2022-11-05,Banthapchang,Train,1829.0,1898.0,2998.4285714285716,2932.8571428571427,907.638038825948,0.0
2022-11-06,Banthapchang,Train,1404.0,1467.0,2998.285714285714,2932.4285714285716,908.244984781615,0.0
2022-11-07,Banthapchang,Train,3344.0,3434.0,2986.0,2932.285714285714,908.525309551276,1.0
2022-11-08,Banthapchang,Train,3665.0,3600.0,2980.714285714286,2923.8571428571427,903.6913980209986,1.0
2022-11-09,Banthapchang,Train,3572.0,3618.0,2990.8571428571427,2944.285714285714,920.9185114666275,1.0
2022-11-10,Banthapchang,Train,3476.0,3453.0,2990.5714285714284,2951.1428571428573,926.1185000800277,1.0
2022-11-11,Banthapchang,Train,3475.0,3519.0,2960.5714285714284,2961.1428571428573,932.2064200185566,1.0
2022-11-12,Banthapchang,Train,2083.0,1897.0,2935.1428571428573,2966.4285714285716,935.4601108800007,0.0
2022-11-13,Banthapchang,Train,1632.0,1381.0,2969.285714285714,3002.714285714286,887.693587203326,0.0
2022-11-14,Banthapchang,Train,3370.0,3397.0,2999.285714285714,3035.285714285714,820.9286843337302,1.0
2022-11-15,Banthapchang,Train,3503.0,3671.0,2999.285714285714,3039.0,822.6153414567494,1.0
2022-11-16,Banthapchang,Train,2621.0,3616.0,2973.714285714286,3015.8571428571427,804.1400020252364,1.0
2022-11-17,Banthapchang,Train,2462.0,3243.0,2859.714285714286,2880.0,774.3022665600328,1.0
2022-11-18,Banthapchang,Train,2456.0,3341.0,2768.4285714285716,2735.1428571428573,738.2283812324927,1.0
2022-11-19,Banthapchang,Train,1578.0,2136.0,2650.285714285714,2589.5714285714284,664.8410479562933,0.0
2022-11-20,Banthapchang,Train,1346.0,1591.0,2579.8571428571427,2517.4285714285716,750.8119731648012,0.0
2022-11-21,Banthapchang,Train,3305.0,3397.0,2551.285714285714,2476.5714285714284,812.2897383616403,1.0
2022-11-22,Banthapchang,Train,3581.0,3492.0,2551.4285714285716,2467.285714285714,800.6625827579145,1.0
2022-11-23,Banthapchang,Train,3521.0,2818.0,2563.4285714285716,2478.4285714285716,817.8375668274774,1.0
2022-11-24,Banthapchang,Train,3335.0,2604.0,2679.4285714285716,2607.0,909.5845205367136,1.0
2022-11-25,Banthapchang,Train,3459.0,2514.0,2795.4285714285716,2731.714285714286,945.5287258611315,1.0
2022-11-26,Banthapchang,Train,1707.0,1643.0,2937.1428571428573,2875.0,972.3989236248004,0.0
2022-11-27,Banthapchang,Train,1420.0,1391.0,2955.714285714286,2893.4285714285716,944.5453680903613,0.0
2022-11-28,Banthapchang,Train,3491.0,3398.0,2970.0,2904.0,924.5422290697907,1.0
2022-11-29,Banthapchang,Train,3563.0,3576.0,2978.8571428571427,2930.5714285714284,940.5225244764864,1.0
2022-11-30,Banthapchang,Train,3557.0,3630.0,2976.285714285714,2928.0,938.4702090814269,1.0
2022-12-01,Banthapchang,Train,3460.0,3416.0,2978.8571428571427,2933.1428571428573,942.3520977800601,1.0
2022-12-02,Banthapchang,Train,3562.0,3506.0,2997.4285714285716,2951.0,952.3674010940687,1.0
2022-12-03,Banthapchang,Train,1724.0,1773.0,3013.285714285714,2965.714285714286,962.2684508122333,0.0
2022-12-04,Banthapchang,Train,1468.0,1491.0,3015.285714285714,2968.1428571428573,958.5766233625494,0.0
2022-12-05,Banthapchang,Train,1344.0,3460.0,3012.1428571428573,2975.0,945.7420367098018,0.0
2022-12-06,Banthapchang,Train,3482.0,3558.0,2710.1428571428573,2668.285714285714,1087.9611994131847,1.0
2022-12-07,Banthapchang,Train,3563.0,3648.0,2718.714285714286,2656.714285714286,1077.237008011039,1.0
2022-12-08,Banthapchang,Train,3428.0,3546.0,2704.0,2657.5714285714284,1078.0748052497515,1.0
2022-12-09,Banthapchang,Train,3547.0,3617.0,2707.285714285714,2653.0,1074.1658779412692,1.0
2022-12-10,Banthapchang,Train,1827.0,1787.0,2698.285714285714,2650.8571428571427,1072.0631866594806,0.0
2022-12-11,Banthapchang,Train,1575.0,1469.0,2716.1428571428573,2665.5714285714284,1057.8340854694352,0.0
2022-12-12,Banthapchang,Train,1801.0,1346.0,2739.0,2680.8571428571427,1038.2365543830304,0.0
2022-12-13,Banthapchang,Train,3508.0,3618.0,2813.8571428571427,2746.1428571428573,950.8537266708341,1.0
2022-12-14,Banthapchang,Train,3538.0,3545.0,2796.285714285714,2749.8571428571427,954.2519633324384,1.0
2022-12-15,Banthapchang,Train,3453.0,3569.0,2794.0,2746.285714285714,950.7417655504089,1.0
2022-12-16,Banthapchang,Train,3449.0,3554.0,2776.5714285714284,2749.8571428571427,953.7715359860279,1.0
2022-12-17,Banthapchang,Train,2087.0,1912.0,2776.714285714286,2735.8571428571427,940.7508399449595,0.0
2022-12-18,Banthapchang,Train,1860.0,1629.0,2812.5714285714284,2773.0,903.2727531962151,0.0
2022-12-19,Banthapchang,Train,3324.0,1870.0,2847.8571428571427,2813.714285714286,844.8048520784206,1.0
2022-12-20,Banthapchang,Train,3374.0,3495.0,3064.4285714285716,3031.285714285714,728.6530299773976,1.0
2022-12-21,Banthapchang,Train,3306.0,3529.0,3061.4285714285716,3012.1428571428573,715.686483634522,1.0
2022-12-22,Banthapchang,Train,3355.0,3447.0,3045.8571428571427,2979.0,692.2644003558207,1.0
2022-12-23,Banthapchang,Train,3306.0,3555.0,3043.4285714285716,2965.0,681.9956011588374,1.0
2022-12-24,Banthapchang,Train,1867.0,2163.0,3022.8571428571427,2944.5714285714284,667.059681773395,0.0
2022-12-25,Banthapchang,Train,1663.0,1876.0,2995.1428571428573,2913.1428571428573,717.4757669708993,0.0
2022-12-26,Banthapchang,Train,2947.0,3386.0,2973.714285714286,2885.0,767.7707991321392,1.0
2022-12-27,Banthapchang,Train,2948.0,3474.0,2921.1428571428573,2831.1428571428573,744.7204013524,1.0
2022-12-28,Banthapchang,Train,2701.0,3420.0,2849.1428571428573,2770.285714285714,709.5406293947572,1.0
2022-12-29,Banthapchang,Train,2340.0,3430.0,2761.4285714285716,2683.8571428571427,669.104981441985,1.0
2022-12-30,Banthapchang,Train,1704.0,3411.0,2637.4285714285716,2538.8571428571427,606.4705072717704,0.0
2022-12-31,Banthapchang,Train,1159.0,1969.0,2418.5714285714284,2310.0,569.8958969262146,0.0
2023-01-01,Banthapchang,Train,1139.0,1726.0,2365.1428571428573,2208.8571428571427,707.770072968953,0.0
2023-01-02,Banthapchang,Train,1093.0,3018.0,2262.8571428571427,2134.0,797.1867200767127,0.0
2023-01-03,Banthapchang,Train,2731.0,2970.0,1991.4285714285713,1869.142857142857,790.0112717700988,1.0
2023-01-04,Banthapchang,Train,3121.0,2806.0,1954.142857142857,1838.142857142857,743.5102394657894,1.0
2023-01-05,Banthapchang,Train,3188.0,2562.0,2007.2857142857142,1898.142857142857,835.947053461208,1.0
2023-01-06,Banthapchang,Train,3184.0,1879.0,2099.1428571428573,2019.2857142857142,962.5148854754948,1.0
2023-01-07,Banthapchang,Train,1813.0,1595.0,2296.4285714285716,2230.714285714286,1041.0611116045202,0.0
2023-01-08,Banthapchang,Train,1452.0,1010.0,2333.5714285714284,2324.1428571428573,954.6081968660287,0.0
2023-01-09,Banthapchang,Train,3597.0,1118.0,2402.5714285714284,2368.8571428571427,895.3337233626787,1.0
2023-01-10,Banthapchang,Train,3788.0,2709.0,2762.714285714286,2726.5714285714284,795.250664286187,1.0
2023-01-11,Banthapchang,Train,3712.0,3178.0,2907.5714285714284,2877.5714285714284,890.8372199122326,1.0
2023-01-12,Banthapchang,Train,3699.0,3205.0,2994.285714285714,2962.0,944.1629449764856,1.0
2023-01-13,Banthapchang,Train,3532.0,3260.0,3069.285714285714,3035.0,983.4846211303986,1.0
2023-01-14,Banthapchang,Train,1913.0,1855.0,3135.285714285714,3084.714285714286,1000.9128690493371,0.0
2023-01-15,Banthapchang,Train,1559.0,1493.0,3140.5714285714284,3099.0,980.2370461611164,0.0
2023-01-16,Banthapchang,Train,3428.0,3639.0,3156.1428571428573,3114.285714285714,950.6614739723295,1.0
2023-01-17,Banthapchang,Train,3682.0,3723.0,3146.714285714286,3090.1428571428573,938.4265960587862,1.0
2023-01-18,Banthapchang,Train,3645.0,3785.0,3146.0,3075.0,926.0626328710191,1.0
2023-01-19,Banthapchang,Train,3556.0,3730.0,3135.5714285714284,3065.4285714285716,918.6985100570024,1.0
2023-01-20,Banthapchang,Train,3640.0,3722.0,3127.1428571428573,3045.0,903.7300481891723,1.0
2023-01-21,Banthapchang,Train,1701.0,1892.0,3124.285714285714,3060.4285714285716,914.2900446326042,0.0
2023-01-22,Banthapchang,Train,1402.0,1602.0,3102.0,3030.1428571428573,960.9535938450998,0.0
2023-01-23,Banthapchang,Train,3621.0,3573.0,3081.0,3007.714285714286,1001.9695128904413,1.0
2023-01-24,Banthapchang,Train,3743.0,3718.0,3089.5714285714284,3035.285714285714,1017.9894751069753,1.0
2023-01-25,Banthapchang,Train,3625.0,3712.0,3095.4285714285716,3044.0,1024.687269365636,1.0
2023-01-26,Banthapchang,Train,3584.0,3671.0,3099.714285714286,3041.1428571428573,1022.7582686981708,1.0
2023-01-27,Banthapchang,Train,3574.0,3702.0,3091.8571428571427,3045.1428571428573,1025.1594068845163,1.0
2023-01-28,Banthapchang,Train,1900.0,1736.0,3092.714285714286,3035.714285714286,1019.0619402643009,0.0
2023-01-29,Banthapchang,Train,1524.0,1455.0,3119.8571428571427,3064.1428571428573,977.552288213004,0.0
2023-01-30,Banthapchang,Train,3617.0,3633.0,3126.714285714286,3081.5714285714284,943.4728148605855,1.0
2023-01-31,Banthapchang,Train,3825.0,3759.0,3132.8571428571427,3081.0,943.0927844067115,1.0
2023-02-01,Banthapchang,Train,3851.0,3742.0,3142.4285714285716,3092.714285714286,953.1417722958333,1.0
2023-02-02,Banthapchang,Train,3419.0,3616.0,3164.8571428571427,3125.0,977.6884302612315,1.0
2023-02-03,Banthapchang,Train,3674.0,3708.0,3174.4285714285716,3101.4285714285716,966.7052044863296,1.0
2023-02-04,Banthapchang,Train,1996.0,1926.0,3179.1428571428573,3115.714285714286,975.5510774746286,0.0
2023-02-05,Banthapchang,Train,1591.0,1503.0,3193.8571428571427,3129.4285714285716,956.0928924783528,0.0
2023-02-06,Banthapchang,Train,3646.0,3676.0,3201.1428571428573,3139.0,937.4968444391361,1.0
2023-02-07,Banthapchang,Train,3635.0,3826.0,3205.8571428571427,3143.1428571428573,940.0218842437379,1.0
2023-02-08,Banthapchang,Train,3777.0,3899.0,3204.5714285714284,3116.0,919.5727268683017,1.0
2023-02-09,Banthapchang,Train,3645.0,3683.0,3203.4285714285716,3105.4285714285716,910.0913611908915,1.0
2023-02-10,Banthapchang,Train,3619.0,3741.0,3197.714285714286,3137.714285714286,926.9224552761909,1.0
2023-02-11,Banthapchang,Train,1989.0,2029.0,3205.8571428571427,3129.8571428571427,921.838096517214,0.0
2023-02-12,Banthapchang,Train,1510.0,1554.0,3204.0,3128.8571428571427,923.2757675024006,0.0
2023-02-13,Banthapchang,Train,3660.0,3709.0,3194.4285714285716,3117.285714285714,945.9902596901173,1.0
2023-02-14,Banthapchang,Train,3735.0,3817.0,3189.285714285714,3119.285714285714,947.3082416837241,1.0
2023-02-15,Banthapchang,Train,3530.0,3891.0,3195.285714285714,3133.5714285714284,957.0851332984735,1.0
2023-02-16,Banthapchang,Train,3626.0,3643.0,3151.714285714286,3098.285714285714,933.6765525394268,1.0
2023-02-17,Banthapchang,Train,3705.0,3798.0,3177.1428571428573,3095.5714285714284,931.8481380466221,1.0
2023-02-18,Banthapchang,Train,1867.0,2016.0,3177.5714285714284,3107.8571428571427,940.4267521665258,0.0
2023-02-19,Banthapchang,Train,1470.0,1487.0,3161.1428571428573,3090.4285714285716,965.4164657705795,0.0
2023-02-20,Banthapchang,Train,3576.0,3673.0,3162.8571428571427,3084.714285714286,976.386145314398,1.0
2023-02-21,Banthapchang,Train,3743.0,3859.0,3169.0,3072.714285714286,968.6226844142711,1.0
2023-02-22,Banthapchang,Train,3639.0,3586.0,3142.1428571428573,3073.8571428571427,969.5386237057021,1.0
2023-02-23,Banthapchang,Train,3620.0,3821.0,3171.0,3089.4285714285716,978.9155321311554,1.0
2023-02-24,Banthapchang,Train,3512.0,3801.0,3154.8571428571427,3088.5714285714284,978.36987844456,1.0
2023-02-25,Banthapchang,Train,1783.0,1901.0,3130.714285714286,3061.0,960.6622715606165,0.0
2023-02-26,Banthapchang,Train,1411.0,1499.0,3102.8571428571427,3049.0,978.4232213106983,0.0
2023-02-27,Banthapchang,Train,3474.0,3716.0,3090.0,3040.5714285714284,994.4158850204254,1.0
2023-02-28,Banthapchang,Train,3606.0,3671.0,3073.1428571428573,3026.0,985.9739685542769,1.0
2023-03-01,Banthapchang,Train,3638.0,3788.0,3088.5714285714284,3006.4285714285716,970.6095777298696,1.0
2023-03-02,Banthapchang,Train,3620.0,3708.0,3093.8571428571427,3006.285714285714,970.5010242628504,1.0
2023-03-03,Banthapchang,Train,3473.0,3632.0,3093.5714285714284,3006.285714285714,970.5010242628504,1.0
2023-03-04,Banthapchang,Train,1743.0,1706.0,3097.8571428571427,3000.714285714286,967.2203668736724,0.0
2023-03-05,Banthapchang,Train,1435.0,1409.0,3102.5714285714284,2995.0,975.6946243574387,0.0
2023-03-06,Banthapchang,Train,1422.0,3598.0,3111.4285714285716,2998.4285714285716,969.221484344156,0.0
2023-03-07,Banthapchang,Train,3624.0,3779.0,2799.0,2705.285714285714,1102.555473175193,1.0
2023-03-08,Banthapchang,Train,3665.0,3825.0,2798.714285714286,2707.8571428571427,1105.0244987588035,1.0
2023-03-09,Banthapchang,Train,3472.0,3706.0,2782.5714285714284,2711.714285714286,1108.8528177484031,1.0
2023-03-10,Banthapchang,Train,3473.0,3662.0,2763.1428571428573,2690.5714285714284,1089.8967622582215,1.0
2023-03-11,Banthapchang,Train,1779.0,1739.0,2745.4285714285716,2690.5714285714284,1089.8967622582215,0.0
2023-03-12,Banthapchang,Train,1514.0,1471.0,2763.4285714285716,2695.714285714286,1084.753077015797,0.0
2023-03-13,Banthapchang,Train,3423.0,1411.0,2760.1428571428573,2707.0,1069.75791654,1.0
2023-03-14,Banthapchang,Train,3513.0,3777.0,3074.1428571428573,2992.8571428571427,926.9774230568647,1.0
2023-03-15,Banthapchang,Train,3591.0,3712.0,3054.285714285714,2977.0,915.2567945664226,1.0
2023-03-16,Banthapchang,Train,3458.0,3570.0,3056.714285714286,2966.4285714285716,906.3700232507813,1.0
2023-03-17,Banthapchang,Train,3362.0,3538.0,3062.285714285714,2964.4285714285716,905.0830269728232,1.0
2023-03-18,Banthapchang,Train,1795.0,1865.0,3060.8571428571427,2948.5714285714284,895.6105658791035,0.0
2023-03-19,Banthapchang,Train,1508.0,1448.0,3055.1428571428573,2950.8571428571427,892.1418849359923,0.0
2023-03-20,Banthapchang,Train,3545.0,3609.0,3064.0,2950.0,893.7538811104556,1.0
2023-03-21,Banthapchang,Train,3540.0,3638.0,3063.1428571428573,2967.4285714285716,905.6255401917625,1.0
2023-03-22,Banthapchang,Train,3466.0,3729.0,3072.714285714286,2971.285714285714,908.3897317571942,1.0
2023-03-23,Banthapchang,Train,3529.0,3609.0,3050.8571428571427,2953.4285714285716,895.3114648252985,1.0
2023-03-24,Banthapchang,Train,3342.0,3528.0,3038.0,2963.5714285714284,902.3548557603534,1.0
2023-03-25,Banthapchang,Train,1847.0,1825.0,3038.0,2960.714285714286,900.9135575044038,0.0
2023-03-26,Banthapchang,Train,1398.0,1510.0,3038.0,2968.1428571428573,889.845947073881,0.0
2023-03-27,Banthapchang,Train,3382.0,3603.0,3034.5714285714284,2952.4285714285716,920.3765275043444,1.0
2023-03-28,Banthapchang,Train,3497.0,3705.0,3018.4285714285716,2929.1428571428573,904.8160823378116,1.0
2023-03-29,Banthapchang,Train,3452.0,3576.0,3001.285714285714,2923.0,900.1114745778265,1.0
2023-03-30,Banthapchang,Train,3437.0,3519.0,3007.1428571428573,2921.0,898.7183466841373,1.0
2023-03-31,Banthapchang,Train,3465.0,3528.0,3018.4285714285716,2907.8571428571427,888.9648340572751,1.0
2023-04-01,Banthapchang,Train,2181.0,1825.0,3036.714285714286,2925.4285714285716,900.1220023128096,0.0
2023-04-02,Banthapchang,Train,1763.0,1486.0,3102.714285714286,2973.1428571428573,840.2922960834197,0.0
2023-04-03,Banthapchang,Train,3586.0,3490.0,3141.0,3025.285714285714,730.3977716025067,1.0
2023-04-04,Banthapchang,Train,3548.0,3585.0,3172.4285714285716,3054.4285714285716,750.7879987370749,1.0
2023-04-05,Banthapchang,Train,3612.0,3617.0,3190.1428571428573,3061.714285714286,756.0277142816311,1.0
2023-04-06,Banthapchang,Train,1655.0,3598.0,3213.1428571428573,3084.5714285714284,772.0429299684627,0.0
2023-04-07,Banthapchang,Train,3117.0,3656.0,2946.1428571428573,2830.0,916.7082414814445,1.0
2023-04-08,Banthapchang,Train,1668.0,2287.0,2891.4285714285716,2780.285714285714,885.434679368599,0.0
2023-04-09,Banthapchang,Train,1396.0,1754.0,2818.4285714285716,2707.0,961.2845572461891,0.0
2023-04-10,Banthapchang,Train,3013.0,3710.0,2763.5714285714284,2654.5714285714284,1028.9761670616838,1.0
2023-04-11,Banthapchang,Train,2941.0,3709.0,2671.1428571428573,2572.714285714286,963.2202438151099,1.0
2023-04-12,Banthapchang,Train,2502.0,3778.0,2579.5714285714284,2486.0,884.9271156428655,1.0
2023-04-13,Banthapchang,Train,1265.0,1729.0,2421.4285714285716,2327.4285714285716,736.5393986164535,0.0
2023-04-14,Banthapchang,Train,1280.0,3273.0,2380.5714285714284,2271.714285714286,807.2388564907988,0.0
2023-04-15,Banthapchang,Train,1381.0,1776.0,2114.1428571428573,2009.2857142857142,784.9326328387922,0.0
2023-04-16,Banthapchang,Train,1206.0,1370.0,2069.285714285714,1968.2857142857142,812.7336001187011,0.0
2023-04-17,Banthapchang,Train,2247.0,3063.0,2041.142857142857,1941.142857142857,837.8172888666176,0.0
2023-04-18,Banthapchang,Train,3334.0,3068.0,1930.142857142857,1831.7142857142858,715.5971199601335,1.0
2023-04-19,Banthapchang,Train,3333.0,2671.0,1972.857142857143,1887.857142857143,824.293521461748,1.0
2023-04-20,Banthapchang,Train,3269.0,1443.0,2082.714285714286,2006.5714285714287,973.7704823935425,1.0
2023-04-21,Banthapchang,Train,3138.0,1408.0,2361.1428571428573,2292.8571428571427,1013.2007745377075,1.0
2023-04-22,Banthapchang,Train,1609.0,1462.0,2627.4285714285716,2558.285714285714,944.6935507146783,0.0
2023-04-23,Banthapchang,Train,1386.0,1173.0,2641.4285714285716,2590.8571428571427,900.2213484418585,0.0
2023-04-24,Banthapchang,Train,3289.0,2286.0,2666.8571428571427,2616.5714285714284,855.532360023641,1.0
2023-04-25,Banthapchang,Train,3464.0,3367.0,2824.5714285714284,2765.4285714285716,871.0225517828388,1.0
2023-04-26,Banthapchang,Train,3392.0,3440.0,2862.4285714285716,2784.0,886.4156286227524,1.0
2023-04-27,Banthapchang,Train,3365.0,3392.0,2867.285714285714,2792.4285714285716,892.7636598680274,1.0
2023-04-28,Banthapchang,Train,3467.0,3272.0,2882.4285714285716,2806.1428571428573,901.9943511595912,1.0
2023-04-29,Banthapchang,Train,1757.0,1560.0,2925.714285714286,2853.1428571428573,930.2959078650614,0.0
2023-04-30,Banthapchang,Train,1360.0,1351.0,2959.1428571428573,2874.285714285714,898.4441578428275,0.0
2023-05-01,Banthapchang,Train,1828.0,3390.0,2962.4285714285716,2870.5714285714284,905.6472560445127,0.0
2023-05-02,Banthapchang,Train,3331.0,3632.0,2740.4285714285716,2661.8571428571427,959.8717672292541,1.0
2023-05-03,Banthapchang,Train,3330.285714285714,3474.0,2702.714285714286,2642.8571428571427,942.5068396871953,1.0
2023-05-04,Banthapchang,Train,3329.5714285714284,3498.0,2689.4285714285716,2634.0408163265306,934.5866986941847,0.0
2023-05-05,Banthapchang,Train,3328.8571428571427,3575.0,2674.5714285714284,2628.9795918367345,930.0534013948154,0.0
2023-05-06,Banthapchang,Train,3328.1428571428573,1794.0,2650.5714285714284,2609.2448979591836,910.5694327913263,0.0
2023-05-07,Banthapchang,Train,3327.4285714285716,1374.0,2882.8571428571427,2833.6938775510203,857.5810603227532,0.0
2023-05-08,Banthapchang,Train,3326.714285714286,1836.0,3177.0,3114.7551020408164,567.4069776875123,1.0
2023-05-09,Banthapchang,Train,3326.0,3368.0,3407.0,3328.8571428571427,1.5430335007307336,1.0
2023-05-10,Banthapchang,Train,3367.0,3381.0,3420.0,3328.1428571428573,1.5430335007301108,1.0
2023-05-11,Banthapchang,Train,3254.0,3394.0,3435.0,3333.387755102041,14.871722307656647,1.0
2023-05-12,Banthapchang,Train,3224.0,3407.0,3425.1428571428573,3322.591836734694,33.6625337840369,1.0
2023-05-13,Banthapchang,Train,1705.0,3420.0,3435.285714285714,3307.612244897959,49.8487313334295,0.0
2023-05-14,Banthapchang,Train,1382.0,3433.0,3174.5714285714284,3075.7346938775513,606.4216749205239,0.0
2023-05-15,Banthapchang,Train,3176.0,3446.0,2880.5714285714284,2797.8163265306125,863.2497282330659,1.0
2023-05-16,Banthapchang,Train,3467.0,3459.0,2859.0,2776.285714285714,849.6318250249572,1.0
2023-05-17,Banthapchang,Train,2908.0,3486.0,2853.0,2796.4285714285716,866.343437893399,0.0
2023-05-18,Banthapchang,Train,3391.0,3325.0,2783.8571428571427,2730.8571428571427,832.6768938332627,1.0
2023-05-19,Banthapchang,Train,3313.0,3478.0,2811.5714285714284,2750.4285714285716,848.4823426060715,1.0
2023-05-20,Banthapchang,Train,1724.0,1595.0,2801.285714285714,2763.1428571428573,857.3815619997577,0.0
2023-05-21,Banthapchang,Train,1099.0,1375.0,2825.5714285714284,2765.8571428571427,853.4946648088342,0.0
2023-05-22,Banthapchang,Train,3359.0,3295.0,2816.0,2725.4285714285716,932.9728215303418,1.0
2023-05-23,Banthapchang,Train,3421.0,3417.0,2835.8571428571427,2751.5714285714284,950.1090914807032,1.0
2023-05-24,Banthapchang,Train,3415.0,3002.0,2832.5714285714284,2745.0,944.4785157253012,1.0
2023-05-25,Banthapchang,Train,3429.0,3519.0,2905.714285714286,2817.4285714285716,977.9099919629383,1.0
2023-05-26,Banthapchang,Train,3397.0,3406.0,2901.0,2822.8571428571427,981.7227084011441,1.0
2023-05-27,Banthapchang,Train,1850.0,1765.0,2931.0,2834.8571428571427,989.1973899027827,0.0
2023-05-28,Banthapchang,Train,1456.0,1308.0,2945.0,2852.8571428571427,966.5006343456159,0.0
2023-05-29,Banthapchang,Train,3486.0,3434.0,2971.1428571428573,2903.8571428571427,862.3348979314698,1.0
2023-05-30,Banthapchang,Train,3510.0,3394.0,2969.4285714285716,2922.0,874.7532985552758,1.0
2023-05-31,Banthapchang,Train,3606.0,3514.0,2987.285714285714,2934.714285714286,883.814783440837,1.0
2023-06-01,Banthapchang,Train,3588.0,3486.0,3003.0,2962.0,903.8353463620106,1.0
2023-06-02,Banthapchang,Train,3572.0,3616.0,3017.5714285714284,2984.714285714286,919.3915948940947,1.0
2023-06-03,Banthapchang,Train,1758.0,1863.0,3024.285714285714,3009.714285714286,934.7223677445123,0.0
2023-06-04,Banthapchang,Train,1651.0,1491.0,3015.0,2996.5714285714284,954.1905569893371,0.0
2023-06-05,Banthapchang,Train,1537.0,3422.0,3033.5714285714284,3024.4285714285716,903.2024241816569,0.0
2023-06-06,Banthapchang,Train,3675.0,3519.0,2773.1428571428573,2746.0,1028.8655564909025,1.0
2023-06-07,Banthapchang,Train,3694.0,3624.0,2798.4285714285716,2769.5714285714284,1050.9393983706293,1.0
2023-06-08,Banthapchang,Train,3622.0,3588.0,2808.5714285714284,2782.1428571428573,1063.0687385381736,1.0
