Date,Station_Name,Dataset_Type,Passenger_Departure_Filled,Passenger_Departure_Diff,pm25_filled,Is_Long_Holiday,day_sin,day_cos,Passenger_Arrival_Lag7,Passenger_Departure_Lag7,Passenger_Arrival_Roll_Mean_7,Passenger_Arrival_Roll_Std_7,Passenger_Departure_Roll_Mean_7,Passenger_Departure_Roll_Std_7,holiday_category_Weekday
2022-02-10,Banthapchang,Train,1937.0,8.0,77.0,0,0.43388373911755823,-0.900968867902419,2095.0,2021.0,1794.142857142857,494.61986365673727,1722.2857142857142,479.9332294829203,1.0
2022-02-11,Banthapchang,Train,1999.0,62.0,69.0,0,-0.433883739117558,-0.9009688679024191,2143.0,2056.0,1787.4285714285713,490.1540088390099,1710.2857142857142,472.2074806289132,1.0
2022-02-12,Banthapchang,Train,1123.0,-876.0,80.0,0,-0.9749279121818236,-0.2225209339563146,1271.0,1200.0,1780.857142857143,484.872295411011,1702.142857142857,465.6989115195319,0.0
2022-02-13,Banthapchang,Train,889.0,-234.0,95.0,0,-0.7818314824680299,0.6234898018587334,907.0,872.0,1765.142857142857,505.4942889790903,1691.142857142857,480.21954304652166,0.0
2022-02-14,Banthapchang,Train,2014.0,1125.0,71.0,0,0.0,1.0,2010.0,1971.0,1762.0,511.74863621378273,1693.5714285714287,475.4053909184101,1.0
2022-02-15,Banthapchang,Train,2021.0,7.0,83.0,0,0.7818314824680298,0.6234898018587336,2063.0,2007.0,1771.142857142857,517.4577047358325,1699.7142857142858,479.84466732673536,1.0
2022-02-16,Banthapchang,Train,962.0,-1059.0,119.0,0,0.9749279121818236,-0.22252093395631434,2070.0,1929.0,1770.0,516.7139763286195,1701.7142857142858,481.3656663721514,0.0
2022-02-17,Banthapchang,Train,1885.0,923.0,119.0,0,0.43388373911755823,-0.900968867902419,2048.0,1937.0,1619.7142857142858,565.5916413472751,1563.5714285714287,540.4028920299058,1.0
2022-02-18,Banthapchang,Train,2010.0,125.0,62.0,0,-0.433883739117558,-0.9009688679024191,2097.0,1999.0,1611.857142857143,558.9938665648691,1556.142857142857,534.7418157614101,1.0
2022-02-19,Banthapchang,Train,1117.0,-893.0,47.0,0,-0.9749279121818236,-0.2225209339563146,1161.0,1123.0,1612.0,559.1386232411421,1557.7142857142858,536.2740948077812,0.0
2022-02-20,Banthapchang,Train,843.0,-274.0,40.0,0,-0.7818314824680299,0.6234898018587334,885.0,889.0,1605.7142857142858,565.2674040622172,1556.857142857143,537.0888903994165,0.0
2022-02-21,Banthapchang,Train,1961.0,1118.0,59.0,0,0.0,1.0,2074.0,2014.0,1602.2857142857142,570.416723190369,1550.2857142857142,546.8155430263832,1.0
2022-02-22,Banthapchang,Train,1878.0,-83.0,75.0,0,0.7818314824680298,0.6234898018587336,2055.0,2021.0,1588.5714285714287,558.2086996643391,1542.7142857142858,539.6445479157909,1.0
2022-02-23,Banthapchang,Train,1925.0,47.0,105.0,0,0.9749279121818236,-0.22252093395631434,1018.0,962.0,1575.2857142857142,546.2355152269377,1522.2857142857142,520.9023306678886,1.0
2022-02-24,Banthapchang,Train,1807.0,-118.0,103.0,0,0.43388373911755823,-0.900968867902419,1993.0,1885.0,1710.142857142857,500.31904106993835,1659.857142857143,473.25343054626677,1.0
2022-02-25,Banthapchang,Train,1855.0,48.0,118.0,0,-0.433883739117558,-0.9009688679024191,2098.0,2010.0,1697.857142857143,493.2211906002647,1648.7142857142858,467.95751740434594,1.0
2022-02-26,Banthapchang,Train,1017.0,-838.0,122.0,0,-0.9749279121818236,-0.2225209339563146,1117.0,1117.0,1678.0,476.9563222490432,1626.5714285714287,451.3866993841898,0.0
2022-02-27,Banthapchang,Train,789.0,-228.0,98.0,0,-0.7818314824680299,0.6234898018587334,861.0,843.0,1668.5714285714287,490.35866368161464,1612.2857142857142,471.3430153245496,0.0
2022-02-28,Banthapchang,Train,1843.0,1054.0,150.0,0,0.0,1.0,1978.0,1961.0,1657.142857142857,512.7388641961351,1604.5714285714287,486.23857557885395,1.0
2022-03-01,Banthapchang,Train,1828.0,-15.0,107.0,0,0.7818314824680298,0.6234898018587336,1962.0,1878.0,1648.0,506.5978023376465,1587.7142857142858,473.70620792699333,1.0
2022-03-02,Banthapchang,Train,1706.0,-122.0,83.0,0,0.9749279121818236,-0.22252093395631434,1962.0,1925.0,1639.857142857143,501.13818073509026,1580.5714285714287,468.9526831649643,1.0
2022-03-03,Banthapchang,Train,1775.0,69.0,69.0,0,0.43388373911755823,-0.900968867902419,1907.0,1807.0,1627.4285714285713,492.8271695509683,1549.2857142857142,449.026619213054,1.0
2022-03-04,Banthapchang,Train,1757.0,-18.0,81.0,0,-0.433883739117558,-0.9009688679024191,1959.0,1855.0,1616.7142857142858,486.51095030009816,1544.7142857142858,446.11908510535426,1.0
