Date,Station_Name,Dataset_Type,Passenger_Departure_Scaled,pm25_filled_scaled,temperature_max_scaled,Is_Long_Holiday,day_sin,day_cos,Passenger_Arrival_Lag7_scaled,Passenger_Departure_Lag7_scaled,Passenger_Arrival_Roll_Mean_7_scaled,Passenger_Arrival_Roll_Std_7_scaled,Passenger_Departure_Roll_Mean_7_scaled,Passenger_Departure_Roll_Std_7_scaled,holiday_category_Weekday
2022-01-29,Makkasan,Train,-0.8546565627821653,0.2117805851144489,0.8106616358927434,0,-0.9749279121818236,-0.2225209339563146,-1.854523435020796,-1.9355075026583262,-2.0667513958097206,-1.8757996848377396,-2.107380364878366,-1.879565710081432,0.0
2022-01-30,Makkasan,Train,-0.2580306110853958,-0.06575109984439309,0.9044098823286671,0,-0.7818314824680299,0.6234898018587334,-2.1131065445227475,-2.1329392365799085,-2.0596399734872275,-1.9063164342998162,-2.095898189761873,-1.9353193224702072,0.0
2022-01-31,Makkasan,Train,0.9092810335387185,-0.13513402108410358,0.013801541187404516,0,0.0,1.0,-1.3921241480561808,-1.3947729851243391,-2.050601156329666,-1.9802215656623072,-2.086038495911841,-2.015493601004263,1.0
2022-02-01,Makkasan,Train,0.06541199044586918,-0.34328278480323504,-0.12682082846648116,0,0.7818314824680298,0.6234898018587336,-1.3969769141862443,-1.4254483289071964,-2.0493383804032423,-1.9777864407472125,-2.0769900426950394,-1.9916699246321803,1.0
2022-02-02,Makkasan,Train,0.053657810690973584,-0.6901973910017875,-0.22056907490240163,0,0.9749279121818236,-0.22252093395631434,-1.3734063358402218,-1.4280589964631842,-2.0406318727000032,-1.9597188357792235,-2.051654373687995,-1.9270140671729568,1.0
2022-02-03,Makkasan,Train,-0.038349044631829865,-0.20451694232381407,-0.03307258203055738,0,0.43388373911755823,-0.900968867902419,-1.4091088295114027,-1.4597133405795373,-2.0226207002757453,-1.9132650023787034,-2.017207848338516,-1.8432623417794576,1.0
2022-02-04,Makkasan,Train,0.24456190257220892,-0.06575109984439309,-0.3143173213383254,0,-0.433883739117558,-0.9009688679024191,-1.1844950829198955,-1.1891829150902944,-2.0037455232702497,-1.8782598112911566,-1.9822620979839718,-1.7879036190892557,1.0
2022-02-05,Makkasan,Train,-0.8810021380948623,0.48931227007329087,0.013801541187404516,0,-0.9749279121818236,-0.2225209339563146,-1.8174344367410256,-1.8754621488706051,-1.981281404158075,-1.7721476518800938,-1.961045035268713,-1.6968691145147257,0.0
2022-02-06,Makkasan,Train,-0.2207414891043477,1.1137585612306853,-0.26744319812036355,0,-0.7818314824680299,0.6234898018587334,-2.0659653878307025,-2.081378552349148,-1.9786893904143628,-1.783819530060732,-1.9438841757196064,-1.7811038299938002,0.0
2022-02-07,Makkasan,Train,1.0422248597320203,2.2932682223057634,0.6231651430208992,0,0.0,1.0,-1.3855382511653804,-1.347454635672059,-1.944129207164864,-2.0395662926740683,-1.920982228612253,-1.9673724088290452,1.0
2022-02-08,Makkasan,Train,-0.11779108711319318,2.223885301066053,1.3731511145082795,0,0.7818314824680298,0.6234898018587336,-1.3515688882549364,-1.2929569504408123,-1.877335006846121,-1.8427162679766445,-1.877612056297239,-1.858439344684183,1.0
2022-02-09,Makkasan,Train,-0.007950303886410224,0.2811635063541594,1.1387804984184733,0,0.9749279121818236,-0.22252093395631434,-1.2794706486082796,-1.2479229351000214,-1.8499527078099793,-1.8056855437800414,-1.8624480967683918,-1.830285786533704,1.0
2022-02-10,Makkasan,Train,0.07311300476804215,-0.10044256046424833,0.8575357591107053,0,0.43388373911755823,-0.900968867902419,-1.3106670023015445,-1.2769666116603864,-1.831276916477077,-1.77297570761914,-1.8567694123357785,-1.8188990320838103,1.0
2022-02-11,Makkasan,Train,0.1618773277446675,-0.37797424542309027,0.4356686501490549,0,-0.433883739117558,-0.9009688679024191,-1.0673354434940783,-1.07822954396081,-1.8064201692937836,-1.7403036035267951,-1.8339298683540588,-1.7722308026498594,1.0
