Station,Direction,params,mean_test_score,rank_test_score,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,RMSE
Ladkrabang,Arrival,"{'criterion': 'poisson', 'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 10}",-995.595717673862,61,poisson,10,8,10,995.595717673862
Ladkrabang,Arrival,"{'criterion': 'poisson', 'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 2}",-995.595717673862,61,poisson,10,8,2,995.595717673862
Ladkrabang,Arrival,"{'criterion': 'poisson', 'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 5}",-995.595717673862,61,poisson,10,8,5,995.595717673862
Ladkrabang,Arrival,"{'criterion': 'poisson', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2}",-997.315478438506,64,poisson,20,2,2,997.315478438506
Ladkrabang,Arrival,"{'criterion': 'poisson', 'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 2}",-997.315478438506,64,poisson,30,2,2,997.315478438506
Ladkrabang,Arrival,"{'criterion': 'poisson', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2}",-997.315478438506,64,poisson,,2,2,997.315478438506
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10}",-997.3687180175266,67,squared_error,10,4,10,997.3687180175266
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2}",-998.6474290864578,68,squared_error,10,4,2,998.6474290864578
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5}",-998.6474290864578,68,squared_error,10,4,5,998.6474290864578
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 10}",-999.7378711782676,70,squared_error,30,4,10,999.7378711782676
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10}",-999.7378711782676,70,squared_error,,4,10,999.7378711782676
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10}",-999.7378711782676,70,squared_error,20,4,10,999.7378711782676
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10}",-1000.532101596563,73,squared_error,10,1,10,1000.532101596563
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5}",-1000.8457287058196,74,squared_error,10,2,5,1000.8457287058196
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5}",-1000.8789609447394,75,squared_error,10,1,5,1000.8789609447394
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 5}",-1001.8995445506731,76,squared_error,,4,5,1001.8995445506731
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 2}",-1001.8995445506731,76,squared_error,,4,2,1001.8995445506731
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 5}",-1001.8995445506731,76,squared_error,30,4,5,1001.8995445506731
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 2}",-1001.8995445506731,76,squared_error,20,4,2,1001.8995445506731
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 5}",-1001.8995445506731,76,squared_error,20,4,5,1001.8995445506731
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 2}",-1001.8995445506731,76,squared_error,30,4,2,1001.8995445506731
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 20}",-1002.3656730035415,82,squared_error,20,1,20,1002.3656730035415
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 20}",-1002.3656730035415,82,squared_error,,1,20,1002.3656730035415
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 20}",-1002.3656730035415,82,squared_error,30,1,20,1002.3656730035415
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 20}",-1003.180288988801,85,squared_error,10,2,20,1003.180288988801
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5}",-1003.2552844805405,86,squared_error,20,1,5,1003.2552844805405
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5}",-1003.2552844805405,86,squared_error,,1,5,1003.2552844805405
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 5}",-1003.2552844805405,86,squared_error,30,1,5,1003.2552844805405
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5}",-1004.7774548042551,89,squared_error,,2,5,1004.7774548042551
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 5}",-1004.7774548042551,89,squared_error,30,2,5,1004.7774548042551
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5}",-1004.7774548042551,89,squared_error,20,2,5,1004.7774548042551
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 20}",-1006.2641856069819,92,squared_error,20,2,20,1006.2641856069819
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 20}",-1006.2641856069819,92,squared_error,,2,20,1006.2641856069819
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 20}",-1006.2641856069819,92,squared_error,30,2,20,1006.2641856069819
Ladkrabang,Arrival,"{'criterion': 'poisson', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2}",-1007.6641857471052,95,poisson,10,1,2,1007.6641857471052
Ladkrabang,Arrival,"{'criterion': 'poisson', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2}",-1010.1623681448949,96,poisson,10,2,2,1010.1623681448949
Ladkrabang,Arrival,"{'criterion': 'poisson', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10}",-1010.8953917756317,97,poisson,,1,10,1010.8953917756317
Ladkrabang,Arrival,"{'criterion': 'poisson', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10}",-1010.8953917756317,97,poisson,20,1,10,1010.8953917756317
Ladkrabang,Arrival,"{'criterion': 'poisson', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 10}",-1010.8953917756317,97,poisson,30,1,10,1010.8953917756317
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10}",-1011.1548522532057,100,squared_error,,1,10,1011.1548522532057
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10}",-1011.1548522532057,100,squared_error,20,1,10,1011.1548522532057
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 10}",-1011.1548522532057,100,squared_error,30,1,10,1011.1548522532057
Ladkrabang,Arrival,"{'criterion': 'poisson', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2}",-1013.2214744008864,103,poisson,20,1,2,1013.2214744008864
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 10}",-1016.4294356216949,104,squared_error,10,8,10,1016.4294356216949
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 5}",-1016.4294356216949,104,squared_error,10,8,5,1016.4294356216949
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 2}",-1016.4294356216949,104,squared_error,10,8,2,1016.4294356216949
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 8, 'min_samples_split': 10}",-1017.6857956301017,107,squared_error,,8,10,1017.6857956301017
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 8, 'min_samples_split': 10}",-1017.6857956301017,107,squared_error,20,8,10,1017.6857956301017
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 2}",-1017.6857956301017,107,squared_error,30,8,2,1017.6857956301017
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 5}",-1017.6857956301017,107,squared_error,30,8,5,1017.6857956301017
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 8, 'min_samples_split': 2}",-1017.6857956301017,107,squared_error,,8,2,1017.6857956301017
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 8, 'min_samples_split': 5}",-1017.6857956301017,107,squared_error,,8,5,1017.6857956301017
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 10}",-1017.6857956301017,107,squared_error,30,8,10,1017.6857956301017
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 8, 'min_samples_split': 2}",-1017.6857956301017,107,squared_error,20,8,2,1017.6857956301017
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 8, 'min_samples_split': 5}",-1017.6857956301017,107,squared_error,20,8,5,1017.6857956301017
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",-1018.158213086941,116,squared_error,,1,2,1018.158213086941
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 2}",-1018.158213086941,116,squared_error,30,1,2,1018.158213086941
Ladkrabang,Arrival,"{'criterion': 'poisson', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",-1021.6253143445432,118,poisson,,1,2,1021.6253143445432
Ladkrabang,Arrival,"{'criterion': 'poisson', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 2}",-1021.6253143445432,118,poisson,30,1,2,1021.6253143445432
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 10}",-1023.1995273073935,120,squared_error,20,2,10,1023.1995273073935
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 10}",-1023.1995273073935,120,squared_error,,2,10,1023.1995273073935
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 10}",-1023.1995273073935,120,squared_error,30,2,10,1023.1995273073935
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2}",-1024.4240640731214,123,squared_error,20,2,2,1024.4240640731214
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 2}",-1024.4240640731214,123,squared_error,30,2,2,1024.4240640731214
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2}",-1024.4240640731214,123,squared_error,,2,2,1024.4240640731214
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10}",-1026.0887633506625,126,squared_error,10,2,10,1026.0887633506625
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2}",-1036.7743117442828,127,squared_error,10,1,2,1036.7743117442828
Ladkrabang,Arrival,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2}",-1044.3261654202083,128,squared_error,20,1,2,1044.3261654202083
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2}",-1165.5094365795678,129,absolute_error,10,4,2,1165.5094365795678
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5}",-1165.5094365795678,129,absolute_error,10,4,5,1165.5094365795678
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 5}",-1165.7106919289115,131,absolute_error,,4,5,1165.7106919289115
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 2}",-1165.7106919289115,131,absolute_error,20,4,2,1165.7106919289115
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 2}",-1165.7106919289115,131,absolute_error,,4,2,1165.7106919289115
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 5}",-1165.7106919289115,131,absolute_error,20,4,5,1165.7106919289115
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 2}",-1165.7106919289115,131,absolute_error,30,4,2,1165.7106919289115
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 5}",-1165.7106919289115,131,absolute_error,30,4,5,1165.7106919289115
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 10}",-1169.9288016809064,137,absolute_error,30,2,10,1169.9288016809064
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 10}",-1169.9288016809064,137,absolute_error,20,2,10,1169.9288016809064
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 10}",-1169.9288016809064,137,absolute_error,,2,10,1169.9288016809064
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10}",-1176.4634212279389,140,absolute_error,10,4,10,1176.4634212279389
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10}",-1177.4949058726584,141,absolute_error,,4,10,1177.4949058726584
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10}",-1177.4949058726584,141,absolute_error,20,4,10,1177.4949058726584
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 10}",-1177.4949058726584,141,absolute_error,30,4,10,1177.4949058726584
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 20}",-1181.4095983446546,144,absolute_error,10,2,20,1181.4095983446546
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 2}",-1181.6810169555736,145,absolute_error,10,8,2,1181.6810169555736
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 5}",-1181.6810169555736,145,absolute_error,10,8,5,1181.6810169555736
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 10}",-1181.6810169555736,145,absolute_error,10,8,10,1181.6810169555736
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 20, 'min_samples_leaf': 8, 'min_samples_split': 5}",-1182.3607769414064,148,absolute_error,20,8,5,1182.3607769414064
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': None, 'min_samples_leaf': 8, 'min_samples_split': 2}",-1182.3607769414064,148,absolute_error,,8,2,1182.3607769414064
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': None, 'min_samples_leaf': 8, 'min_samples_split': 10}",-1182.3607769414064,148,absolute_error,,8,10,1182.3607769414064
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 2}",-1182.3607769414064,148,absolute_error,30,8,2,1182.3607769414064
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 5}",-1182.3607769414064,148,absolute_error,30,8,5,1182.3607769414064
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': None, 'min_samples_leaf': 8, 'min_samples_split': 5}",-1182.3607769414064,148,absolute_error,,8,5,1182.3607769414064
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 10}",-1182.3607769414064,148,absolute_error,30,8,10,1182.3607769414064
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 20, 'min_samples_leaf': 8, 'min_samples_split': 2}",-1182.3607769414064,148,absolute_error,20,8,2,1182.3607769414064
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 20, 'min_samples_leaf': 8, 'min_samples_split': 10}",-1182.3607769414064,148,absolute_error,20,8,10,1182.3607769414064
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 20}",-1185.6960626781433,157,absolute_error,20,2,20,1185.6960626781433
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 20}",-1185.6960626781433,157,absolute_error,30,2,20,1185.6960626781433
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 20}",-1185.6960626781433,157,absolute_error,,2,20,1185.6960626781433
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10}",-1185.8403193728575,160,absolute_error,10,2,10,1185.8403193728575
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2}",-1191.6897682722151,161,absolute_error,,2,2,1191.6897682722151
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 2}",-1191.6897682722151,161,absolute_error,30,2,2,1191.6897682722151
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2}",-1191.6897682722151,161,absolute_error,20,2,2,1191.6897682722151
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 20}",-1192.4377323175463,164,absolute_error,10,8,20,1192.4377323175463
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': None, 'min_samples_leaf': 8, 'min_samples_split': 20}",-1192.6026442910206,165,absolute_error,,8,20,1192.6026442910206
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 20, 'min_samples_leaf': 8, 'min_samples_split': 20}",-1192.6026442910206,165,absolute_error,20,8,20,1192.6026442910206
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 20}",-1192.6026442910206,165,absolute_error,30,8,20,1192.6026442910206
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5}",-1201.0283958436237,168,absolute_error,,2,5,1201.0283958436237
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 5}",-1201.0283958436237,168,absolute_error,30,2,5,1201.0283958436237
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5}",-1201.0283958436237,168,absolute_error,20,2,5,1201.0283958436237
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5}",-1201.262804627527,171,absolute_error,10,2,5,1201.262804627527
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 20}",-1205.0027174783122,172,absolute_error,10,4,20,1205.0027174783122
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 20}",-1205.0430544516264,173,absolute_error,,4,20,1205.0430544516264
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 20}",-1205.0430544516264,173,absolute_error,30,4,20,1205.0430544516264
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 20}",-1205.0430544516264,173,absolute_error,20,4,20,1205.0430544516264
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2}",-1208.157187921111,176,absolute_error,10,2,2,1208.157187921111
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10}",-1221.861416586403,177,absolute_error,10,1,10,1221.861416586403
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 20}",-1224.5637188295332,178,absolute_error,10,1,20,1224.5637188295332
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10}",-1231.1616995041172,179,absolute_error,20,1,10,1231.1616995041172
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 10}",-1231.2806582832116,180,absolute_error,30,1,10,1231.2806582832116
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10}",-1231.2806582832116,180,absolute_error,,1,10,1231.2806582832116
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2}",-1240.0574618249796,182,absolute_error,20,1,2,1240.0574618249796
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 20}",-1249.1813135998648,183,absolute_error,20,1,20,1249.1813135998648
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 20}",-1249.1813135998648,183,absolute_error,,1,20,1249.1813135998648
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 20}",-1249.1813135998648,183,absolute_error,30,1,20,1249.1813135998648
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5}",-1252.532849485894,186,absolute_error,20,1,5,1252.532849485894
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5}",-1253.2899237687566,187,absolute_error,,1,5,1253.2899237687566
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 5}",-1253.2899237687566,187,absolute_error,30,1,5,1253.2899237687566
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2}",-1254.2923762935893,189,absolute_error,10,1,2,1254.2923762935893
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 2}",-1255.842881875155,190,absolute_error,30,1,2,1255.842881875155
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",-1255.842881875155,190,absolute_error,,1,2,1255.842881875155
Ladkrabang,Arrival,"{'criterion': 'absolute_error', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5}",-1284.7855274352255,192,absolute_error,10,1,5,1284.7855274352255
Ladkrabang,Departure,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 20}",-1010.8554440514039,1,squared_error,30,8,20,1010.8554440514039
Ladkrabang,Departure,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 8, 'min_samples_split': 20}",-1010.8554440514039,1,squared_error,20,8,20,1010.8554440514039
Ladkrabang,Departure,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 8, 'min_samples_split': 20}",-1010.8554440514039,1,squared_error,,8,20,1010.8554440514039
Ladkrabang,Departure,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 20}",-1011.1237238388152,4,squared_error,10,8,20,1011.1237238388152
Ladkrabang,Departure,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 8, 'min_samples_split': 2}",-1018.0447716225723,5,squared_error,,8,2,1018.0447716225723
Ladkrabang,Departure,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 8, 'min_samples_split': 10}",-1018.0447716225723,5,squared_error,20,8,10,1018.0447716225723
Ladkrabang,Departure,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 8, 'min_samples_split': 5}",-1018.0447716225723,5,squared_error,20,8,5,1018.0447716225723
Ladkrabang,Departure,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 8, 'min_samples_split': 2}",-1018.0447716225723,5,squared_error,20,8,2,1018.0447716225723
Ladkrabang,Departure,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 10}",-1018.0447716225723,5,squared_error,30,8,10,1018.0447716225723
Ladkrabang,Departure,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 5}",-1018.0447716225723,5,squared_error,30,8,5,1018.0447716225723
Ladkrabang,Departure,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 2}",-1018.0447716225723,5,squared_error,30,8,2,1018.0447716225723
Ladkrabang,Departure,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 8, 'min_samples_split': 5}",-1018.0447716225723,5,squared_error,,8,5,1018.0447716225723
Ladkrabang,Departure,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 8, 'min_samples_split': 10}",-1018.0447716225723,5,squared_error,,8,10,1018.0447716225723
