Station,Direction,params,mean_test_score,rank_test_score,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,RMSE
Suvarnabhumi,Departure,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 20}",-1093.9471751112544,169,squared_error,20,1,20,1093.9471751112544
Suvarnabhumi,Departure,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10}",-1107.1390222654263,173,squared_error,20,1,10,1107.1390222654263
Suvarnabhumi,Departure,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 10}",-1107.1390222654263,173,squared_error,30,1,10,1107.1390222654263
Suvarnabhumi,Departure,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10}",-1107.1390222654263,173,squared_error,,1,10,1107.1390222654263
Suvarnabhumi,Departure,"{'criterion': 'absolute_error', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 2}",-1111.056168418758,176,absolute_error,30,1,2,1111.056168418758
Suvarnabhumi,Departure,"{'criterion': 'absolute_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",-1111.056168418758,176,absolute_error,,1,2,1111.056168418758
Suvarnabhumi,Departure,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2}",-1115.230591020175,178,squared_error,20,1,2,1115.230591020175
Suvarnabhumi,Departure,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 2}",-1115.230591020175,178,squared_error,30,1,2,1115.230591020175
Suvarnabhumi,Departure,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",-1115.230591020175,178,squared_error,,1,2,1115.230591020175
Suvarnabhumi,Departure,"{'criterion': 'poisson', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10}",-1138.932146057545,181,poisson,10,1,10,1138.932146057545
Suvarnabhumi,Departure,"{'criterion': 'poisson', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10}",-1148.6274226795867,182,poisson,,1,10,1148.6274226795867
Suvarnabhumi,Departure,"{'criterion': 'poisson', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10}",-1148.6274226795867,182,poisson,20,1,10,1148.6274226795867
Suvarnabhumi,Departure,"{'criterion': 'poisson', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 10}",-1148.6274226795867,182,poisson,30,1,10,1148.6274226795867
Suvarnabhumi,Departure,"{'criterion': 'poisson', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 5}",-1152.7561952400872,185,poisson,30,1,5,1152.7561952400872
Suvarnabhumi,Departure,"{'criterion': 'poisson', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5}",-1152.7561952400872,185,poisson,,1,5,1152.7561952400872
Suvarnabhumi,Departure,"{'criterion': 'poisson', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5}",-1152.7561952400872,185,poisson,20,1,5,1152.7561952400872
Suvarnabhumi,Departure,"{'criterion': 'poisson', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5}",-1168.9051673799738,188,poisson,10,1,5,1168.9051673799738
Suvarnabhumi,Departure,"{'criterion': 'poisson', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2}",-1183.2422204094087,189,poisson,20,1,2,1183.2422204094087
Suvarnabhumi,Departure,"{'criterion': 'poisson', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2}",-1188.9578365707039,190,poisson,10,1,2,1188.9578365707039
Suvarnabhumi,Departure,"{'criterion': 'poisson', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",-1193.5082747101176,191,poisson,,1,2,1193.5082747101176
Suvarnabhumi,Departure,"{'criterion': 'poisson', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 2}",-1193.5082747101176,191,poisson,30,1,2,1193.5082747101176
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10}",-1337.9054484403564,1,poisson,10,2,10,1337.9054484403564
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 10}",-1345.7395921670825,2,poisson,20,2,10,1345.7395921670825
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 10}",-1345.7395921670825,2,poisson,,2,10,1345.7395921670825
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 10}",-1345.7395921670825,2,poisson,30,2,10,1345.7395921670825
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 8, 'min_samples_split': 20}",-1348.2807279843016,5,squared_error,,8,20,1348.2807279843016
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 20}",-1348.2807279843016,5,squared_error,30,8,20,1348.2807279843016
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 8, 'min_samples_split': 20}",-1348.2807279843016,5,squared_error,20,8,20,1348.2807279843016
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 20}",-1348.318162864106,8,squared_error,10,8,20,1348.318162864106
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 10}",-1355.2737875033174,9,poisson,30,4,10,1355.2737875033174
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10}",-1355.2737875033174,9,poisson,20,4,10,1355.2737875033174
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10}",-1355.2737875033174,9,poisson,,4,10,1355.2737875033174
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10}",-1356.4004115621542,12,poisson,10,4,10,1356.4004115621542
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 10}",-1358.601627093092,13,poisson,10,8,10,1358.601627093092
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 5}",-1358.601627093092,13,poisson,10,8,5,1358.601627093092
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 2}",-1358.601627093092,13,poisson,10,8,2,1358.601627093092
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': None, 'min_samples_leaf': 8, 'min_samples_split': 5}",-1358.8746751512892,16,poisson,,8,5,1358.8746751512892
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 20, 'min_samples_leaf': 8, 'min_samples_split': 2}",-1358.8746751512892,16,poisson,20,8,2,1358.8746751512892
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 10}",-1358.8746751512892,16,poisson,30,8,10,1358.8746751512892
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': None, 'min_samples_leaf': 8, 'min_samples_split': 2}",-1358.8746751512892,16,poisson,,8,2,1358.8746751512892
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 20, 'min_samples_leaf': 8, 'min_samples_split': 5}",-1358.8746751512892,16,poisson,20,8,5,1358.8746751512892
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 5}",-1358.8746751512892,16,poisson,30,8,5,1358.8746751512892
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 2}",-1358.8746751512892,16,poisson,30,8,2,1358.8746751512892
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': None, 'min_samples_leaf': 8, 'min_samples_split': 10}",-1358.8746751512892,16,poisson,,8,10,1358.8746751512892
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 20, 'min_samples_leaf': 8, 'min_samples_split': 10}",-1358.8746751512892,16,poisson,20,8,10,1358.8746751512892
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2}",-1363.862663967534,25,poisson,10,2,2,1363.862663967534
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 10}",-1365.2712564590993,26,squared_error,10,8,10,1365.2712564590993
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 2}",-1365.2712564590993,26,squared_error,10,8,2,1365.2712564590993
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 5}",-1365.2712564590993,26,squared_error,10,8,5,1365.2712564590993
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 8, 'min_samples_split': 2}",-1365.552344250223,29,squared_error,20,8,2,1365.552344250223
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 8, 'min_samples_split': 5}",-1365.552344250223,29,squared_error,20,8,5,1365.552344250223
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 8, 'min_samples_split': 10}",-1365.552344250223,29,squared_error,20,8,10,1365.552344250223
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 10}",-1365.552344250223,29,squared_error,30,8,10,1365.552344250223
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 2}",-1365.552344250223,29,squared_error,30,8,2,1365.552344250223
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 5}",-1365.552344250223,29,squared_error,30,8,5,1365.552344250223
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 8, 'min_samples_split': 2}",-1365.552344250223,29,squared_error,,8,2,1365.552344250223
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 8, 'min_samples_split': 5}",-1365.552344250223,29,squared_error,,8,5,1365.552344250223
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 8, 'min_samples_split': 10}",-1365.552344250223,29,squared_error,,8,10,1365.552344250223
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10}",-1368.0788447667303,38,poisson,20,1,10,1368.0788447667303
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10}",-1368.0788447667303,38,poisson,,1,10,1368.0788447667303
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 10}",-1368.0788447667303,38,poisson,30,1,10,1368.0788447667303
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5}",-1369.4091786291706,41,poisson,10,4,5,1369.4091786291706
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2}",-1369.4091786291706,41,poisson,10,4,2,1369.4091786291706
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 5}",-1372.4698005872974,43,poisson,30,2,5,1372.4698005872974
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5}",-1372.4698005872974,43,poisson,20,2,5,1372.4698005872974
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5}",-1372.4698005872974,43,poisson,,2,5,1372.4698005872974
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10}",-1372.7985920550905,46,poisson,10,1,10,1372.7985920550905
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10}",-1373.1305617716166,47,squared_error,10,4,10,1373.1305617716166
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2}",-1373.5906986751042,48,poisson,20,1,2,1373.5906986751042
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 2}",-1374.2577915949005,49,poisson,,4,2,1374.2577915949005
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 2}",-1374.2577915949005,49,poisson,30,4,2,1374.2577915949005
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 5}",-1374.2577915949005,49,poisson,30,4,5,1374.2577915949005
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 5}",-1374.2577915949005,49,poisson,20,4,5,1374.2577915949005
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 5}",-1374.2577915949005,49,poisson,,4,5,1374.2577915949005
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 2}",-1374.2577915949005,49,poisson,20,4,2,1374.2577915949005
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 2}",-1374.267303740304,55,poisson,30,1,2,1374.267303740304
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",-1374.267303740304,55,poisson,,1,2,1374.267303740304
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 10}",-1374.3846579295578,57,squared_error,,2,10,1374.3846579295578
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 10}",-1374.3846579295578,57,squared_error,30,2,10,1374.3846579295578
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 10}",-1374.3846579295578,57,squared_error,20,2,10,1374.3846579295578
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 20}",-1377.2238363965466,60,poisson,30,8,20,1377.2238363965466
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': None, 'min_samples_leaf': 8, 'min_samples_split': 20}",-1377.2238363965466,60,poisson,,8,20,1377.2238363965466
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 20, 'min_samples_leaf': 8, 'min_samples_split': 20}",-1377.2238363965466,60,poisson,20,8,20,1377.2238363965466
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 20}",-1377.261271276351,63,poisson,10,8,20,1377.261271276351
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5}",-1378.8333742836426,64,squared_error,10,2,5,1378.8333742836426
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2}",-1379.759779269643,65,poisson,,2,2,1379.759779269643
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2}",-1379.759779269643,65,poisson,20,2,2,1379.759779269643
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 2}",-1379.759779269643,65,poisson,30,2,2,1379.759779269643
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 5}",-1381.615644752228,68,poisson,30,1,5,1381.615644752228
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5}",-1381.615644752228,68,poisson,20,1,5,1381.615644752228
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5}",-1381.615644752228,68,poisson,,1,5,1381.615644752228
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 20}",-1381.7316439323474,71,squared_error,10,2,20,1381.7316439323474
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 20}",-1382.1413788538011,72,squared_error,,2,20,1382.1413788538011
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 20}",-1382.1413788538011,72,squared_error,20,2,20,1382.1413788538011
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 20}",-1382.1413788538011,72,squared_error,30,2,20,1382.1413788538011
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5}",-1382.4419251543848,75,poisson,10,2,5,1382.4419251543848
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 20}",-1383.5464024682587,76,poisson,,2,20,1383.5464024682587
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 20}",-1383.5464024682587,76,poisson,20,2,20,1383.5464024682587
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 20}",-1383.5464024682587,76,poisson,30,2,20,1383.5464024682587
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10}",-1383.7068095645402,79,squared_error,,4,10,1383.7068095645402
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10}",-1383.7068095645402,79,squared_error,20,4,10,1383.7068095645402
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 10}",-1383.7068095645402,79,squared_error,30,4,10,1383.7068095645402
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 20}",-1383.7296167110242,82,squared_error,10,4,20,1383.7296167110242
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 20}",-1384.361684985785,83,poisson,10,2,20,1384.361684985785
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10}",-1384.9173688695864,84,squared_error,10,2,10,1384.9173688695864
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 20}",-1385.1888488544512,85,squared_error,30,4,20,1385.1888488544512
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 20}",-1385.1888488544512,85,squared_error,,4,20,1385.1888488544512
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 20}",-1385.1888488544512,85,squared_error,20,4,20,1385.1888488544512
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 5}",-1385.7418266273878,88,squared_error,,4,5,1385.7418266273878
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 2}",-1385.7418266273878,88,squared_error,,4,2,1385.7418266273878
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 5}",-1385.7418266273878,88,squared_error,30,4,5,1385.7418266273878
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 2}",-1385.7418266273878,88,squared_error,30,4,2,1385.7418266273878
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 5}",-1385.7418266273878,88,squared_error,20,4,5,1385.7418266273878
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 2}",-1385.7418266273878,88,squared_error,20,4,2,1385.7418266273878
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5}",-1390.0961108717377,94,poisson,10,1,5,1390.0961108717377
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5}",-1395.4843323149537,95,squared_error,10,4,5,1395.4843323149537
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2}",-1395.4843323149537,95,squared_error,10,4,2,1395.4843323149537
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2}",-1396.786909066001,97,squared_error,10,2,2,1396.786909066001
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 5}",-1398.3384661288533,98,squared_error,30,2,5,1398.3384661288533
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5}",-1398.3384661288533,98,squared_error,,2,5,1398.3384661288533
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5}",-1398.3384661288533,98,squared_error,20,2,5,1398.3384661288533
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5}",-1401.0282985035435,101,squared_error,,1,5,1401.0282985035435
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 5}",-1401.0282985035435,101,squared_error,30,1,5,1401.0282985035435
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5}",-1401.0282985035435,101,squared_error,20,1,5,1401.0282985035435
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2}",-1403.9682592147922,104,squared_error,20,2,2,1403.9682592147922
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2}",-1403.9682592147922,104,squared_error,,2,2,1403.9682592147922
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 2}",-1403.9682592147922,104,squared_error,30,2,2,1403.9682592147922
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 20}",-1405.256637416456,107,poisson,10,4,20,1405.256637416456
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 20}",-1405.2623043232547,108,poisson,,4,20,1405.2623043232547
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 20}",-1405.2623043232547,108,poisson,30,4,20,1405.2623043232547
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 20}",-1405.2623043232547,108,poisson,20,4,20,1405.2623043232547
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2}",-1406.341230685003,111,squared_error,10,1,2,1406.341230685003
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 20}",-1406.6317977534954,112,squared_error,30,1,20,1406.6317977534954
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 20}",-1406.6317977534954,112,squared_error,,1,20,1406.6317977534954
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 20}",-1406.6317977534954,112,squared_error,20,1,20,1406.6317977534954
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2}",-1407.0210134981953,115,poisson,10,1,2,1407.0210134981953
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 20}",-1411.3430301350108,116,squared_error,10,1,20,1411.3430301350108
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10}",-1412.9296449896926,117,squared_error,10,1,10,1412.9296449896926
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 20}",-1413.556144699005,118,poisson,20,1,20,1413.556144699005
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 20}",-1413.556144699005,118,poisson,30,1,20,1413.556144699005
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 20}",-1413.556144699005,118,poisson,,1,20,1413.556144699005
Makkasan,Arrival,"{'criterion': 'poisson', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 20}",-1414.023963615068,121,poisson,10,1,20,1414.023963615068
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10}",-1416.3285086792498,122,squared_error,,1,10,1416.3285086792498
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10}",-1416.3285086792498,122,squared_error,20,1,10,1416.3285086792498
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 10}",-1416.3285086792498,122,squared_error,30,1,10,1416.3285086792498
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2}",-1416.8627356892632,125,squared_error,20,1,2,1416.8627356892632
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",-1420.1540827277872,126,squared_error,,1,2,1420.1540827277872
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 2}",-1420.1540827277872,126,squared_error,30,1,2,1420.1540827277872
Makkasan,Arrival,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5}",-1431.4509032863725,128,squared_error,10,1,5,1431.4509032863725
Makkasan,Arrival,"{'criterion': 'absolute_error', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5}",-1490.3793654765118,129,absolute_error,10,2,5,1490.3793654765118
