batch_size,epochs,learning_rate,units,Station,Direction,CV_RMSE_Scaled
16,200,0.001,128,Makkasan,Departure,0.49240028608922165
32,50,0.01,32,Makkasan,Departure,0.5203238630978041
32,50,0.01,64,Makkasan,Departure,0.5590690262062304
32,50,0.01,128,Makkasan,Departure,0.6043631591815182
32,50,0.001,32,Makkasan,Departure,0.5429101030242443
32,50,0.001,64,Makkasan,Departure,0.5311379943337343
32,50,0.001,128,Makkasan,Departure,0.5182869003848583
32,100,0.01,32,Makkasan,Departure,0.5364682524540992
32,100,0.01,64,Makkasan,Departure,0.5999293422468889
32,100,0.01,128,Makkasan,Departure,0.6222678547978145
32,100,0.001,32,Makkasan,Departure,0.5050102567535113
32,100,0.001,64,Makkasan,Departure,0.4982838924365202
32,100,0.001,128,Makkasan,Departure,0.49905450029690696
32,200,0.01,32,Makkasan,Departure,0.5391691179737342
32,200,0.01,64,Makkasan,Departure,0.5965162755690315
32,200,0.01,128,Makkasan,Departure,0.6508191225739681
32,200,0.001,32,Makkasan,Departure,0.5217084404760602
32,200,0.001,64,Makkasan,Departure,0.49267355145322544
32,200,0.001,128,Makkasan,Departure,0.5004798090442083
64,50,0.01,32,Makkasan,Departure,0.5461727604470242
64,50,0.01,64,Makkasan,Departure,0.6261602704744141
64,50,0.01,128,Makkasan,Departure,0.5850999709771626
64,50,0.001,32,Makkasan,Departure,0.6010393868539446
64,50,0.001,64,Makkasan,Departure,0.5746098058589199
64,50,0.001,128,Makkasan,Departure,0.5607194332787803
64,100,0.01,32,Makkasan,Departure,0.559160280684491
64,100,0.01,64,Makkasan,Departure,0.6036441471703201
64,100,0.01,128,Makkasan,Departure,0.5993067725715191
64,100,0.001,32,Makkasan,Departure,0.5419210031752367
64,100,0.001,64,Makkasan,Departure,0.528265103530017
64,100,0.001,128,Makkasan,Departure,0.5208288805204245
64,200,0.01,32,Makkasan,Departure,0.5671621056619294
64,200,0.01,64,Makkasan,Departure,0.6415927673357654
64,200,0.01,128,Makkasan,Departure,0.6210111347106533
64,200,0.001,32,Makkasan,Departure,0.519279439029583
64,200,0.001,64,Makkasan,Departure,0.5002524045740021
64,200,0.001,128,Makkasan,Departure,0.5076892596261444
16,50,0.01,32,Ladkrabang,Arrival,0.654153541576474
16,50,0.01,64,Ladkrabang,Arrival,0.7022466072904465
16,50,0.01,128,Ladkrabang,Arrival,0.6976358582238276
16,50,0.001,32,Ladkrabang,Arrival,0.6208561374192835
16,50,0.001,64,Ladkrabang,Arrival,0.6317174304430077
16,50,0.001,128,Ladkrabang,Arrival,0.620093782927986
16,100,0.01,32,Ladkrabang,Arrival,0.7365673709184297
16,100,0.01,64,Ladkrabang,Arrival,0.7749523719685686
16,100,0.01,128,Ladkrabang,Arrival,0.739532157763187
16,100,0.001,32,Ladkrabang,Arrival,0.6140056568707385
16,100,0.001,64,Ladkrabang,Arrival,0.6447191208968092
16,100,0.001,128,Ladkrabang,Arrival,0.6449793885992245
16,200,0.01,32,Ladkrabang,Arrival,0.8529032081276261
16,200,0.01,64,Ladkrabang,Arrival,0.7789903052433284
16,200,0.01,128,Ladkrabang,Arrival,0.7880690317058424
16,200,0.001,32,Ladkrabang,Arrival,0.6191324049698984
16,200,0.001,64,Ladkrabang,Arrival,0.6687808919753754
16,200,0.001,128,Ladkrabang,Arrival,0.6531446296829296
32,50,0.01,32,Ladkrabang,Arrival,0.6332863309788229
32,50,0.01,64,Ladkrabang,Arrival,0.6667103880000024
32,50,0.01,128,Ladkrabang,Arrival,0.7027653451314464
32,50,0.001,32,Ladkrabang,Arrival,0.6434535050213532
32,50,0.001,64,Ladkrabang,Arrival,0.6409523462551769
32,50,0.001,128,Ladkrabang,Arrival,0.6273707338361904
32,100,0.01,32,Ladkrabang,Arrival,0.6684328371555197
32,100,0.01,64,Ladkrabang,Arrival,0.6768798385474035
32,100,0.01,128,Ladkrabang,Arrival,0.6953276479644838
32,100,0.001,32,Ladkrabang,Arrival,0.6250907430739278
32,100,0.001,64,Ladkrabang,Arrival,0.643941237277457
32,100,0.001,128,Ladkrabang,Arrival,0.6414912358230321
32,200,0.01,32,Ladkrabang,Arrival,0.7009877091703517
32,200,0.01,64,Ladkrabang,Arrival,0.7301355358742055
32,200,0.01,128,Ladkrabang,Arrival,0.8918943803903651
32,200,0.001,32,Ladkrabang,Arrival,0.6236443421992841
32,200,0.001,64,Ladkrabang,Arrival,0.6617818379589251
32,200,0.001,128,Ladkrabang,Arrival,0.6578493394433456
64,50,0.01,32,Ladkrabang,Arrival,0.6661469981355282
64,50,0.01,64,Ladkrabang,Arrival,0.6690159795624635
64,50,0.01,128,Ladkrabang,Arrival,0.6630727728460147
64,50,0.001,32,Ladkrabang,Arrival,0.7032641835184448
64,50,0.001,64,Ladkrabang,Arrival,0.6736234877579917
64,50,0.001,128,Ladkrabang,Arrival,0.649753728722405
64,100,0.01,32,Ladkrabang,Arrival,0.6800284058212948
64,100,0.01,64,Ladkrabang,Arrival,0.7036258092712999
64,100,0.01,128,Ladkrabang,Arrival,0.6884450030764263
64,100,0.001,32,Ladkrabang,Arrival,0.6524833612179434
64,100,0.001,64,Ladkrabang,Arrival,0.6572069039258887
64,100,0.001,128,Ladkrabang,Arrival,0.6397306661083889
64,200,0.01,32,Ladkrabang,Arrival,0.6874883779529634
64,200,0.01,64,Ladkrabang,Arrival,0.7694783803722478
64,200,0.01,128,Ladkrabang,Arrival,0.7173444191320101
64,200,0.001,32,Ladkrabang,Arrival,0.6359741997816184
64,200,0.001,64,Ladkrabang,Arrival,0.6581778828797923
64,200,0.001,128,Ladkrabang,Arrival,0.652318554350983
16,50,0.01,32,Ladkrabang,Departure,0.6682411834284044
16,50,0.01,64,Ladkrabang,Departure,0.7245761593840432
16,50,0.01,128,Ladkrabang,Departure,0.7258244919413132
16,50,0.001,32,Ladkrabang,Departure,0.6204121804100363
16,50,0.001,64,Ladkrabang,Departure,0.6448338400001022
16,50,0.001,128,Ladkrabang,Departure,0.6304056874671501
16,100,0.01,32,Ladkrabang,Departure,0.7008054443497391
16,100,0.01,64,Ladkrabang,Departure,0.841393095879854
16,100,0.01,128,Ladkrabang,Departure,0.786122257089534
16,100,0.001,32,Ladkrabang,Departure,0.6111638548357119
16,100,0.001,64,Ladkrabang,Departure,0.6508264285969764
16,100,0.001,128,Ladkrabang,Departure,0.6582678448831812
16,200,0.01,32,Ladkrabang,Departure,0.8093822895291058
16,200,0.01,64,Ladkrabang,Departure,0.9007147868404392
16,200,0.01,128,Ladkrabang,Departure,0.7964915421628405
16,200,0.001,32,Ladkrabang,Departure,0.611143676261699
16,200,0.001,64,Ladkrabang,Departure,0.6671865041323679
16,200,0.001,128,Ladkrabang,Departure,0.6786582258262333
32,50,0.01,32,Ladkrabang,Departure,0.6607684706576458
32,50,0.01,64,Ladkrabang,Departure,0.6463667846395252
32,50,0.01,128,Ladkrabang,Departure,0.6370564150650581
32,50,0.001,32,Ladkrabang,Departure,0.6372230944843054
32,50,0.001,64,Ladkrabang,Departure,0.653829942134913
32,50,0.001,128,Ladkrabang,Departure,0.6351699165198966
32,100,0.01,32,Ladkrabang,Departure,0.702387353936219
32,100,0.01,64,Ladkrabang,Departure,0.6472758692013308
32,100,0.01,128,Ladkrabang,Departure,0.7535790742075227
32,100,0.001,32,Ladkrabang,Departure,0.6205117058525975
32,100,0.001,64,Ladkrabang,Departure,0.6572493430505707
32,100,0.001,128,Ladkrabang,Departure,0.6444194553296656
32,200,0.01,32,Ladkrabang,Departure,0.7208291723405872
32,200,0.01,64,Ladkrabang,Departure,0.7673431128448933
