batch_size,epochs,learning_rate,units,Station,Direction,CV_RMSE_Scaled
16,200,0.001,64,Huamak,Arrival,0.57266419400204
16,200,0.001,128,Huamak,Arrival,0.6180620472378654
32,50,0.01,32,Huamak,Arrival,0.601309586935482
32,50,0.01,64,Huamak,Arrival,0.5664564438795853
32,50,0.01,128,Huamak,Arrival,0.5964964561214852
32,50,0.001,32,Huamak,Arrival,0.5989577964720117
32,50,0.001,64,Huamak,Arrival,0.6072950080122006
32,50,0.001,128,Huamak,Arrival,0.573961877887463
32,100,0.01,32,Huamak,Arrival,0.6641445600877843
32,100,0.01,64,Huamak,Arrival,0.6086767658239732
32,100,0.01,128,Huamak,Arrival,0.6811336380107265
32,100,0.001,32,Huamak,Arrival,0.5939669355891443
32,100,0.001,64,Huamak,Arrival,0.5705390103281102
32,100,0.001,128,Huamak,Arrival,0.5726773175014374
32,200,0.01,32,Huamak,Arrival,0.7847633324186867
32,200,0.01,64,Huamak,Arrival,0.6854005454264892
32,200,0.01,128,Huamak,Arrival,0.7522326775166271
32,200,0.001,32,Huamak,Arrival,0.5980167008741804
32,200,0.001,64,Huamak,Arrival,0.58336767392364
32,200,0.001,128,Huamak,Arrival,0.5848457329849043
64,50,0.01,32,Huamak,Arrival,0.5334044372419883
64,50,0.01,64,Huamak,Arrival,0.5780304172483485
64,50,0.01,128,Huamak,Arrival,0.5920666765936827
64,50,0.001,32,Huamak,Arrival,0.6550603185818628
64,50,0.001,64,Huamak,Arrival,0.6356888300260475
64,50,0.001,128,Huamak,Arrival,0.5939082873423459
64,100,0.01,32,Huamak,Arrival,0.6160372536596812
64,100,0.01,64,Huamak,Arrival,0.5977689245147902
64,100,0.01,128,Huamak,Arrival,0.6798484221057265
64,100,0.001,32,Huamak,Arrival,0.5931748664653537
64,100,0.001,64,Huamak,Arrival,0.5947702313163549
64,100,0.001,128,Huamak,Arrival,0.5687195311766771
64,200,0.01,32,Huamak,Arrival,0.6158963000334369
64,200,0.01,64,Huamak,Arrival,0.69831010757831
64,200,0.01,128,Huamak,Arrival,0.7449479230749484
64,200,0.001,32,Huamak,Arrival,0.5922621053116871
64,200,0.001,64,Huamak,Arrival,0.5628774428575928
64,200,0.001,128,Huamak,Arrival,0.5691086140585738
16,50,0.01,32,Huamak,Departure,0.6083568237374221
16,50,0.01,64,Huamak,Departure,0.7351443012964035
16,50,0.01,128,Huamak,Departure,0.7675132056507191
16,50,0.001,32,Huamak,Departure,0.6143942380331145
16,50,0.001,64,Huamak,Departure,0.5820657787327942
16,50,0.001,128,Huamak,Departure,0.5515992591165767
16,100,0.01,32,Huamak,Departure,0.6868792571192968
16,100,0.01,64,Huamak,Departure,0.7366968788315521
16,100,0.01,128,Huamak,Departure,0.809781718916143
16,100,0.001,32,Huamak,Departure,0.5748287751734351
16,100,0.001,64,Huamak,Departure,0.5559023993338342
16,100,0.001,128,Huamak,Departure,0.5469079857809219
16,200,0.01,32,Huamak,Departure,0.8142802270052328
16,200,0.01,64,Huamak,Departure,0.9339162037878421
16,200,0.01,128,Huamak,Departure,0.9026256517226375
16,200,0.001,32,Huamak,Departure,0.5705307299137139
16,200,0.001,64,Huamak,Departure,0.6139550468301699
16,200,0.001,128,Huamak,Departure,0.6022422461003466
32,50,0.01,32,Huamak,Departure,0.5835378429492297
32,50,0.01,64,Huamak,Departure,0.6520107929697329
32,50,0.01,128,Huamak,Departure,0.584713388305598
32,50,0.001,32,Huamak,Departure,0.657038977070547
32,50,0.001,64,Huamak,Departure,0.611190658366905
32,50,0.001,128,Huamak,Departure,0.5769485905292456
32,100,0.01,32,Huamak,Departure,0.6419486192795585
32,100,0.01,64,Huamak,Departure,0.7223293891446053
32,100,0.01,128,Huamak,Departure,0.6500121616321755
32,100,0.001,32,Huamak,Departure,0.6012106055107868
32,100,0.001,64,Huamak,Departure,0.5660568054055011
32,100,0.001,128,Huamak,Departure,0.5527695464564341
32,200,0.01,32,Huamak,Departure,0.6762465654735861
32,200,0.01,64,Huamak,Departure,0.8112878065517132
32,200,0.01,128,Huamak,Departure,0.6571609428427673
32,200,0.001,32,Huamak,Departure,0.5781418629871632
32,200,0.001,64,Huamak,Departure,0.5595786590125473
32,200,0.001,128,Huamak,Departure,0.5756979462260094
64,50,0.01,32,Huamak,Departure,0.5689031781825822
64,50,0.01,64,Huamak,Departure,0.6420576826008256
64,50,0.01,128,Huamak,Departure,0.6198980215960854
64,50,0.001,32,Huamak,Departure,0.7061093781799054
64,50,0.001,64,Huamak,Departure,0.6488881140538422
64,50,0.001,128,Huamak,Departure,0.6094340458977606
64,100,0.01,32,Huamak,Departure,0.6671631812100048
64,100,0.01,64,Huamak,Departure,0.7498680459800764
64,100,0.01,128,Huamak,Departure,0.6877600299836099
64,100,0.001,32,Huamak,Departure,0.639365685204973
64,100,0.001,64,Huamak,Departure,0.5938552276487408
64,100,0.001,128,Huamak,Departure,0.5568753916149839
64,200,0.01,32,Huamak,Departure,0.6625822622941642
64,200,0.01,64,Huamak,Departure,0.801096050847864
64,200,0.01,128,Huamak,Departure,0.844677135170127
64,200,0.001,32,Huamak,Departure,0.59349027216328
64,200,0.001,64,Huamak,Departure,0.5667113409031944
64,200,0.001,128,Huamak,Departure,0.5581229825603643
